SciName,Taxonomy,Vil_Code,sell,use,food,medicine,CHECK,Qty_sell,Qty_use,Qty_food,Qty_med,Inc_sell,Inc_use,Inc_food,Inc_medicine,No_HH,Qty_p_HH,Qty,PPU_LAK,PPU_USD,Income_USD,Time_Travel,Status_en,Status_rel,Status_abs,Reason_en,Forest,Riparian,bamboo,bush_fallow,upland_field,others,CHECK_2,Qty_For,Qty_Rip,Qty_Bam,Qty_Bfa,Qty_UpF,Qty_Oth,Inc_For,Inc_Rip,Inc_Bam,Inc_Bfa,Inc_UpF,Inc_Oth,For_sell_inc,For_use_inc,For_food_inc,For_med_inc,Rip_sell_inc,Rip_use_inc,Rip_food_inc,Rip_med_inc,bam_sell_inc,Bam_use_inc,Bam_food_inc,Bam_med_inc,Bfa_sell_inc,Bfa_use_inc,Bfa_food_inc,Bfa_med_inc,UpF_sell_inc,UpF_use_inc,UpF_food_inc,UpF_med_inc,Oth_sell_inc,Oth_use_inc,Oth_food_inc,Oth_med_inc
Musa acuminata,Herb,609061,0,0,1,0,1,0,0,1180,0,0,0,0,0,236,5,1180,0,0,0,60,Decrease,40,-40,Clearance,0,1,0,0,0,0,1,0,1180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Musa acuminata,Herb,609064,1,0,1,0,2,435,0,435,0,54.375,0,54.375,0,58,15,870,1000,0.125,108.75,30,Increase,50,50,NA,1,0,0,0,0,0,1,870,0,0,0,0,0,108.8,0,0,0,0,0,54.4,0,54.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Musa acuminata,Herb,609069,0,0,1,0,1,0,0,270,0,0,0,0,0,54,5,270,0,0,0,120,Stable,0,0,NA,0,1,0,0,0,0,1,0,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Musa acuminata,Herb,609071,0,0,1,0,1,0,0,250,0,0,0,0,0,50,5,250,0,0,0,90,Decrease,50,-50,NA,0,1,0,0,0,0,1,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Musa acuminata,Herb,609075,0,0,1,0,1,0,0,0,0,0,0,0,0,44,0,0,0,0,0,60,Increase,10,10,NA,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Musa acuminata,Herb,609077,0,0,1,0,1,0,0,1020,0,0,0,637.5,0,68,15,1020,5000,0.625,637.5,15,Stable,0,0,NA,0,0,0,1,0,0,1,0,0,0,1020,0,0,0,0,0,637.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,637.5,0,0,0,0,0,0,0,0,0
Musa acuminata,Herb,609078,0,0,1,0,1,0,0,86,0,0,0,0,0,43,2,86,0,0,0,20,Decrease,30,-30,NA,0,1,0,0,0,0,1,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Musa acuminata,Herb,609081,0,0,1,0,1,0,0,760,0,0,0,0,0,76,10,760,0,0,0,30,Stable,0,0,NA,0,0,0,1,0,1,2,0,0,0,380,0,380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Musa acuminata,Herb,609083,1,0,1,0,2,2100,0,2100,0,262.5,0,262.5,0,84,50,4200,1000,0.125,525,60,Increase,20,20,NA,0,1,0,1,0,0,2,0,2100,0,2100,0,0,0,262.5,0,262.5,0,0,0,0,0,0,131.25,0,131.25,0,0,0,0,0,131.25,0,131.25,0,0,0,0,0,0,0,0,0
Musa acuminata,Herb,609085,0,0,1,0,1,0,0,515,0,0,0,0,0,103,5,515,0,0,0,120,Stable,0,0,NA,1,0,0,0,0,0,1,515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Musa acuminata,Herb,609097,0,0,1,0,1,0,0,960,0,0,0,0,0,48,20,960,0,0,0,30,Stable,0,0,NA,0,1,0,1,0,0,2,0,480,0,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Musa acuminata,Herb,609098,0,0,1,0,1,0,0,325,0,0,0,0,0,13,25,325,0,0,0,120,Decrease,70,-70,Clearance,1,0,0,0,0,0,1,325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Musa sp.,Herb,906001,0,1,1,0,2,0,850,850,0,0,0,0,0,170,10,1700,0,0,0,30,Decrease,30,-30,use too much,1,1,0,0,0,0,2,850,850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Musa sp.,Herb,906002,0,0,1,1,2,0,0,1210,1210,0,0,0,0,121,20,2420,0,0,0,60,Increase,,NA,NA,0,1,0,0,0,0,1,0,2420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Musa acuminata,Herb,906003,0,0,1,0,1,0,0,994,0,0,0,0,0,142,7,994,0,0,0,60,Decrease,70,-70,Clearance,1,1,0,0,0,0,2,497,497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Musa sp.,Herb,906004,0,1,1,0,2,0,0,0,0,0,0,0,0,,5,0,0,0,0,30,Decrease,20,-20,NA,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Musa sp.,Herb,906005,0,1,1,0,2,0,4000,4000,0,0,0,0,0,80,100,8000,0,0,0,60,Decrease,20,-20,NA,0,0,0,1,0,0,1,0,0,0,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Musa acuminata,Herb,906006,0,0,1,1,2,0,0,21.8,21.8,0,0,0,0,87,0.5,43.5,0,0,0,20,Stable,0,0,NA,1,0,0,0,0,0,1,43.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Musa sp.,Herb,906007,0,1,1,0,2,0,1825,1825,0,0,0,0,0,73,50,3650,0,0,0,60,Stable,0,0,NA,0,1,0,0,0,0,1,0,3650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Musa sp.,Herb,906008,1,0,1,0,2,455,0,455,0,0,0,0,0,91,10,910,0,0,0,120,Stable,0,0,NA,0,1,0,0,0,0,1,0,910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Musa acuminata,Herb,906010,0,1,1,0,2,0,2100,2100,0,0,0,0,0,42,100,4200,0,0,0,0,Increase,,NA,NA,1,0,0,1,0,0,2,2100,0,0,2100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Musa sp.,Herb,906033,0,1,0,0,1,0,438,0,0,0,0,0,0,146,3,438,0,0,0,0,Increase,,NA,NA,0,0,0,0,0,1,1,0,0,0,0,0,438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Musa acuminata,Herb,906033,0,0,1,0,1,0,0,1460,0,0,0,0,0,146,10,1460,0,0,0,0,Increase,,NA,NA,1,0,0,0,0,0,1,1460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Musa acuminata,Herb,906038,0,0,1,0,1,0,0,315,0,0,0,0,0,63,5,315,0,0,0,30,Decrease,20,-20,Clearance,1,0,0,0,0,0,1,315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Musa sp.,Herb,605095,0,0,1,0,1,0,0,520,0,0,0,0,0,52,10,520,0,0,0,10,Increase,30,30,NA,1,0,0,0,0,0,1,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Musa acuminata,Herb,605093,0,0,1,0,1,0,0,795,0,0,0,0,0,53,15,795,0,0,0,120,Increase,20,20,NA,1,0,0,0,0,0,1,795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Musa acuminata,Herb,605054,0,0,1,0,1,0,0,552,0,0,0,0,0,184,3,552,0,0,0,40,Stable,,NA,NA,1,0,0,0,0,0,1,552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Musa acuminata,Herb,611024,0,1,1,0,2,0,0,0,0,0,0,0,0,46,2,0,0,0,0,60,Increase,10,10,NA,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Musa acuminata,Herb,611058,0,0,1,0,1,0,0,1965,0,0,0,245.625,0,131,15,1965,1000,0.125,245.625,60,Stable,,NA,NA,1,0,0,0,0,0,1,1965,0,0,0,0,0,245.6,0,0,0,0,0,0,0,245.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Musa acuminata,Herb,611055,1,0,1,0,2,76.5,0,76.5,0,0,0,0,0,48,30,153,0,0,0,120,Stable,,NA,NA,1,0,0,0,0,0,1,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Musa acuminata,Herb,612998,0,0,1,0,1,0,0,65,0,0,0,0,0,13,5,65,0,0,0,120,Increase,10,10,NA,1,0,0,0,0,0,1,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Musa acuminata,Herb,612004,0,0,1,0,1,0,0,126,0,0,0,0,0,63,2,126,0,0,0,180,Increase,,NA,NA,1,0,0,0,0,0,1,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Musa sp.,Herb,612004,0,0,1,0,1,0,0,126,0,0,0,0,0,63,2,126,0,0,0,120,Increase,,NA,NA,1,0,0,0,0,0,1,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Musa acuminata,Herb,612010,0,0,1,0,1,0,0,560,0,0,0,0,0,56,10,560,0,0,0,0,Stable,,NA,NA,0,1,0,0,0,0,1,0,560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Musa sp.,Herb,612031,0,0,1,0,1,0,0,1160,0,0,0,0,0,58,20,1160,0,0,0,10,Increase,70,70,NA,0,1,0,0,0,0,1,0,1160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Musa acuminata,Herb,612999,0,0,1,0,1,0,0,2700,0,0,0,0,0,54,50,2700,0,0,0,60,Stable,,NA,NA,1,0,0,0,0,0,1,2700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Musa acuminata,Herb,612003,0,0,1,0,1,0,0,270,0,0,0,0,0,27,10,270,0,0,0,60,Stable,,NA,NA,0,1,0,0,0,0,1,0,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Musa sp.,Herb,612011,0,0,1,0,1,0,0,1120,0,0,0,0,0,140,8,1120,0,0,0,60,Stable,,NA,NA,1,0,0,0,0,1,2,560,0,0,0,0,560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Musa sp.,Herb,612011,0,0,1,0,1,0,0,420,0,0,0,0,0,140,3,420,0,0,0,60,Stable,,NA,NA,1,0,0,0,0,0,1,420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Musa sp.,Herb,612011,0,0,1,0,1,0,0,2800,0,0,0,0,0,140,20,2800,0,0,0,60,Stable,,NA,NA,1,0,0,0,0,0,1,2800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Musa sp.,Herb,612011,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,NA,,NA,NA,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Musa sp.,Herb,612029,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,60,Stable,,NA,NA,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Musa acuminata,Herb,612023,0,0,1,0,1,0,0,1280,0,0,0,0,0,64,20,1280,0,0,0,90,Stable,,NA,NA,0,1,0,0,0,0,1,0,1280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Musa acuminata,Herb,708090,0,0,1,0,1,0,0,200,0,0,0,12.5,0,20,10,200,500,0.0625,12.5,30,Stable,,NA,NA,1,0,0,0,0,0,1,200,0,0,0,0,0,12.5,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Musa acuminata,Herb,708064,0,0,1,0,1,0,0,40,0,0,0,2.5,0,20,2,40,500,0.0625,2.5,10,Stable,20,20,NA,1,0,0,0,0,0,1,40,0,0,0,0,0,2.5,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Musa acuminata,Herb,708059,1,0,1,0,2,730,0,730,0,91.25,0,91.25,0,73,20,1460,1000,0.125,182.5,60,Increase,20,20,Clearance,1,0,0,0,0,0,1,1460,0,0,0,0,0,182.5,0,0,0,0,0,91.25,0,91.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Musa acuminata,Herb,708065,1,0,1,0,2,215,0,215,0,403.125,0,403.125,0,43,10,430,15000,1.875,806.25,90,Increase,10,10,NA,1,0,0,0,0,0,1,430,0,0,0,0,0,806.3,0,0,0,0,0,403.15,0,403.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Musa acuminata,Herb,608035,1,0,1,0,2,757.5,0,757.5,0,94.6875,0,94.6875,0,101,15,1515,1000,0.125,189.375,0,Decrease,5,-5,NA,1,0,0,0,0,1,2,757.5,0,0,0,0,757.5,94.7,0,0,0,0,94.7,47.35,0,47.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.35,0,47.35,0
Musa acuminata,Herb,901004,1,1,1,0,3,260,260,260,0,325,325,325,0,39,20,780,10000,1.25,975,60,Increase,10,10,increase fast,0,1,0,0,0,0,1,0,780,0,0,0,0,0,975,0,0,0,0,0,0,0,0,325,325,325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Musa acuminata,Herb,901001,0,0,0,0,0,0,0,0,0,0,0,0,0,30,5,150,0,0,0,20,Increase,80,80,NA,0,1,0,0,0,0,1,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Musa acuminata,Herb,901001,0,0,0,0,0,0,0,0,0,0,0,0,0,30,15,450,0,0,0,20,Increase,80,80,NA,0,1,0,0,0,0,1,0,450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Musa acuminata,Herb,901003,1,1,1,0,3,260,260,260,0,325,325,325,0,39,20,780,10000,1.25,975,60,Increase,10,10,increase fast,0,1,0,0,0,0,1,0,780,0,0,0,0,0,975,0,0,0,0,0,0,0,0,325,325,325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Musa acuminata,Herb,901100,1,0,1,0,2,750,0,750,0,93.75,0,93.75,0,10,150,1500,1000,0.125,187.5,120,Decrease,40,-40,incorrect excavation,0,1,0,0,0,0,1,0,1500,0,0,0,0,0,187.5,0,0,0,0,0,0,0,0,93.75,0,93.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Musa acuminata,Herb,901100,1,0,1,0,2,3425,0,3425,0,856.25,0,856.25,0,137,50,6850,2000,0.25,1712.5,120,Decrease,40,-40,incorrect excavation,0,1,0,0,0,0,1,0,6850,0,0,0,0,0,1712.5,0,0,0,0,0,0,0,0,856.25,0,856.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Musa acuminata,Herb,901011,1,1,0,0,2,13200,13200,0,0,1650,1650,0,0,33,800,26400,1000,0.125,3300,0,Decrease,20,-20,NA,0,1,0,0,0,0,1,0,26400,0,0,0,0,0,3300,0,0,0,0,0,0,0,0,1650,1650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Musa acuminata,Herb,901011,0,0,0,0,0,0,0,0,0,0,0,0,0,33,500,16500,1000,0.125,2062.5,0,Decrease,20,-20,NA,0,1,0,0,0,0,1,0,16500,0,0,0,0,0,2062.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Musa acuminata,Herb,605092,0,0,1,0,1,0,0,280,0,0,0,0,0,35,8,280,0,0,0,15,Stable,,NA,NA,1,0,0,0,0,0,1,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Musa acuminata,Herb,1105160,0,0,0,0,0,0,0,0,0,0,0,0,0,57,20,1140,50,0.00625,7.125,60,Stable,0,0,NA,1,1,0,0,0,0,2,570,570,0,0,0,0,3.6,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Musa acuminata,Herb,1105160,0,0,0,0,0,0,0,0,0,0,0,0,0,57,1,57,500,0.0625,3.5625,30,Decrease,50,-50,NA,1,0,0,0,0,0,1,57,0,0,0,0,0,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Musa acuminata,Herb,1105119,0,0,0,0,0,0,0,0,0,0,0,0,0,391,20,7820,50,0.00625,48.875,30,Stable,0,0,NA,1,1,0,0,0,0,2,3910,3910,0,0,0,0,24.4,24.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Musa acuminata,Herb,1105119,0,0,0,0,0,0,0,0,0,0,0,0,0,391,1,391,500,0.0625,24.4375,30,Decrease,50,-50,NA,1,0,0,0,0,0,1,391,0,0,0,0,0,24.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Musa acuminata,Herb,907051,0,0,1,0,1,0,0,850,0,0,0,0,0,85,10,850,0,0,0,120,NA,50,50,NA,1,1,0,0,0,0,2,425,425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Musa acuminata,Herb,907052,0,1,1,0,2,0,300,300,0,0,112.5,112.5,0,60,10,600,3000,0.375,225,30,NA,70,70,NA,1,1,0,0,0,0,2,300,300,0,0,0,0,112.5,112.5,0,0,0,0,0,56.25,56.25,0,0,56.25,56.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Musa acuminata,Herb,907053,1,1,1,0,3,233.3,233.3,233.3,0,87.4875,87.4875,87.4875,0,70,10,700,3000,0.375,262.5,0,NA,50,50,NA,1,0,0,0,0,1,2,350,0,0,0,0,350,131.3,0,0,0,0,131.3,43.76666667,43.76666667,43.76666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.76666667,43.76666667,43.76666667,0
Musa acuminata,Herb,907049,1,1,1,0,3,1120,1120,1120,0,140,140,140,0,56,60,3360,1000,0.125,420,30,NA,30,30,NA,1,0,0,0,0,1,2,1680,0,0,0,0,1680,210,0,0,0,0,210,70,70,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,70,70,0
Musa acuminata,Herb,907054,0,1,1,0,2,0,84,84,0,0,0,0,0,84,2,168,0,0,0,30,NA,40,40,NA,1,0,0,0,0,1,2,84,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Musa acuminata,Herb,904040,0,0,1,0,1,0,0,33,0,0,0,0,0,33,1,33,0,0,0,10,NA,,NA,NA,1,0,0,0,0,1,2,16.5,0,0,0,0,16.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Musa acuminata,Herb,904040,0,1,0,0,1,0,1650,0,0,0,0,0,0,33,50,1650,0,0,0,20,NA,10,10,NA,1,0,0,0,0,0,1,1650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Musa acuminata,Herb,904042,0,1,1,0,2,0,900,900,0,0,0,0,0,36,50,1800,0,0,0,50,NA,50,50,NA,1,0,0,0,0,1,2,900,0,0,0,0,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Musa acuminata,Herb,904042,0,0,1,0,1,0,0,1080,0,0,0,0,0,36,30,1080,0,0,0,30,NA,30,30,NA,1,0,0,0,0,1,2,540,0,0,0,0,540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Musa acuminata,Herb,904995,0,1,0,0,1,0,7000,0,0,0,0,0,0,70,100,7000,0,0,0,30,NA,,NA,NA,1,0,0,0,0,0,1,7000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Musa acuminata,Herb,904995,1,0,1,0,2,100,0,100,0,12.5,0,12.5,0,10,20,200,1000,0.125,25,30,NA,,NA,NA,1,0,0,0,0,1,2,100,0,0,0,0,100,12.5,0,0,0,0,12.5,6.25,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25,0,6.25,0
Musa acuminata,Herb,904995,1,0,1,0,2,3000,0,3000,0,1875,0,1875,0,30,200,6000,5000,0.625,3750,30,NA,,NA,NA,1,1,0,1,0,0,3,2000,2000,0,2000,0,0,1250,1250,0,1250,0,0,625,0,625,0,625,0,625,0,0,0,0,0,625,0,625,0,0,0,0,0,0,0,0,0
Musa acuminata,Herb,904995,1,1,0,0,2,50,50,0,0,6.25,6.25,0,0,5,20,100,1000,0.125,12.5,30,NA,60,60,NA,1,0,0,0,0,0,1,100,0,0,0,0,0,12.5,0,0,0,0,0,6.25,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Musa acuminata,Herb,904039,1,1,1,0,3,816.7,816.7,816.7,0,102.0875,102.0875,102.0875,0,49,50,2450,1000,0.125,306.25,10,NA,5,5,NA,1,0,0,0,0,1,2,1225,0,0,0,0,1225,153.1,0,0,0,0,153.1,51.03333333,51.03333333,51.03333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.03333333,51.03333333,51.03333333,0
Musa acuminata,Herb,904039,1,1,0,0,2,245,245,0,0,61.25,61.25,0,0,49,10,490,2000,0.25,122.5,15,NA,5,5,NA,1,0,0,0,0,0,1,490,0,0,0,0,0,122.5,0,0,0,0,0,61.25,61.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Musa acuminata,Herb,904041,0,1,0,0,1,0,7900,0,0,0,0,0,0,79,100,7900,0,0,0,30,NA,30,30,NA,1,0,0,0,0,0,1,7900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Musa acuminata,Herb,904041,1,0,1,0,2,790,0,790,0,493.75,0,493.75,0,79,20,1580,5000,0.625,987.5,30,NA,30,30,NA,1,0,0,0,0,1,2,790,0,0,0,0,790,493.8,0,0,0,0,493.8,246.9,0,246.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246.9,0,246.9,0
Musa acuminata,Herb,904041,0,1,0,0,1,0,790,0,0,0,0,0,0,79,10,790,0,0,0,40,NA,20,20,NA,1,0,0,0,0,0,1,790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Musa acuminata,Herb,902072,0,0,1,0,1,0,0,205,0,0,0,0,0,41,5,205,0,0,0,30,NA,,NA,NA,1,0,0,0,0,1,2,102.5,0,0,0,0,102.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Musa acuminata,Herb,902116,0,0,1,0,1,0,0,380,0,0,0,0,0,76,5,380,0,0,0,10,NA,20,20,NA,1,0,0,0,0,1,2,190,0,0,0,0,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Musa acuminata,Herb,902073,0,0,1,0,1,0,0,240,0,0,0,0,0,48,5,240,0,0,0,60,NA,,NA,NA,1,0,0,0,0,1,2,120,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Musa acuminata,Herb,902067,0,0,1,0,1,0,0,545,0,0,0,0,0,109,5,545,0,0,0,60,NA,,NA,NA,1,0,0,0,0,1,2,272.5,0,0,0,0,272.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Musa acuminata,Herb,902070,0,0,1,0,1,0,0,720,0,0,0,0,0,72,10,720,0,0,0,60,NA,,NA,NA,1,0,0,0,0,1,2,360,0,0,0,0,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
