SciName,Taxonomy,Vil_Code,sell,use,food,medicine,CHECK,Qty_sell,Qty_use,Qty_food,Qty_med,Inc_sell,Inc_use,Inc_food,Inc_medicine,No_HH,Qty_p_HH,Qty,PPU_LAK,PPU_USD,Income_USD,Time_Travel,Status_en,Status_rel,Status_abs,Reason_en,Forest,Riparian,bamboo,bush_fallow,upland_field,others,CHECK_2,Qty_For,Qty_Rip,Qty_Bam,Qty_Bfa,Qty_UpF,Qty_Oth,Inc_For,Inc_Rip,Inc_Bam,Inc_Bfa,Inc_UpF,Inc_Oth,For_sell_inc,For_use_inc,For_food_inc,For_med_inc,Rip_sell_inc,Rip_use_inc,Rip_food_inc,Rip_med_inc,bam_sell_inc,Bam_use_inc,Bam_food_inc,Bam_med_inc,Bfa_sell_inc,Bfa_use_inc,Bfa_food_inc,Bfa_med_inc,UpF_sell_inc,UpF_use_inc,UpF_food_inc,UpF_med_inc,Oth_sell_inc,Oth_use_inc,Oth_food_inc,Oth_med_inc
Amaranthus viridis,Herb,1702020,0,0,1,0,1,0,0,1674,0,0,0,209.25,0,186,9,1674,1000,0.125,209.25,60,Stable,50,50,NA,1,0,0,0,0,0,1,1674,0,0,0,0,0,209.3,0,0,0,0,0,0,0,209.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amaranthus viridis,Herb,1702021,1,0,1,0,2,1200,0,1200,0,2250,0,2250,0,200,12,2400,15000,1.875,4500,30,Increase,70,70,NA,1,0,0,0,0,0,1,2400,0,0,0,0,0,4500,0,0,0,0,0,2250,0,2250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amaranthus viridis,Herb,1702019,1,0,1,0,2,592,0,592,0,1110,0,1110,0,148,8,1184,15000,1.875,2220,90,Stable,50,50,NA,1,0,0,0,0,0,1,1184,0,0,0,0,0,2220,0,0,0,0,0,1110,0,1110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amaranthus sp.,Herb,902072,0,0,1,0,1,0,0,410,0,0,0,0,0,41,10,410,0,0,0,90,NA,,NA,NA,1,1,0,0,0,0,2,205,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amaranthus sp.,Herb,902070,0,0,1,0,1,0,0,360,0,0,0,0,0,72,5,360,0,0,0,60,NA,,NA,NA,1,1,0,0,0,0,2,180,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amaranthus sp.,Herb,902068,0,0,1,0,1,0,0,1660,0,0,0,0,0,83,20,1660,0,0,0,60,NA,,NA,NA,1,1,0,0,0,0,2,830,830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amaranthus sp.,Herb,605045,0,0,1,0,1,0,0,1880,0,0,0,0,0,188,10,1880,0,0,0,30,NA,,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amaranthus sp.,Herb,605046,0,0,1,0,1,0,0,264,0,0,0,0,0,132,2,264,0,0,0,30,NA,,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amaranthus spinosus,Herb,1501015,0,0,1,0,1,0,0,15,0,0,0,0,0,75,0.2,15,0,0,0,10,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amaranthus spinosus,Herb,1501016,0,0,1,0,1,0,0,170,0,0,0,0,0,85,2,170,0,0,0,60,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amaranthus sp.,Herb,1501016,0,0,1,0,1,0,0,685,0,0,0,0,0,137,5,685,0,0,0,60,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amaranthus spinosus,Herb,1501017,0,0,1,0,1,0,0,170,0,0,0,0,0,85,2,170,0,0,0,30,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amaranthus spinosus,Herb,1501043,0,0,1,0,1,0,0,550,0,0,0,0,0,110,5,550,0,0,0,1,NA,50,50,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amaranthus spinosus,Herb,1501044,0,0,1,0,1,0,0,580,0,0,0,0,0,116,5,580,0,0,0,30,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amaranthus viridis,Herb,1309112,1,0,1,0,2,5000,0,5000,0,6250,0,6250,0,100,100,10000,10000,1.25,12500,15,NA,,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amaranthus viridis,Herb,605031,0,0,1,0,1,0,0,790,0,0,0,0,0,79,10,790,0,0,0,30,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ammannia baccifera,Herb,906009,0,0,0,1,1,0,0,0,0.4,0,0,0,0,4,0.1,0.4,0,0,0,60,Stable,0,0,NA,1,0,0,0,0,0,1,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ammannia baccifera,Herb,906013,0,0,0,1,1,0,0,0,10,0,0,0,0,10,1,10,0,0,0,0,Decrease,3,-3,NA,1,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amomum villosum,Cardamom,608011,1,0,0,0,1,100,0,0,0,250,0,0,0,20,5,100,20000,2.5,250,0,Stable,0,0,NA,1,0,0,0,0,0,1,100,0,0,0,0,0,250,0,0,0,0,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amomum villosum,Cardamom,608012,1,0,1,1,3,3.3,0,3.3,3.3,8.25,0,8.25,8.25,10,1,10,20000,2.5,25,0,Decrease,50,-50,NA,1,0,0,0,0,0,1,10,0,0,0,0,0,25,0,0,0,0,0,8.333333333,0,8.333333333,8.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amomum villosum,Cardamom,608013,1,0,1,0,2,1085,0,1085,0,678.125,0,678.125,0,217,10,2170,5000,0.625,1356.25,90,Stable,0,0,NA,1,0,0,0,0,0,1,2170,0,0,0,0,0,1356.3,0,0,0,0,0,678.15,0,678.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amomum villosum,Cardamom,608035,1,0,1,1,3,168.3,0,168.3,168.3,420.75,0,420.75,420.75,101,5,505,20000,2.5,1262.5,0,Stable,0,0,NA,1,0,0,0,0,0,1,505,0,0,0,0,0,1262.5,0,0,0,0,0,420.8333333,0,420.8333333,420.8333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amomum villosum,Cardamom,608037,0,0,0,1,1,0,0,0,20,0,0,0,0,20,1,20,0,0,0,0,Stable,0,0,NA,1,0,0,0,0,0,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amomum villosum,Cardamom,608037,1,1,1,1,4,2.5,2.5,2.5,2.5,7.8125,7.8125,7.8125,7.8125,10,1,10,25000,3.125,31.25,0,Decrease,50,-50,die,0,0,0,0,0,1,1,0,0,0,0,0,10,0,0,0,0,0,31.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.825,7.825,7.825,7.825
Amomum villosum,Cardamom,608038,1,1,1,0,3,63,63,63,0,157.5,157.5,157.5,0,63,3,189,20000,2.5,472.5,0,Decrease,, ,NA,1,0,0,0,0,0,1,189,0,0,0,0,0,472.5,0,0,0,0,0,157.5,157.5,157.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amomum villosum,Cardamom,608039,1,0,1,1,3,6,0,6,6,22.5,0,22.5,22.5,6,3,18,30000,3.75,67.5,0,Decrease,30,-30,NA,1,0,0,0,0,0,1,18,0,0,0,0,0,67.5,0,0,0,0,0,22.5,0,22.5,22.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amomum villosum,Cardamom,608040,1,0,0,1,2,150,0,0,150,93.75,0,0,93.75,20,15,300,5000,0.625,187.5,0,Decrease,50,-50,NA,1,0,0,0,0,0,1,300,0,0,0,0,0,187.5,0,0,0,0,0,93.75,0,0,93.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amomum villosum,Cardamom,608061,1,0,1,1,3,6.7,0,6.7,6.7,16.75,0,16.75,16.75,10,2,20,20000,2.5,50,0,Decrease,20,-20,NA,1,1,0,0,0,0,2,10,10,0,0,0,0,25,25,0,0,0,0,8.333333333,0,8.333333333,8.333333333,8.333333333,0,8.333333333,8.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amomum villosum,Cardamom,608063,1,0,1,0,2,50,0,50,0,31.25,0,31.25,0,50,2,100,5000,0.625,62.5,45,Stable,0,0,NA,1,0,0,0,0,0,1,100,0,0,0,0,0,62.5,0,0,0,0,0,31.25,0,31.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amomum villosum,Cardamom,608074,0,1,0,1,2,0,3,0,3,0,0,0,0,20,0.3,6,0,0,0,0,Decrease,, ,NA,0,1,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amomum villosum,Cardamom,608075,1,0,1,1,3,7.8,0,7.8,7.8,48.75,0,48.75,48.75,78,0.3,23.4,50000,6.25,146.25,0,Stable,0,0,NA,1,0,0,0,0,0,1,23.4,0,0,0,0,0,146.3,0,0,0,0,0,48.76666667,0,48.76666667,48.76666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amomum villosum,Cardamom,608091,1,0,0,0,1,0,0,0,0,0,0,0,0,,2,0,15000,1.875,0,120,Decrease,30,-30,too much excavation,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amomum villosum,Cardamom,608094,1,1,0,1,3,23.3,23.3,0,23.3,43.6875,43.6875,0,43.6875,70,1,70,15000,1.875,131.25,0,Decrease,20,-20,NA,1,0,0,0,0,0,1,70,0,0,0,0,0,131.3,0,0,0,0,0,43.76666667,43.76666667,0,43.76666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amomum villosum,Cardamom,608105,0,1,0,1,2,0,10,0,10,0,25,0,25,20,1,20,20000,2.5,50,0,Decrease,60,-60,environment change,1,1,0,0,0,0,2,10,10,0,0,0,0,25,25,0,0,0,0,0,12.5,0,12.5,0,12.5,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amomum villosum,Cardamom,609001,1,0,1,0,2,62.5,0,62.5,0,23.4375,0,23.4375,0,25,5,125,3000,0.375,46.875,30,Increase,10,10,NA,0,1,0,0,0,0,1,0,125,0,0,0,0,0,46.9,0,0,0,0,0,0,0,0,23.45,0,23.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amomum villosum,Cardamom,609006,1,0,0,1,2,200,0,0,200,500,0,0,500,40,10,400,20000,2.5,1000,90,Stable,0,0,NA,1,0,0,0,0,0,1,400,0,0,0,0,0,1000,0,0,0,0,0,500,0,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amomum villosum,Cardamom,609007,1,0,0,1,2,0,0,0,0,0,0,0,0,5,0,0,5000,0.625,0,120,Stable,0,0,NA,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amomum villosum,Cardamom,609014,0,0,0,1,1,0,0,0,30,0,0,0,0,10,3,30,0,0,0,60,Decrease,20,-20,NA,1,0,0,0,0,0,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amomum villosum,Cardamom,609015,0,0,0,1,1,0,0,0,5,0,0,0,0,5,1,5,0,0,0,60,Decrease,70,-70,too much excavation,0,0,0,1,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amomum villosum,Cardamom,609017,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,120,Stable,0,0,NA,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amomum villosum,Cardamom,609019,1,0,0,0,1,60,0,0,0,112.5,0,0,0,30,2,60,15000,1.875,112.5,60,Decrease,20,-20,NA,1,0,0,0,0,0,1,60,0,0,0,0,0,112.5,0,0,0,0,0,112.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amomum villosum,Cardamom,609026,1,0,1,1,3,5,0,5,5,12.5,0,12.5,12.5,5,3,15,20000,2.5,37.5,90,Stable,0,0,NA,0,0,0,1,0,0,1,0,0,0,15,0,0,0,0,0,37.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,12.5,12.5,0,0,0,0,0,0,0,0
Amomum villosum,Cardamom,609029,1,0,0,1,2,15,0,0,15,75,0,0,75,10,3,30,40000,5,150,60,Increase,5,5,NA,1,1,0,0,0,0,2,15,15,0,0,0,0,75,75,0,0,0,0,37.5,0,0,37.5,37.5,0,0,37.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amomum villosum,Cardamom,609030,1,1,0,1,3,100,100,0,100,62.5,62.5,0,62.5,10,30,300,5000,0.625,187.5,30,Stable,0,0,not change,1,1,0,0,0,0,2,150,150,0,0,0,0,93.8,93.8,0,0,0,0,31.26666667,31.26666667,0,31.26666667,31.26666667,31.26666667,0,31.26666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amomum villosum,Cardamom,609032,1,0,0,1,2,1125,0,0,1125,421.875,0,0,421.875,15,150,2250,3000,0.375,843.75,30,Increase,10,10,NA,0,1,0,0,0,0,1,0,2250,0,0,0,0,0,843.8,0,0,0,0,0,0,0,0,421.9,0,0,421.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amomum villosum,Cardamom,609036,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,90,Stable,0,0,NA,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amomum maximum,Cardamom,609039,0,0,1,0,1,0,0,0,0,0,0,0,0,30,0,0,0,0,0,60,Stable,0,0,NA,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amomum villosum,Cardamom,609039,0,0,0,1,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,60,Stable,0,0,NA,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amomum villosum,Cardamom,609040,0,0,1,0,1,0,0,20,0,0,0,0,0,20,1,20,0,0,0,30,Stable,0,0,NA,1,0,0,0,0,0,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amomum villosum,Cardamom,609041,0,0,1,1,2,0,0,17,17,0,0,0,0,34,1,34,0,0,0,30,Stable,0,0,not change,0,1,0,0,0,0,1,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amomum maximum,Cardamom,609041,1,0,1,0,2,34,0,34,0,12.75,0,12.75,0,34,2,68,3000,0.375,25.5,30,Stable,0,0,not change,1,0,0,0,0,0,1,68,0,0,0,0,0,25.5,0,0,0,0,0,12.75,0,12.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amomum villosum,Cardamom,609042,1,0,0,0,1,620,0,0,0,1162.5,0,0,0,31,20,620,15000,1.875,1162.5,10,Increase,80,80,NA,1,0,0,1,0,0,2,310,0,0,310,0,0,581.3,0,0,581.3,0,0,581.3,0,0,0,0,0,0,0,0,0,0,0,581.3,0,0,0,0,0,0,0,0,0,0,0
Amomum villosum,Cardamom,609043,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,90,Stable,0,0,NA,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amomum maximum,Cardamom,609043,0,0,1,0,1,0,0,0,0,0,0,0,0,71,0,0,0,0,0,60,Stable,0,0,NA,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amomum villosum,Cardamom,609056,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,Decrease,, ,NA,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amomum villosum,Cardamom,609060,0,0,1,1,2,0,0,0,0,0,0,0,0,,0,0,0,0,0,60,Decrease,30,-30,NA,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amomum villosum,Cardamom,609061,1,0,1,0,2,12.5,0,12.5,0,46.875,0,46.875,0,5,5,25,30000,3.75,93.75,5,Decrease,90,-90,Clearance,1,1,0,0,0,0,2,12.5,12.5,0,0,0,0,46.9,46.9,0,0,0,0,23.45,0,23.45,0,23.45,0,23.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amomum maximum,Cardamom,609075,0,0,1,0,1,0,0,0,0,0,0,0,0,44,0,0,0,0,0,60,Stable,0,0,NA,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amomum villosum,Cardamom,609075,1,1,1,0,3,29.3,29.3,29.3,0,10.9875,10.9875,10.9875,0,44,2,88,3000,0.375,33,60,Stable,0,0,NA,1,0,0,0,0,0,1,88,0,0,0,0,0,33,0,0,0,0,0,11,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amomum villosum,Cardamom,609076,1,1,1,1,4,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,5,3,15,8000,1,15,30,Decrease,30,-30,NA,1,0,0,1,0,0,2,7.5,0,0,7.5,0,0,7.5,0,0,7.5,0,0,1.875,1.875,1.875,1.875,0,0,0,0,0,0,0,0,1.875,1.875,1.875,1.875,0,0,0,0,0,0,0,0
Amomum villosum,Cardamom,609077,1,0,0,1,2,625,0,0,625,3125,0,0,3125,25,50,1250,40000,5,6250,60,Decrease,20,-20,NA,1,0,0,0,0,0,1,1250,0,0,0,0,0,6250,0,0,0,0,0,3125,0,0,3125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amomum villosum,Cardamom,609078,1,0,0,1,2,322.5,0,0,322.5,1410.9375,0,0,1410.9375,43,15,645,35000,4.375,2821.875,60,Decrease,70,-70,forest fire,0,0,0,1,0,0,1,0,0,0,645,0,0,0,0,0,2821.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1410.95,0,0,1410.95,0,0,0,0,0,0,0,0
Amomum villosum,Cardamom,609080,0,0,0,1,1,0,0,0,2.5,0,0,0,0,5,0.5,2.5,0,0,0,30,Decrease,20,-20,NA,1,0,0,0,0,0,1,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amomum villosum,Cardamom,609081,1,0,0,0,1,400,0,0,0,200,0,0,0,40,10,400,4000,0.5,200,60,Stable,0,0,NA,1,0,0,0,0,0,1,400,0,0,0,0,0,200,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amomum villosum,Cardamom,609082,1,0,1,1,3,56,0,56,56,700,0,700,700,56,3,168,100000,12.5,2100,20,Stable,0,0,not change,0,1,0,0,0,0,1,0,168,0,0,0,0,0,2100,0,0,0,0,0,0,0,0,700,0,700,700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amomum villosum,Cardamom,609083,1,0,0,1,2,62.5,0,0,62.5,39.0625,0,0,39.0625,25,5,125,5000,0.625,78.125,60,Stable,0,0,NA,1,0,0,0,0,0,1,125,0,0,0,0,0,78.1,0,0,0,0,0,39.05,0,0,39.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amomum villosum,Cardamom,609085,1,1,0,1,3,68.7,68.7,0,68.7,12.88125,12.88125,0,12.88125,103,2,206,1500,0.1875,38.625,120,Stable,0,0,NA,1,0,0,0,0,0,1,206,0,0,0,0,0,38.6,0,0,0,0,0,12.86666667,12.86666667,0,12.86666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amomum villosum,Cardamom,609087,1,0,1,0,2,100,0,100,0,500,0,500,0,40,5,200,40000,5,1000,45,Stable,0,0,not change,1,1,0,0,0,0,2,100,100,0,0,0,0,500,500,0,0,0,0,250,0,250,0,250,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amomum villosum,Cardamom,609087,1,0,1,0,2,100,0,100,0,500,0,500,0,40,5,200,40000,5,1000,45,Stable,0,0,not change,1,1,0,0,0,0,2,100,100,0,0,0,0,500,500,0,0,0,0,250,0,250,0,250,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amomum villosum,Cardamom,609093,1,0,1,1,3,9.2,0,9.2,9.2,23,0,23,23,138,0.2,27.6,20000,2.5,69,60,Stable,0,0,not change,1,1,0,0,0,0,2,13.8,13.8,0,0,0,0,34.5,34.5,0,0,0,0,11.5,0,11.5,11.5,11.5,0,11.5,11.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amomum villosum,Cardamom,609094,1,0,0,1,2,155,0,0,155,387.5,0,0,387.5,62,5,310,20000,2.5,775,120,Decrease,50,-50,NA,1,0,0,0,0,0,1,310,0,0,0,0,0,775,0,0,0,0,0,387.5,0,0,387.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amomum villosum,Cardamom,609095,1,1,0,1,3,206.7,206.7,0,206.7,77.5125,77.5125,0,77.5125,62,10,620,3000,0.375,232.5,60,Stable,0,0,not change,0,1,0,0,0,0,1,0,620,0,0,0,0,0,232.5,0,0,0,0,0,0,0,0,77.5,77.5,0,77.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amomum villosum,Cardamom,609096,1,0,0,0,1,1100,0,0,0,3437.5,0,0,0,22,50,1100,25000,3.125,3437.5,30,Stable,0,0,NA,0,1,0,0,0,0,1,0,1100,0,0,0,0,0,3437.5,0,0,0,0,0,0,0,0,3437.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amomum villosum,Cardamom,609099,1,0,0,1,2,150,0,0,150,937.5,0,0,937.5,30,10,300,50000,6.25,1875,120,Increase,10,10,NA,1,0,0,0,0,0,1,300,0,0,0,0,0,1875,0,0,0,0,0,937.5,0,0,937.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amomum villosum,Cardamom,609999,1,0,0,1,2,145,0,0,145,453.125,0,0,453.125,58,5,290,25000,3.125,906.25,60,Decrease,50,-50,NA,0,1,0,0,0,0,1,0,290,0,0,0,0,0,906.3,0,0,0,0,0,0,0,0,453.15,0,0,453.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amomum villosum,Cardamom,906001,0,1,0,0,1,0,360,0,0,0,0,0,0,120,3,360,0,0,0,60,Decrease,10,-10,NA,0,1,0,0,0,0,1,0,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amomum villosum,Cardamom,906002,1,1,1,1,4,9.5,9.5,9.5,9.5,2.375,2.375,2.375,2.375,76,0.5,38,2000,0.25,9.5,120,Increase,5,5,NA,1,0,0,0,0,0,1,38,0,0,0,0,0,9.5,0,0,0,0,0,2.375,2.375,2.375,2.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amomum villosum,Cardamom,906002,0,0,1,0,1,0,0,147,0,0,0,0,0,49,3,147,0,0,0,120,Decrease,10,-10,Clearance,1,1,0,0,0,0,2,73.5,73.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amomum villosum,Cardamom,906003,0,1,1,0,2,0,7.5,7.5,0,0,0,0,0,15,1,15,0,0,0,20,Decrease,20,-20,NA,1,0,0,0,0,0,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amomum villosum,Cardamom,906006,0,0,0,1,1,0,0,0,43.5,0,0,0,0,87,1.4,43.5,0,0,0,60,Increase,,NA,NA,1,0,0,0,0,0,1,43.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amomum villosum,Cardamom,906009,0,0,1,1,2,0,0,90,90,0,0,0,0,90,2,180,0,0,0,180,Stable,0,0,NA,1,0,0,0,0,0,1,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
