SciName,Taxon,Vil_Code,sell,use,food,medicine,No_HH,Unit,Qty_p_HH,Qty,Income_USD,Forest,Riparian,bamboo,bush_fallow,upland_field,others
Barringtonia acutangula,Tree/Shrub,1702019,1,0,1,0,148,????,20,2960,5550,1,1,0,0,0,0
Barringtonia acutangula,Tree/Shrub,1501015,0,0,1,0,75,????,0.5,37.5,46.875,0,0,0,0,0,0
Baccaurea ramiflora,Tree/Shrub,608011,1,0,1,0,71,????,6,426,159.75,1,0,0,0,0,0
Baccaurea ramiflora,Tree/Shrub,608013,0,0,1,0,217,????,10,2170,0,0,1,0,0,0,0
Baccaurea ramiflora,Tree/Shrub,608035,1,0,1,0,101,????,3,303,75.75,1,0,0,0,0,0
Baccaurea ramiflora,Tree/Shrub,608037,0,0,1,1,64,????,1,64,0,1,0,0,0,0,0
Baccaurea ramiflora,Tree/Shrub,608038,0,0,1,1,20,????,3,60,0,1,0,0,0,0,0
Baccaurea ramiflora,Tree/Shrub,608039,1,0,0,1,50,????,5,250,93.75,0,1,0,0,0,0
Baccaurea ramiflora,Tree/Shrub,608040,1,0,1,1,165,????,5,825,206.25,1,0,0,0,0,0
Baccaurea ramiflora,Tree/Shrub,608063,0,0,1,0,50,????,1,50,0,1,0,0,1,0,0
Baccaurea ramiflora,Tree/Shrub,608091,0,0,1,0,100,????,3,300,0,1,1,0,0,0,0
Baccaurea ramiflora,Tree/Shrub,608094,0,0,1,1,3,????,5.2,15.6,0,1,0,0,1,0,0
Baccaurea ramiflora,Tree/Shrub,609006,0,0,1,0,96,????,2,192,0,0,1,0,0,0,0
Baccaurea ramiflora,Tree/Shrub,609007,0,0,1,0,92,NA,0,0,0,1,0,0,0,0,0
Baccaurea ramiflora,Tree/Shrub,609009,0,0,1,0,5,????,3,15,0,0,0,0,1,0,0
Baccaurea ramiflora,Tree/Shrub,609010,1,0,1,1,93,????,50,4650,0,1,0,0,0,0,0
Baccaurea ramiflora,Tree/Shrub,609014,0,0,1,0,34,????,5,170,0,1,0,0,0,0,0
Baccaurea ramiflora,Tree/Shrub,609015,0,0,1,0,30,????,1,30,0,1,0,0,0,0,0
Baccaurea ramiflora,Tree/Shrub,609017,0,0,1,0,36,NA,0,0,0,0,1,0,0,0,0
Baccaurea ramiflora,Tree/Shrub,609022,0,0,1,0,2,????,50,100,0,1,0,0,0,0,0
Baccaurea ramiflora,Tree/Shrub,609026,1,0,1,0,38,????,5,190,118.75,0,1,0,0,0,0
Baccaurea ramiflora,Tree/Shrub,609029,1,0,1,0,74,????,3,222,83.25,1,1,0,0,0,0
Baccaurea ramiflora,Tree/Shrub,609036,0,0,1,0,97,????,5,485,0,1,0,0,0,0,0
Baccaurea ramiflora,Tree/Shrub,609038,0,0,1,0,66,????,2,132,0,1,0,0,1,0,0
Baccaurea ramiflora,Tree/Shrub,609039,0,0,1,0,30,NA,0,0,0,0,1,0,0,0,0
Baccaurea ramiflora,Tree/Shrub,609041,0,0,1,0,34,????,0,0,0,1,0,0,0,0,0
Baccaurea ramiflora,Tree/Shrub,609044,0,0,1,0,62,????,4,248,0,1,0,0,0,0,0
Baccaurea ramiflora,Tree/Shrub,609059,1,0,1,0,77,????,0,0,0,0,1,0,0,0,0
Baccaurea ramiflora,Tree/Shrub,609061,0,0,1,0,15,????,10,150,0,1,1,0,0,0,0
Baccaurea ramiflora,Tree/Shrub,609064,0,0,1,1,58,????,5,290,0,1,0,0,0,0,0
Baccaurea ramiflora,Tree/Shrub,609067,0,0,1,0,40,????,10,400,0,1,0,0,0,0,0
Baccaurea ramiflora,Tree/Shrub,609069,0,0,1,0,54,NA,0,0,0,1,0,0,0,0,0
Baccaurea ramiflora,Tree/Shrub,609071,0,0,1,0,30,????,1,30,0,1,0,0,0,0,0
Baccaurea ramiflora,Tree/Shrub,609074,0,0,1,0,172,????,1,172,0,1,0,0,0,0,0
Baccaurea ramiflora,Tree/Shrub,609075,0,1,1,0,44,????,2,88,0,0,0,0,1,0,0
Baccaurea ramiflora,Tree/Shrub,609076,1,0,1,0,42,????,3,126,0,0,0,0,1,0,0
Baccaurea ramiflora,Tree/Shrub,609077,1,0,1,0,15,????,35,525,131.25,1,0,0,0,0,0
Baccaurea ramiflora,Tree/Shrub,609078,0,0,1,0,43,????,3,129,0,0,0,0,1,0,0
Baccaurea ramiflora,Tree/Shrub,609080,0,0,1,0,92,????,2,184,0,1,0,0,0,0,0
Baccaurea ramiflora,Tree/Shrub,609081,0,0,1,0,76,????,3,228,0,1,0,0,0,0,0
Baccaurea ramiflora,Tree/Shrub,609082,0,0,1,1,56,????,0,0,0,0,1,0,0,0,0
Baccaurea ramiflora,Tree/Shrub,609083,1,0,1,0,84,????,10,840,525,1,0,0,0,0,0
Baccaurea ramiflora,Tree/Shrub,609085,0,0,1,0,103,????,10,1030,0,1,0,0,0,0,0
Baccaurea ramiflora,Tree/Shrub,609094,0,0,1,0,62,????,10,620,0,1,1,0,0,0,0
Baccaurea ramiflora,Tree/Shrub,609095,0,0,1,0,62,????,0,0,0,0,1,0,0,0,0
Baccaurea ramiflora,Tree/Shrub,609097,0,0,1,0,48,????,5,240,0,1,0,0,0,0,0
Baccaurea ramiflora,Tree/Shrub,609098,1,0,1,0,3,????,3,9,11.25,1,0,0,0,0,0
Baccaurea ramiflora,Tree/Shrub,609999,0,0,1,0,58,????,0,0,0,1,0,0,0,0,0
Baccaurea ramiflora,Tree/Shrub,906001,0,0,1,1,170,????,3,510,0,1,0,0,0,0,0
Baccaurea ramiflora,Tree/Shrub,906002,0,0,1,1,173,????,10,1210,0,1,0,0,0,0,0
Baccaurea ramiflora,Tree/Shrub,906003,0,0,1,0,90,????,5.5,495,0,1,0,0,0,0,0
Baccaurea ramiflora,Tree/Shrub,906004,0,0,1,1,,????,3,0,0,1,0,0,0,0,0
Baccaurea ramiflora,Tree/Shrub,906005,1,1,1,1,80,????,2,160,40,0,1,0,0,0,0
Baccaurea ramiflora,Tree/Shrub,906006,1,0,1,0,90,????,1,90,22.5,0,1,0,0,0,0
Baccaurea ramiflora,Tree/Shrub,906007,0,1,1,0,73,????,1,73,0,1,0,0,0,0,0
Baccaurea ramiflora,Tree/Shrub,906008,1,0,1,0,91,????,10,910,227.5,1,0,0,0,0,0
Baccaurea ramiflora,Tree/Shrub,906009,0,0,1,0,90,????,4,360,0,1,0,0,0,0,0
Baccaurea ramiflora,Tree/Shrub,906010,0,1,1,0,42,????,20,840,0,1,0,0,0,0,0
Baccaurea ramiflora,Tree/Shrub,906011,0,0,1,0,40,????,1,40,0,1,0,0,0,0,0
Baccaurea ramiflora,Tree/Shrub,906033,0,1,1,0,146,????,5,730,0,1,0,0,0,0,0
Baccaurea ramiflora,Tree/Shrub,906038,0,0,1,0,63,????,1,45,0,1,0,0,0,0,0
Baccaurea ramiflora,Tree/Shrub,605095,0,0,1,0,52,????,10,520,0,1,0,0,0,0,0
Baccaurea ramiflora,Tree/Shrub,605040,0,0,1,0,65,????,6,390,0,1,0,0,0,0,0
Baccaurea ramiflora,Tree/Shrub,605093,0,0,1,0,53,????,10,530,0,1,0,0,0,0,0
Baccaurea ramiflora,Tree/Shrub,605165,1,0,1,0,60,????,30,1800,675,0,1,0,0,0,0
Baccaurea ramiflora,Tree/Shrub,603018,0,1,1,0,10,????,20,200,0,1,0,0,0,0,0
Baccaurea ramiflora,Tree/Shrub,603021,0,0,1,0,100,????,20,2000,0,1,0,0,0,0,0
Baccaurea ramiflora,Tree/Shrub,611024,0,1,1,0,20,????,1,20,0,1,0,0,0,0,0
Baccaurea ramiflora,Tree/Shrub,611058,0,0,1,0,30,????,30,900,0,1,0,0,0,0,0
Baccaurea ramiflora,Tree/Shrub,611055,0,0,1,0,48,????,5,255,63.75,1,0,0,0,0,0
Baccaurea ramiflora,Tree/Shrub,612998,0,0,1,0,13,????,10,130,0,1,0,0,0,0,0
Baccaurea ramiflora,Tree/Shrub,612004,0,1,1,0,63,????,1,63,0,0,0,0,1,0,0
Baccaurea ramiflora,Tree/Shrub,612010,0,0,1,0,56,????,2,112,0,0,1,0,0,0,0
Baccaurea ramiflora,Tree/Shrub,612999,0,0,1,0,54,????,5,270,0,1,0,0,0,0,0
Baccaurea ramiflora,Tree/Shrub,612003,0,0,1,0,27,????,10,270,0,1,0,0,0,0,0
Baccaurea ramiflora,Tree/Shrub,612011,0,0,1,1,140,???,0,0,0,1,0,0,0,0,0
Baccaurea ramiflora,Tree/Shrub,612029,0,0,1,0,21,????,3,63,0,0,0,0,1,0,0
Baccaurea ramiflora,Tree/Shrub,612001,0,0,1,0,40,????,30,1200,0,1,0,0,0,0,0
Baccaurea ramiflora,Tree/Shrub,612023,0,0,1,0,64,???,20,1280,0,1,0,0,0,0,0
Baccaurea ramiflora,Tree/Shrub,708090,0,0,1,0,20,????,10,200,2.5,1,0,0,0,0,0
Baccaurea ramiflora,Tree/Shrub,708058,1,0,1,0,5,????,0.5,2.5,0,0,1,0,0,0,0
Baccaurea ramiflora,Tree/Shrub,708998,0,0,1,0,46,????,20,920,345,1,0,0,0,0,0
Baccaurea ramiflora,Tree/Shrub,906019,1,0,1,0,144,????????,5,720,450,1,0,0,0,0,0
Baccaurea ramiflora,Tree/Shrub,901001,0,0,1,0,30,????,5,150,0,0,1,0,0,0,0
Baccaurea ramiflora,Tree/Shrub,901011,1,0,1,0,33,????,50,1650,206.25,1,0,0,0,0,0
Baccaurea ramiflora,Tree/Shrub,605092,0,0,1,0,35,????,5,175,0,1,0,0,0,0,0
Baccaurea ramiflora,Tree/Shrub,1105160,0,0,0,0,57,????,1,57,7.125,1,0,0,1,0,0
Baccaurea ramiflora,Tree/Shrub,1105119,0,0,0,0,391,????,1,391,48.875,1,0,0,1,0,0
Baccaurea ramiflora,Tree/Shrub,1105117,0,0,0,0,158,????,1,158,98.75,1,0,0,1,0,0
Baccaurea ramiflora,Tree/Shrub,907053,0,0,1,0,40,kg,5,200,0,1,0,0,1,0,0
Baccaurea ramiflora,Tree/Shrub,907049,0,0,1,0,30,kg,2,60,0,1,0,0,1,0,0
Baccaurea ramiflora,Tree/Shrub,904040,0,0,1,0,33,kg,1,33,0,1,0,0,1,0,0
Baccaurea ramiflora,Tree/Shrub,904042,1,0,0,0,36,kg,20,720,180,1,0,0,1,0,0
Baccaurea ramiflora,Tree/Shrub,904995,1,0,1,0,15,kg,5,75,46.875,1,0,0,1,0,0
Baccaurea ramiflora,Tree/Shrub,904039,1,1,1,0,49,kg,15,735,183.75,1,0,0,1,0,0
Baccaurea ramiflora,Tree/Shrub,904041,1,0,1,0,79,kg,20,1580,987.5,1,0,0,1,0,0
Baccaurea ramiflora,Tree/Shrub,902116,0,0,1,0,76,kg,2,152,0,1,0,0,1,0,0
Baccaurea ramiflora,Tree/Shrub,902070,1,0,1,0,72,????,10,720,90,1,0,0,1,0,0
Baccaurea ramiflora,Tree/Shrub,902068,0,0,1,0,83,kg,15,1245,0,1,0,0,1,0,0
Baccaurea ramiflora,Tree/Shrub,207025,0,0,1,0,70,kg,2,140,0,1,0,0,1,0,0
Baccaurea ramiflora,Tree/Shrub,207056,0,0,1,0,82,kg,6,492,0,1,0,0,1,0,0
Baccaurea ramiflora,Tree/Shrub,207008,0,1,0,0,63,kg,5,315,0,1,0,0,1,0,0
Baccaurea ramiflora,Tree/Shrub,605058,1,0,1,0,112,kg,20,2240,560,0,0,0,0,0,0
Baccaurea ramiflora,Tree/Shrub,605053,0,0,1,0,200,NA,3,600,0,0,0,0,0,0,0
Baccaurea ramiflora,Tree/Shrub,605057,0,0,1,0,132,kg,5,660,0,0,0,0,0,0,0
Baccaurea ramiflora,Tree/Shrub,605047,1,0,1,0,246,kg,50,12300,4612.5,0,0,0,0,0,0
Baccaurea ramiflora,Tree/Shrub,605045,1,0,1,0,188,kg,7,1316,164.5,0,0,0,0,0,0
Baccaurea ramiflora,Tree/Shrub,605034,0,0,1,0,59,kg,1,59,0,0,0,0,0,0,0
Baccaurea ramiflora,Tree/Shrub,605046,0,0,1,0,132,kg,10,1320,0,0,0,0,0,0,0
Baccaurea ramiflora,Tree/Shrub,701142,0,0,1,0,10,kg,8,80,40,0,0,0,0,0,0
Baccaurea ramiflora,Tree/Shrub,701038,1,0,1,0,73,kg,10,730,182.5,0,0,0,0,0,0
Baccaurea ramiflora,Tree/Shrub,1501015,0,0,1,0,75,????,0.1,7.5,0,0,0,0,0,0,0
Baccaurea ramiflora,Tree/Shrub,1501016,0,0,1,0,60,????,5,300,0,0,0,0,0,0,0
Baccaurea ramiflora,Tree/Shrub,1501044,0,0,1,0,116,????,3,348,0,0,0,0,0,0,0
Baccaurea ramiflora,Tree/Shrub,1309013,1,0,1,0,120,kg,50,6000,3750,0,0,0,0,0,0
Baccaurea ramiflora,Tree/Shrub,1309091,1,0,1,0,30,kg,25,750,468.75,0,0,0,0,0,0
Baccaurea ramiflora,Tree/Shrub,605031,0,0,1,0,79,Kg,3,237,0,0,0,0,0,0,0
Baccaurea ramiflora,Tree/Shrub,605015,0,0,1,0,42,Kg,1,42,0,0,0,0,0,0,0
Baccaurea ramiflora,Tree/Shrub,605024,0,0,1,0,140,Kg,10,1400,0,0,0,0,0,0,0
Baccaurea ramiflora,Tree/Shrub,605025,0,0,1,0,152,Kg,5,760,0,0,0,0,0,0,0
Baccaurea ramiflora,Tree/Shrub,605021,0,0,1,0,127,Kg,1,127,0,0,0,0,0,0,0
Baccaurea ramiflora,Tree/Shrub,605023,1,0,1,0,104,Kg,2,208,26,0,0,0,0,0,0
Averrhoa carambola,Tree/Shrub,608013,0,0,1,0,217,????,3,651,0,0,0,0,1,0,0
Averrhoa carambola,Tree/Shrub,906003,0,0,1,0,75,????,1,75,0,1,0,0,0,0,0
Averrhoa carambola,Tree/Shrub,207008,0,1,0,0,65,kg,3,195,0,1,0,0,0,0,0
Averrhoa bilimbi,Tree/Shrub,609007,0,0,1,0,92,NA,0,0,0,1,0,0,0,0,0
Averrhoa bilimbi,Tree/Shrub,609017,0,0,1,0,36,NA,0,0,0,0,0,0,1,0,0
Averrhoa bilimbi,Tree/Shrub,609040,0,0,1,0,48,????,1,48,0,0,1,0,0,0,0
Averrhoa bilimbi,Tree/Shrub,609059,0,0,1,0,77,????,0,0,0,1,0,0,0,0,0
Averrhoa bilimbi,Tree/Shrub,609078,0,0,1,1,4,????,2,8,0,1,0,0,1,0,0
Averrhoa bilimbi,Tree/Shrub,906003,0,0,1,0,111,????,0.8,88.8,0,1,0,0,0,0,0
Averrhoa bilimbi,Tree/Shrub,605095,0,0,1,0,52,????,1,52,0,0,0,0,1,0,0
Averrhoa bilimbi,Tree/Shrub,605054,0,0,1,0,50,????,1,50,0,1,0,0,0,0,0
Averrhoa bilimbi,Tree/Shrub,605165,0,0,0,1,60,????,3,0,0,0,0,0,0,0,1
Averrhoa bilimbi,Tree/Shrub,603018,0,0,0,1,83,????,5,415,0,1,0,0,0,0,0
Averrhoa bilimbi,Tree/Shrub,612998,0,0,1,0,13,????,5,65,0,1,0,0,0,0,0
Averrhoa bilimbi,Tree/Shrub,612029,0,0,0,0,,NA,0,0,0,0,0,0,1,0,0
Antidesma sp.,Tree/Shrub,609007,0,0,1,0,92,NA,0,0,0,1,0,0,0,0,0
Antidesma sp.,Tree/Shrub,609058,0,0,1,0,75,NA,0,0,0,1,0,0,0,0,0
Antidesma sp.,Tree/Shrub,609059,0,0,1,0,77,????,5,385,0,1,0,0,0,0,0
Antidesma sp.,Tree/Shrub,609090,0,0,1,0,,NA,0,0,0,0,1,0,0,0,0
Antidesma acidum,Tree/Shrub,609066,0,0,1,0,66,????,1,66,0,0,0,0,1,0,0
Antidesma acidum,Tree/Shrub,1501016,0,0,1,0,70,????,3,210,0,0,0,0,0,0,0
Antidesma acidum,Tree/Shrub,1501043,0,0,1,0,110,????,2,220,0,0,0,0,0,0,0
Antidesma acidum,Tree/Shrub,1501044,0,0,1,0,116,????,5,580,0,0,0,0,0,0,0
Antidesma acidum,Tree/Shrub,1501044,0,0,1,0,116,????,3,348,0,0,0,0,0,0,0
Antidesma acidum,Tree/Shrub,1309091,1,0,1,0,35,kg,16,560,210,0,0,0,0,0,0
Anomianthus heterocarpus,Tree/Shrub,608040,1,0,0,1,165,????,2,330,20.625,0,0,0,0,0,1
Anomianthus heterocarpus,Tree/Shrub,608094,1,0,0,1,70,????,5,350,218.75,1,0,0,0,0,0
Annonaceae sp.,Tree/Shrub,612003,0,0,1,0,27,????,2,54,0,1,0,0,0,0,0
Annona sp.,Tree/Shrub,609047,0,0,0,1,10,????,1,10,0,0,0,0,1,0,1
Annona sp.,Tree/Shrub,609051,0,0,0,1,3,????,1,3,0,0,1,0,0,0,0
Annona sp.,Tree/Shrub,609061,0,1,1,1,50,????,5,250,0,1,0,0,0,0,0
Annona sp.,Tree/Shrub,906009,0,0,0,1,90,????,1,90,0,1,0,0,0,0,0
Albizia procera,Tree/Shrub,1702020,0,0,1,1,186,????,5,930,348.75,1,0,0,0,0,0
Aglaia odorata,Tree/Shrub,608013,0,0,1,1,217,????,2,434,0,0,0,0,1,0,0
Aglaia odorata,Tree/Shrub,609043,0,0,1,0,71,NA,0,0,0,1,0,0,1,0,0
Aglaia odorata,Tree/Shrub,609074,0,0,1,0,172,????,1,172,0,1,0,0,0,0,0
Aglaia odorata,Tree/Shrub,605092,0,0,1,0,35,????,1,35,0,1,0,0,0,0,0
Aglaia gagnepainiana,Tree/Shrub,609046,0,0,0,1,62,????,50,3100,0,1,0,0,0,0,0
Aglaia gagnepainiana,Tree/Shrub,609051,0,0,0,1,15,????,5,75,0,1,0,0,0,0,0
Ziziphus sp.,Shrubs,609039,0,0,1,0,30,NA,0,0,0,1,0,0,0,0,0
Ziziphus sp.,Shrubs,609046,1,0,1,0,62,????,30,1860,1162.5,1,0,0,0,0,0
Ziziphus sp.,Shrubs,609051,0,0,0,1,30,????,15,450,0,1,0,0,0,0,0
Ziziphus sp.,Shrubs,906003,0,0,1,0,31,????,1,15.5,0,1,0,0,0,0,0
Ziziphus sp.,Shrubs,605054,0,0,1,0,80,????,2,160,0,0,0,0,0,0,0
Ziziphus rugosa,Shrubs,605053,0,0,1,0,200,NA,1,200,0,0,0,0,0,0,0
Ziziphus rugosa,Shrubs,605057,0,0,1,0,132,kg,3,396,0,0,0,0,0,0,0
Ziziphus rugosa,Shrubs,605046,0,0,1,0,60,kg,1,60,0,0,0,0,0,0,0
Ziziphus rugosa,Shrubs,1501044,0,0,1,0,116,????,3,348,0,0,0,0,0,0,0
Ziziphus jujuba,Shrubs,608035,1,0,1,0,101,????,3,303,37.875,1,0,0,0,0,0
Ziziphus incurva,Shrubs,605053,0,0,1,0,200,NA,1,200,0,0,0,0,0,0,0
Ziziphus attopensis,Shrubs,906001,0,0,0,1,120,????,0.5,60,0,1,0,0,0,0,0
Ziziphus attopensis,Shrubs,906002,0,1,1,1,15,????,0.5,7.5,0,0,1,0,0,0,0
Ziziphus attopensis,Shrubs,1105116,0,0,0,0,60,????,0.5,30,1.875,1,1,0,0,0,0
Zanthoxylum limonella,Shrubs,608063,0,0,1,0,50,????,1,50,0,0,0,0,1,0,0
Zanthoxylum limonella,Shrubs,608091,0,0,1,0,100,????,1,100,0,0,0,0,1,0,0
Zanthoxylum limonella,Shrubs,609077,0,0,1,1,68,????,3,204,0,1,0,0,0,0,0
Zanthoxylum limonella,Shrubs,609097,0,0,1,0,48,????,1,48,0,1,0,0,0,0,0
Zanthoxylum limonella,Shrubs,906004,1,0,1,1,,????,1,0,0,0,0,0,1,0,0
Zanthoxylum limonella,Shrubs,906006,0,0,1,0,90,????,3,270,0,0,0,0,1,0,0
Zanthoxylum limonella,Shrubs,906007,1,1,1,0,73,????,1,73,73,0,0,0,1,0,0
Zanthoxylum limonella,Shrubs,906008,1,0,1,0,91,????,1,91,56.875,1,0,0,0,0,0
Zanthoxylum limonella,Shrubs,906009,1,0,1,0,90,????,5,450,450,1,0,0,0,0,0
Zanthoxylum limonella,Shrubs,605093,1,0,1,0,53,????,3,159,59.625,1,0,0,0,0,0
Zanthoxylum limonella,Shrubs,612004,1,0,1,0,63,????,2,126,78.75,0,0,0,1,0,0
Zanthoxylum limonella,Shrubs,612010,0,0,1,0,56,????,1,56,0,0,1,0,0,0,0
Zanthoxylum limonella,Shrubs,612031,0,0,1,0,58,????,0.5,29,0,0,0,0,1,0,0
Zanthoxylum limonella,Shrubs,612999,0,0,1,0,54,????,0.5,27,0,0,0,0,1,0,0
Zanthoxylum limonella,Shrubs,612011,1,0,1,0,140,???,1,140,350,1,0,0,0,0,0
Zanthoxylum limonella,Shrubs,612023,1,0,1,0,64,????,5,320,600,0,0,0,1,0,0
Zanthoxylum limonella,Shrubs,708090,1,0,1,0,38,????,6,63,78.75,1,0,0,0,0,0
Zanthoxylum limonella,Shrubs,708054,1,0,1,0,31,????,300,9300,11625,0,0,0,1,0,0
Zanthoxylum limonella,Shrubs,901100,1,0,0,0,20,????,10,200,1000,1,0,0,0,0,0
Zanthoxylum limonella,Shrubs,901011,1,0,1,0,33,????,50,1650,206.25,1,0,0,0,0,0
Zanthoxylum limonella,Shrubs,1105117,0,0,0,0,158,????,1,158,98.75,1,0,0,0,0,0
Zanthoxylum limonella,Shrubs,904040,1,0,1,0,10,kg,5,50,12.5,1,0,0,0,0,0
Zanthoxylum limonella,Shrubs,904042,1,0,1,0,36,kg,3,108,270,1,0,0,0,0,0
Zanthoxylum limonella,Shrubs,605056,1,0,1,0,74,kg,10,740,92.5,0,0,0,0,0,0
Zanthoxylum limonella,Shrubs,701138,0,0,1,0,34,kg,4,136,255,0,0,0,0,0,0
Zanthoxylum limonella,Shrubs,701038,1,0,1,0,73,kg,20,1460,3650,0,0,0,0,0,0
Zanthoxylum limonella,Shrubs,707008,0,0,1,0,,kg,0,0,0,0,0,0,0,0,0
Zanthoxylum limonella,Shrubs,605031,1,0,1,0,79,Kg,3,237,88.875,0,0,0,0,0,0
Zanthoxylum limonella,Shrubs,605025,0,0,1,0,152,Kg,1,152,0,0,0,0,0,0,0
Zanthoxylum limonella,Shrubs,605002,0,0,1,0,58,Kg,2,116,0,0,0,0,0,0,0
Zanthoxylum acanthopodium,Shrubs,902073,0,0,1,0,48,kg,3,144,0,1,1,0,0,0,0
Zanthoxylum acanthopodium,Shrubs,902067,0,0,1,0,70,kg,5,350,0,1,1,0,0,0,0
Xerospermum laoticum,Shrubs,701138,0,0,1,0,34,kg,1,34,8.5,0,0,0,0,0,0
Xerospermum laoticum,Shrubs,701142,0,0,1,0,15,kg,5,75,37.5,0,0,0,0,0,0
Xanthoxylum lanceatum,Shrubs,609007,0,0,1,1,92,NA,0,0,0,1,0,0,0,0,0
Uvaria rufa,Shrubs,906019,1,0,0,0,5,????????,5,25,9.375,1,0,0,0,0,0
Uvaria rufa,Shrubs,906016,0,1,1,0,4,????,3,12,0,0,1,0,0,0,0
Uvaria rufa,Shrubs,1309013,1,0,1,0,50,kg,30,1500,937.5,0,0,0,0,0,0
Uvaria cordata,Shrubs,612004,0,1,1,0,63,????,3,189,0,1,0,0,0,0,0
Toddalia sp.,Shrubs,906009,0,0,0,1,7,????,5,15,0,1,0,0,0,0,0
Toddalia sp.,Shrubs,906009,0,0,0,1,8,????,0.2,1.6,0,0,0,0,1,0,0
Toddalia asiatica,Shrubs,906006,0,0,0,1,14,????,0.1,1.4,0,1,0,0,0,0,0
Toddalia asiatica,Shrubs,906009,0,0,0,1,90,????,0,0,0,0,0,0,0,0,1
Styrax tonkinensis,Shrubs,906004,1,0,1,1,,????,1,0,0,0,0,0,1,0,1
Styrax tonkinensis,Shrubs,605095,1,0,0,0,42,????,30,1260,12600,0,0,0,1,0,0
Styrax tonkinensis,Shrubs,605040,1,0,0,0,30,????,5,150,131.25,0,0,0,1,0,0
Styrax tonkinensis,Shrubs,605093,1,0,0,0,20,????,10,200,2125,0,0,0,1,0,0
Styrax tonkinensis,Shrubs,605066,1,0,0,0,35,NA,30,1050,10500,0,0,0,1,0,0
Styrax tonkinensis,Shrubs,605067,1,0,0,0,50,NA,5,250,1875,1,0,0,0,0,0
Styrax tonkinensis,Shrubs,603021,0,0,0,1,100,????,1,0,0,1,0,0,0,0,0
Styrax tonkinensis,Shrubs,612998,1,0,0,0,13,????,50,650,5687.5,1,0,0,0,0,0
Styrax tonkinensis,Shrubs,612010,1,0,0,0,5,????,10,50,18.75,0,0,0,1,0,0
Styrax tonkinensis,Shrubs,612003,1,0,0,0,27,????,3,81,810,1,0,0,0,0,0
Styrax tonkinensis,Shrubs,612029,1,0,0,0,21,????,20,420,4515,0,0,0,1,0,0
Styrax tonkinensis,Shrubs,612023,1,0,0,0,64,????,30,1920,12000,0,0,0,1,0,0
Styrax tonkinensis,Shrubs,704074,1,0,0,0,71,????,2,142,1065,1,0,0,0,0,0
Styrax tonkinensis,Shrubs,605092,1,0,0,0,7,????,11,77,818.125,0,0,0,1,0,0
Styrax tonkinensis,Shrubs,902072,0,0,0,0,,NA,0,0,0,1,0,0,0,0,0
Styrax tonkinensis,Shrubs,605053,1,0,0,0,8,NA,50,400,5000,0,0,0,0,0,0
Styrax tonkinensis,Shrubs,701038,1,0,0,0,10,kg,30,300,1875,0,0,0,0,0,0
Styrax tonkinensis,Shrubs,605002,1,0,0,0,58,Kg,30,1740,17400,0,0,0,0,0,0
Rubus multibracteatus,Shrubs,906003,0,0,1,0,122,????,0.5,61,0,0,0,0,0,0,1
Rubus multibracteatus,Shrubs,906006,0,0,1,1,90,????,1,90,0,0,0,0,0,0,1
Rubus multibracteatus,Shrubs,906038,0,0,1,0,45,????,1,45,0,1,0,0,0,0,0
Rhododendron simsii,Shrubs,906006,0,0,1,1,90,????,1,90,0,0,0,0,0,0,1
Psidium guajava,Shrubs,608013,0,0,1,0,217,????,5,1085,0,1,0,0,0,0,0
Psidium guajava,Shrubs,906006,0,0,1,0,90,????,15,1350,0,0,0,0,0,0,1
Psidium guajava,Shrubs,605095,0,0,1,0,52,????,1,52,0,0,0,0,1,0,0
Psidium guajava,Shrubs,612998,0,0,1,0,13,????,15,195,0,1,0,0,0,0,0
Psidium guajava,Shrubs,612999,0,0,1,0,54,????,20,1080,0,0,0,0,1,0,0
Psidium guajava,Shrubs,612003,0,0,1,0,27,????,20,540,0,1,0,0,0,0,0
Psidium guajava,Shrubs,906019,0,0,1,0,144,????????,2,288,0,1,0,0,0,0,0
Psidium guajava,Shrubs,1501016,0,0,1,0,80,????,4,320,0,0,0,0,0,0,0
Psidium guajava,Shrubs,1501017,0,0,1,0,85,????,7,595,0,0,0,0,0,0,0
Psidium guajava,Shrubs,1501043,0,0,1,0,110,????,10,1100,0,0,0,0,0,0,0
Psidium guajava,Shrubs,1501044,0,0,1,0,116,????,3,348,0,0,0,0,0,0,0
Psidium guajava,Shrubs,605002,0,0,1,0,58,Kg,2,116,0,0,0,0,0,0,0
Pittosporopsis kerrii,Shrubs,609007,0,0,1,0,92,NA,0,0,0,1,0,0,0,0,0
Pittosporopsis kerrii,Shrubs,609010,1,0,1,1,10,????,10,100,0,1,0,0,0,0,0
Pittosporopsis kerrii,Shrubs,609026,0,0,1,0,38,????,1,38,0,0,1,0,0,0,0
Pittosporopsis kerrii,Shrubs,609061,0,0,1,0,5,????,3,15,0,1,0,0,0,0,0
Pittosporopsis kerrii,Shrubs,609071,0,0,1,0,5,????,4,20,0,1,0,0,0,0,0
Pittosporopsis kerrii,Shrubs,609074,0,0,1,0,5,????,1,5,0,1,0,0,0,0,0
Pittosporopsis kerrii,Shrubs,609075,0,0,1,0,44,NA,0,0,0,1,0,0,0,0,0
Pittosporopsis kerrii,Shrubs,609083,1,0,1,0,40,????,5,200,25,1,0,0,0,0,0
Pittosporopsis kerrii,Shrubs,609085,0,0,1,0,103,????,1,103,0,1,0,0,0,0,0
