ID,NTFP_Cleaned,SpecialNTFP,other lao names,Scientific_Name_Cleaned,Hmong,Khamu,Vil_Code,Type_la_030413,Scientific_Name_030413,Cleaned NTFP type polished round 2,Sounthone _chris 30 March,sell,use,food,medicin,No_HH,Unit,Qty_per_HH,Qty_All,Price_per_Unit,Price_All,Location_gathered_la,Time_Travel,Status_la,Status_en,Status_%,Reason_la,Reason_en,Palm,Palm1,Rattan,Rattan1,Trees,Trees1,Herb,Herb1,Shrubs,Shrubs1,Climber_Vine,Climber_Vine1,Monocot,Monocot1,Fungi,Fungi1,Tuber_limber,Tuber_limber1,Insects,Insects1,Orchid,Orchid1,Mushroom,Mushroom1,Fern,Fern1,Check_Type,Forest_Type_la,Forest_Type_CF,Forest_Type2,not a forest type,not spec'd or classed,forest in general,Dense forest,Dense moist  forest,strem source f,cool moist F,Pah Khok,pine,pine mixed,riverine forest,beside stream,stream,mixed forest,chest nut,Bamboo,Pah Khang (mainly grass'd),grassland,bush fallow gen'l,Old bush fallow,Young bush fallow,upland field,paddy,wet land,Banana forest,termite soil,tree stumps,cliff,clifftop,Other specific nisches,Check_Forest,LastUpdated
7375,??????,,,Protium serratum (Wallich & Colebr.) Engler,,,906039,,,,,1,,1,,10,????,5,50,3000,150000,???????????????????????,60,???????,Not change,,?????????????????,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,??????????????????,,??????????????????,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,
3820,????????,nam pheung,,Apis sp.,?????,????????,609085,????????,Apis mellifera,????????,????????,0,0,1,0,10,????,5,50,50000,0,?????,120,????????,Not change,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,????????????,????????????,????????????,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,2,
3816,????????,taw,,wasp genus/species unknown,????????,??????,609085,????????,,????????,????????,0,0,1,0,10,????,5,50,,0,?????,120,????????,Not change,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,??????,??????,??????,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
7373,??????,,,Canarium nigrum Loure.,,,906039,,,,,1,,1,,5,????,10,50,5000,250000,???????????????????????,60,???????,Not change,,?????????????????,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,??????????????????,,??????????????????,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,
9123,??????,,,Radermachera ignea (Kurz) Steenis,,,207002,,,,,1,,1,,10,kg,5,50,1000,50000,???????,30,????,,30,??????? ?????????????????,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,"????????,???????",,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,2,
5150,??????????,,,Piper boehmeriafolium,,,906009,??????????,,??????????,??????????,0,0,0,1,10,????,5,50,,0,??????,30,????????,Not change,0,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,1,????????,????????,????????,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,
1252,??????????,,,Moghania macrophylla,????????,????????,609015,??????????,Moghania macrophylla (Willdenow) O. Kuntze,??????????,??????????,1,0,0,0,5,????,10,50,2000,100000,??????,10,????????,Not change,0,,,,,,,,,,,,,1,100000,,,,,,,,,,,,,,,1,??????,??????????,??????,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,
3767,??????????,duk deua,,Amorphophallus kerrii,??????,?????????,609085,??????????,Amorphophalus paeoniifolius (Dennstedt) Nicolson,??????????,????????,1,0,0,0,10,????,5,50,1000,0,??????,20,?????????,Increase,50,?????,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,??????,??????,??????,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,
371,??????,,,Amalocalyx microlobus,,,608039,??????,Amalocalyx microlobus Pierre ex Spire,??????,??????,0,0,1,1,50,????,1,50,0,0,??????,,???????,Decrease,5,"????????,???????",,,,,,,,,,1,0,,,,,,,,,,,,,,,,,1,????????,????????,????????,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,
377,?????????,,,Dendrocalamus hamiltonii,????????,,608039,?????????,Dendrocalamus hamiltonii Nees & Arn. Ex Munro,?????????,?????????,1,0,1,0,10,????,5,50,2000,100000,"? ????, ? ???",,????????,Not change,0,,,,,,,,,,,,,,,1,100000,,,,,,,,,,,,,1,????????,????????,????????,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,
6317,??????????,taw,,Vespula sp.,?????,????????????,612999,,,,,0,0,1,0,50,????,1,50,,0,???????,60,???????,Not change,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,"??????,??????",,"??????,??????",,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
3327,??????????,,,Tinospora crispa,????????????,,609074,??????????,Tinospora crispa (L.) Hook. F. & Arnott,??????????,??????????,0,0,1,1,50,????,1,50,,0,??????,120,????????,Not change,0,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,??????,??????,??????,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,
3757,???????????,,,Dendrobium fimbriatum,???????????,???????????????????,609083,???????????,,???????????,???????????,1,0,0,1,10,????,5,50,100000,0,?????????,60,???????,Decrease,50,?????????????,incorrect excavation,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,??????,??????,??????,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
3332,??????,,,Piper interitum,,,609074,??????,Piper aurantiacum Mig.,??????,??????,1,0,1,0,10,????,5,50,5000,0,??????????,120,?????????,Increase,15,?????,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,??????,??????,??????,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
3746,????????,,,Apis sp.,?????,,609083,????????,Apis mellifera,????????,????????,1,0,0,1,10,????,5,50,50000,0,"?????,??????????",120,????????,Not change,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,??????,??????,??????,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
8046,???????????,,,Spilanthes acmella (L.) L.,,,907054,,,,,,1,1,,50,kg,1,50,,0,?????????,30,????,,20,?????,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,????????,,,,,,,,,,,,,1,1,,1,,,,,,,,,,,,,,,,,3,
8050,???????,,,Termitomyces robustus (Berk.) Heim,,,907054,,,,,,1,1,,50,kg,1,50,,0,?????????,30,????,,60,?????,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,?????????,,,,,1,,,,,1,,1,,,,,,,,,1,,,,,,,,,,,,4,
8094,???????,,,Zanthoxylum rhetsa,,,904040,,,,,1,,1,,10,kg,5,50,2000,100000,??????????????,60,??????,,20,??????????,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,????????,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
3770,?????????,,??????,Oxytenanthera parvifolia,????????,,609085,??????,Phyllostachys sp.,??????,?????????,0,0,1,0,5,????,10,50,,0,???????,120,????????,Not change,0,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,????????,????????,?????????,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,
7541,??????????????????,,,,,,906018,,,,,1,,,1,10,????,5,50,30000,1500000,???????????,40,???????,Not change,,?????????????????,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,?????????,,?????????,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,
1462,???????,,,Termitomyces sp.,????????,,609021,???????,Termitomyces schimperi,???????,???????,0,0,1,0,10,????,10,50,30000,1500000,?????,20,???????,Decrease,50,?????????,,,,,,,,,,,,,,,,,,,,,,,,1,1500000,,,1,??????,??????,??????,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,
4036,??????????,,,Boehmeria sp,????,???,609094,??????????,Boehmeria malabarica Webb.,??????????,??????????,1,0,0,0,5,????,10,50,4000,200000,?????????,60,???????,Decrease,90,??????????????????????,incorrect excavation,,,,,1,200000,,,,,,,,,,,,,,,,,,,,,1,?????,????????,????????,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,
7543,????????,,,,,,906018,,,,,,,1,,100,????,0.5,50,,0,"??????????,??????",120,???????,Not change,40,???????????????,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,?????????,,?????????,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,
1520,????????,,,Apis sp.,????,,609022,????????,,????????,????????,1,0,0,0,5,????,10,50,35000,1750000,?????,90,???????,Decrease,80,"??????,???????",too much excavation,,,,,,,,,,,,,,,,,,,1,1750000,,,,,,,1,?????????,?????????,?????????,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
6605,???????????,,,Oroxylum indicum,,,704077,,,,,0,0,0,1,10,????,5,50,0,0,"?????????, ???",20,????,Decrease,30,????????????????,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,?????????,,?????????,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,
158,???????,,,,,,608013,???????,,???????,???????,0,0,1,0,50,????,1,50,,0,??????,30,????????,Not change,0,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,1,"?????????,???????",??????,??????,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,2,
2980,??????,,,Livistona saribus,??????????,,609064,??????,Livistona saribus,??????,??????,0,0,1,0,5,????,10,50,,0,?????????,120,???????,Decrease,50,???????????????????,environment change,,,,,1,0,,,,,,,,,,,,,,,,,,,,,1,??????,??????,??????,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
1363,????????,nam pheung,,Apis sp.,?????,????????,609019,????????,Apis mellifera,????????,????????,1,0,1,1,5,????,10,50,30000,1500000,"??????????, ??????????",60,????????,Not change,0,????????????????,,,,,,,,,,,,,,,,,,,,1,1500000,,,,,,,1,????????,????????,????????,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,
4532,???????,,,Panax sp.,,,906002,???????,Panax sp.,???????,???????,1,0,0,0,10,????,5,50,2000,100000,?????,90,???????,Decrease,90,???????,sale a lot,,,,,,,,,,,,,,,,,1,140000,,,,,,,,,1,??????,??????,??????,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,
7509,?????????????,,,,,,906018,,,,,1,,,,10,????,5,50,20000,1000000,?????????????????,30,???????,Not change,50,?????????????????,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,?????????,,?????????,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,
6591,??????????,not sure bamboo,,,,,704077,,,,,0,0,1,0,10,????,5,50,0,0,?????????,20,????,Increase,10,????????????????,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,????????,,????????,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,
2967,???????,,,Worm of Spondias cytherea,????????,???,609064,???????,Worm of Bamboo,???????,???????,1,0,1,0,10,????,5,50,,0,???????,60,???????,Decrease,50,"?????????, ????????????",,,,,,,,,,,,,,,,,,,,1,0,,,,,,,1,??????,??????,??????,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
4245,????????,,,Apis cerana,???????,,609098,????????,Apis sp.,????????,????????,1,1,1,0,10,????,5,50,20000,0,??????,5,????????,Not change,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,??????,??????,??????,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,
6589,???????????,bamboo,,Schizostachyum blumei,,,704077,,,,,0,0,1,0,10,????,5,50,0,0,???????,40,????,Increase,20,????????????????,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,????????,,????????,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,
2900,???????,,,Pachypone nitida,,,609061,???????,,???????,???????,0,1,0,1,10,????,5,50,,0,??????,35,???????,Decrease,80,?????????? ????????????????,use too much,,,,,,,,,,,1,0,,,,,,,,,,,,,,,1,???????,???????,???????,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,
6590,?????????,bamboo,,Gigantochloa albociliata,,,704077,,,,,0,0,1,0,10,????,5,50,0,0,???????,40,????,Decrease,10,????????????????,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,????????,,????????,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,
4296,???????,taw,,wasp genus/species unknown,????,????????????,609099,???????,,???????,???????,0,0,1,0,10,????,5,50,,0,??????,60,???????,Decrease,70,"????????, ????????????",too much excavation,,,,,,,,,,,,,,,,,,,1,0,,,,,,,1,??????,??????,??????,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2953,??????????,,,Tinospora crispa,????????????,,609064,??????????,Tinospora crispa (L.) Hook. F. & Arnott,??????????,??????????,0,0,1,1,10,????,5,50,,0,???????,60,????????,Not change,0,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,1,??????,??????,??????,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
4282,??????,,,Bauhinia variegata,????????,?????????,609099,??????,Bauhinia variegata L.,??????,??????,0,0,1,0,25,????,2,50,,0,????,60,????????,Not change,0,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,1,??????,??????,??????,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
1538,????????????,,,Dendrobium sp.,,,609023,????????????,,????????????,????????????,1,0,0,0,10,????,5,50,5000,250000,????????,180,???????,Decrease,80,"??????????,???????????",incorrect excavation,,,,,,,,,,,,,,,,,,,,,1,250000,,,,,1,??????,??????,??????,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,
4016,????????,,,,,,609094,????????,,????????,????????,0,0,1,0,10,????,5,50,,0,?????????,30,????????,Not change,0,0,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,1,"???, ???","??????, ??????","??????, ??????",,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,2,
4228,?????????,,??????,Dendrocalamus membranaceus,??????????,,609098,??????,Dendrocalamus membranaceus Munro,??????,?????????,0,0,1,0,10,????,5,50,,0,"???????, ?????????",60,?????????,Increase,20,??????????????????,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,??????,??????,??????,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
9415,??????????,,,,,,605053,,,,,1,,,,10,,5,50,70000,3500000,?????????,180,???????,,80,"????????????????,?????????????????.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,??????,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14-Dec-15
9966,?????,,,,,,703087,,,,,1,,,,10,kg,5,50,10000,500000,????????,30,????,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,????????,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14-Dec-15
1446,????????????,bamboo,,Bambusa arundiana,,,609021,?????????,Bambusa arundiana var. spinosa Rez,?????????,????????????,0,0,1,0,10,????,5,50,,0,"?????,???????",35,???????,Decrease,50,?????????????????,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,1,??????????,??????????,??????????,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,
9406,???????,,,,,,605053,,,,,,,1,,50,,1,50,,0,???????,10,?????,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,??????,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14-Dec-15
1453,??????,,,Erythropalum scandens,,,609021,??????,,??????,??????,0,0,1,0,10,????,5,50,,0,??????,60,???????,Decrease,10,???????????,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,1,??????????????,??????????????,??????????????,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,2,
1506,?????????,,,Dendrocalamus hamiltonii,????????,,609022,??????,Dendrocalamus hamiltonii Nees & Arn. Ex Munro,??????,?????????,1,1,1,0,10,????,5,50,5000,250000,"??????????,????",120,???????,Decrease,50,??????????????,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,1,?????????????,?????????????,?????????????,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,2,
2938,???????,,"??????????, ??????????",Melientha suavis,???????????,,609061,???????,Melientha suavis Pierre ssp. suavis,???????,???????,0,0,1,0,50,????,1,50,,0,????????????,45,???????,Decrease,50,"?????????????, ????????",Clearance,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,"???, ???","??????, ??????","??????, ??????",,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,2,
2993,???????,,,Termitomyces sp.,????????,,609064,???????,Termitomyces schimperi,???????,???????,1,0,1,0,10,????,10,50,30000,1000000,?????????,30,???????,Decrease,50,???????????????????,environment change,,,,,,,,,,,,,,,,,,,,,,,1,1000000,,,1,????????,????????,?????????,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,
2999,??????????,,,Boehmeria sp,????,???,609064,??????????,Boehmeria malabarica Webb.,??????????,??????????,1,0,1,1,5,????,10,50,15000,750000,????????,10,????????,Not change,0,,,,,,,1,750000,,,,,,,,,,,,,,,,,,,,,1,??????,??????,??????,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
6566,???????????,,,Oroxylum indicum (L.) Kurz,,,704076,,,,,0,0,1,0,5,????,10,50,5000,250000,????????????,10,??????,Not change,30,??????????????-???????,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,????????,,????????,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,
7506,????????,,,,,,906018,,,,,1,,,,99,????,0.5,49.5,25000,1237500,?????????????????,60,????,Decrease,80,"?????????????????????????,???????????????????????????????????",,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,???????,,???????,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,
552,????,,,Calamus sp.,??????,,608061,????,Calamus sp.,????,????,0,0,1,0,49,????,1,49,,0,???????,,?????????,Increase,30,???????????????????????????,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,1,??????????,??????????,??????????,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,
549,?????????,,,Hydrolea zeylanica,,??????,608061,?????????,Hydrolea zeylanica Vahl.,?????????,?????????,0,0,1,0,49,????,1,49,,0,???????,,?????????,Increase,30,???????????????????????????,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,1,??????????,??????????,??????????,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,
9333,???????,,,Schizophyllum commune Fr.,?????,???????,608061,,,,,0,0,1,0,49,????,1,49,,0,"?????????,?????????",,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,?????????,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
9331,???????,,,Lentinus squarrosulus Mont.,??????,,608061,,,,,0,0,1,0,49,????,1,49,,0,??????????,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,?????????,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,
8223,??????????????????,,,Anoectochilus lylei Rolfe ex Downie,,,904039,,,,,1,,,,49,kg,1,49,150000,7350000,"??????????,??,?????????",20,????,,95,????????????,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,?????????,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,2,
547,???????,,,Rattan sps,???????????,,608061,???????,Rattan sps,???????,???????,0,0,1,0,49,????,1,49,,0,???????,,???????,Decrease,10,"?????????????,?????????????????",,1,0,,,,,,,,,,,,,,,,,,,,,,,,,1,????????,????????,????????,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,
4461,????????,,,Curcuma sp.,???????,??????????,906002,????????,Curcuma sp.,????????,????????,0,0,1,0,122,????,0.4,48.8,,0,"??????,??????",30,????????,Not change,0,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,1,??????,??????,??????,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,
2154,????,,,Calamus sp.,??????,,609042,????,Calamus sp.,????,????,1,0,0,0,8,????,6,48,5000,240000,????????,60,????????,Not change,0,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,1,?????,?????,????????,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,
2046,?????????,,,Spilanthes acmella,??????????,,609040,??????,Momordica charantia L.,??????,??????,0,0,1,0,48,????,1,48,0,0,???????,20,????????,Not change,0,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,1,??????,??????,??????,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2057,???????,,,Clavaria sp.,?????????,,609040,???????,Clavaria sp.,???????,???????,0,0,1,0,48,????,1,48,0,0,??????,20,????????,Not change,0,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,1,??????????,??????????,??????????,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,
2050,??????????,duk deua,,Amorphophallus kerrii,??????,?????????,609040,???????,Amorphophallus sp.,???????,???????,0,0,1,0,48,????,1,48,0,0,??????????,50,????????,Not change,0,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,1,??????,??????,??????,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2068,???????,,,Pseudoclitocybe cyathiformis,??????,,609040,???????,,???????,???????,0,0,1,0,48,????,1,48,0,0,??????,20,????????,Not change,0,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,1,??????????,??????????,??????????,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,
4133,??????,,,Protium serratum,,,609097,??????,Protium serratum,??????,??????,0,0,1,0,48,????,1,48,0,0,?????,10,????????,Not change,0,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,1,????????,????????,????????,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,
2069,????????,,,Schizophyllum commune,?????,,609040,???????,Schizophyllum commune Fr. (NTFPL),???????,???????,0,0,1,0,48,????,1,48,0,0,??????,5,????????,Not change,0,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,1,?????????,????????,?????????,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,
2073,???????,,,Lactarius rubidus,,,609040,???????,,???????,???????,0,0,1,0,48,????,1,48,0,0,????????,20,????????,Not change,0,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,1,??????,??????,??????,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,
2075,?????????,,,Auricularia polytricha,????????,,609040,?????????,Auricularis polytricha (Montagne),?????????,?????????,0,0,1,0,48,????,1,48,0,0,??????,20,????????,Not change,0,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,1,?????????,????????,?????????,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,
1570,??????,,,Centella asiatica,????????????,??????,609023,??????,Centella asiatica (L.) Urban,??????,??????,0,0,1,0,48,????,1,48,,0,???????????,30,????????,Not change,0,???????????????,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,?????????,?????????,?????????,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,
4140,??????????,,,Phyllanthus emblica,??????????,,609097,??????????,Phyllanthus emblica L.,??????????,??????????,0,0,1,0,48,????,1,48,0,0,???????,60,????????,Not change,0,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,1,??????????????????,????????,?????????,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,
4149,??????,,,Livistona saribus,??????????,,609097,??????,Livistona saribus,??????,??????,0,0,1,0,48,????,1,48,0,0,???????,180,???????,Decrease,50,?????????????????????? ?????????????,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,1,"??????, ??????","??????, ??????","??????, ??????",,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
1558,???????,,,Russula sp.,?????????,,609023,???????,Russula sp.,???????,???????,0,0,1,0,48,????,1,48,,0,??????,30,????????,Not change,0,???????????????,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,??????????????,??????????????,?????????,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,
1556,???????????,,,Termitomyces microcarpus,,,609023,???????????,Termitomyces microcarpus,???????????,???????????,0,0,1,0,48,????,1,48,,0,????????????????,30,????????,Not change,0,???????????????,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,????????,????????,?????????,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,
9192,??????????,,,,,,207026,,,,,,,1,,48,kg,1,48,,0,??????,30,??????,,60,"???????????????????????????,????????????",,,,,,,,,,,,,,,,,,,,,,,,,,,,0,??????-????????,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2084,???????????,,,Cantharellus sp.,????????,,609040,???????????,Cantharellus sp.,???????????,???????????,1,0,1,0,48,????,1,48,5000,240000,????????,40,????????,Not change,0,,,,,,,,,,,,,,,,,,,,,,,,,1,240000,,,1,??????,??????,??????,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,
1553,?????????,,,Auricularia sp.,????????,,609023,?????????,Auricularis sp.,?????????,?????????,0,0,1,0,48,????,1,48,,0,"???????, ???????????",30,???????,Decrease,80,"???????????,????????????",no old timber log,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,??????????????,??????????????,?????????,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,
8947,??????,,,,,,902073,,,,,,,1,,48,kg,1,48,,0,???????,30,??????,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,"????????,??????",,,,,1,,,,,,,1,,,,,,,,,1,,1,,,,,,,,,,4,
4179,???????,,,Xanthoxylum lanceatum,,,609097,??????,,,??????,0,0,1,0,48,????,1,48,0,0,?????????,10,????????,Not change,0,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,1,????????,????????,????????,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,
2079,????????,,,Averrhoa bilimbi,??????????,,609040,????????,Averrhoa bilimbi L.,????????,????????,0,0,1,0,48,????,1,48,0,0,???????,10,????????,Not change,0,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,1,???????,???????,???????,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,
6104,??????????,,?????????,Dendrobium chryseum,????????,,612998,,,,,1,0,0,1,12,????,4,48,20000,960000,"???????,??????????",120,???????,Decrease,80,?????????????????????????????????????,sale a lot,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,??????,,??????,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2038,??????,,,Protium serratum,,,609040,??????,Protium serratum,??????,??????,0,0,1,0,48,????,1,48,0,0,??????,5,????????,Not change,0,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,1,????????,????????,????????,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,
9202,?????????,,,Capparis acutifolia Sweet,,,207026,,,,,1,,1,,48,kg,1,48,10000,480000,"?????????,???????,?????",30,????,,10,????????????????????????????????????????,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,??????,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2014,???,,,Arenga westerhoutii,??????????,??????,609040,??????,Arenga westerhoutii Griff.,??????,??????,0,0,1,0,48,????,1,48,0,0,"???????,??????",60,????????,Not change,0,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,1,??????,??????,??????,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2018,?????????????,,"?????????????, ????????????, ????????????)",Oroxylum indicum,?????????,,609040,?????????????,Solanum trilobatum L.,"??????????, ????????",?????????????,0,0,1,0,48,????,1,48,0,0,??????,10,????????,Not change,0,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,1,"??????,???????","??????????, ???????","??????, ???????",,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,
