Vil_Code,Scientific_Name_Cleaned,Scientific_Genus_GB,sell,use,food,medicine,Qty_p_HH,Qty,Forest,Riparian,bamboo,bush_fallow,upland_field,others,PCODE,Pname,DCODE,Dname,KCODE,Kname,Vil_Name
609069,Apis cerana,Bees,0,0,1,0,0,0,1,0,0,0,0,0,6,Louangphabang,609,Chomphet,60903,Longnamlum,B. Nakhaeng
609069,Russula sanguinaria,Mushroom/Funghi,0,0,1,0,5,270,1,0,0,0,0,0,6,Louangphabang,609,Chomphet,60903,Longnamlum,B. Nakhaeng
609069,Ficus semicordata,Tree/Shrub,0,0,1,0,0,0,1,0,0,0,0,0,6,Louangphabang,609,Chomphet,60903,Longnamlum,B. Nakhaeng
609069,Schizophyllum commune,Mushroom/Funghi,0,0,1,0,3,162,0,0,0,1,0,0,6,Louangphabang,609,Chomphet,60903,Longnamlum,B. Nakhaeng
609069,Baccaurea ramiflora,Tree/Shrub,0,0,1,0,0,0,1,0,0,0,0,0,6,Louangphabang,609,Chomphet,60903,Longnamlum,B. Nakhaeng
609069,Artocarpus Lacucha,Trees,0,1,0,0,5,25,0,1,0,1,0,0,6,Louangphabang,609,Chomphet,60903,Longnamlum,B. Nakhaeng
609069,Spilanthes acmella,Herbs,0,0,1,0,0,0,0,0,0,1,0,0,6,Louangphabang,609,Chomphet,60903,Longnamlum,B. Nakhaeng
609069,Cantharellus sp.,Mushroom/Funghi,0,0,1,0,3,162,1,0,0,0,0,0,6,Louangphabang,609,Chomphet,60903,Longnamlum,B. Nakhaeng
609069,Phyllanthus emblica,Tree/Shrub,0,0,1,0,0,0,1,0,0,0,0,0,6,Louangphabang,609,Chomphet,60903,Longnamlum,B. Nakhaeng
609069,Arenga westerhoutii,Palm,0,0,1,0,0,0,1,0,0,0,0,0,6,Louangphabang,609,Chomphet,60903,Longnamlum,B. Nakhaeng
609069,Gigantochloa albociliata,Bamboo,0,0,1,0,50,2700,0,1,0,1,0,0,6,Louangphabang,609,Chomphet,60903,Longnamlum,B. Nakhaeng
609070,Cucurbita moschata,Herbs,0,1,0,0,1,10,1,0,0,0,0,0,6,Louangphabang,609,Chomphet,60903,Longnamlum,B. Houaykhanh
609071,Markhamia stipulata,Trees,0,0,1,0,1,5,1,0,0,0,0,0,6,Louangphabang,609,Chomphet,60903,Longnamlum,B. Nangiew
609071,Schleichera oleosa,Tree/Shrub,0,0,1,0,4,200,0,1,0,0,0,0,6,Louangphabang,609,Chomphet,60903,Longnamlum,B. Nangiew
609071,Amanita sp.,Mushroom/Funghi,1,0,1,0,10,500,1,0,0,0,0,0,6,Louangphabang,609,Chomphet,60903,Longnamlum,B. Nangiew
609071,Termitomyces indicus,Mushroom/Funghi,1,0,1,0,15,750,0,0,0,1,0,0,6,Louangphabang,609,Chomphet,60903,Longnamlum,B. Nangiew
609071,Amalocalyx microlobus,Vines,0,0,1,0,1,50,0,0,0,1,0,0,6,Louangphabang,609,Chomphet,60903,Longnamlum,B. Nangiew
609071,Tinospora sinensis,Vines,0,0,1,1,1,3,1,0,0,1,0,0,6,Louangphabang,609,Chomphet,60903,Longnamlum,B. Nangiew
609071,Musa acuminata,Herbs,0,0,1,0,5,250,0,1,0,0,0,0,6,Louangphabang,609,Chomphet,60903,Longnamlum,B. Nangiew
609071,Cantharellus sp.,Mushroom/Funghi,1,0,1,0,4,200,0,1,0,0,0,0,6,Louangphabang,609,Chomphet,60903,Longnamlum,B. Nangiew
609071,Melientha suavis,Trees,0,0,1,0,20,1000,1,0,0,0,0,0,6,Louangphabang,609,Chomphet,60903,Longnamlum,B. Nangiew
609071,Entada sp.,Shrubs,1,0,1,1,20,100,1,0,0,0,0,0,6,Louangphabang,609,Chomphet,60903,Longnamlum,B. Nangiew
609071,Dendrobium sp.,Orchids,1,0,0,0,20,1000,1,0,0,0,0,0,6,Louangphabang,609,Chomphet,60903,Longnamlum,B. Nangiew
609071,Vanda pumila,Herbs,1,0,0,0,20,300,1,0,0,0,0,0,6,Louangphabang,609,Chomphet,60903,Longnamlum,B. Nangiew
609071,Momordica cochinchinensis,Herbs,0,0,1,0,2,30,1,0,0,0,0,0,6,Louangphabang,609,Chomphet,60903,Longnamlum,B. Nangiew
609071,Bauhinia variegata,Orchids,0,0,1,0,2,60,0,1,0,0,0,0,6,Louangphabang,609,Chomphet,60903,Longnamlum,B. Nangiew
609071,Piper interitum,Vines,0,0,1,0,2,100,1,0,0,0,0,0,6,Louangphabang,609,Chomphet,60903,Longnamlum,B. Nangiew
609071,Lentinus squarrosulus,Mushroom/Funghi,0,0,1,0,5,250,0,0,0,1,0,0,6,Louangphabang,609,Chomphet,60903,Longnamlum,B. Nangiew
609071,Peltophorum dasyrachis,Trees,0,0,1,0,1,50,1,0,0,0,0,0,6,Louangphabang,609,Chomphet,60903,Longnamlum,B. Nangiew
609071,Shorea obtusa,Trees,1,0,0,0,10,150,1,0,0,0,0,0,6,Louangphabang,609,Chomphet,60903,Longnamlum,B. Nangiew
609071,Broussonetia papyrifera,Tree/Shrub,1,0,0,0,20,1000,1,0,0,0,0,0,6,Louangphabang,609,Chomphet,60903,Longnamlum,B. Nangiew
609071,Clitocybe odora,Mushroom/Funghi,0,0,1,0,2,8,0,1,0,0,0,0,6,Louangphabang,609,Chomphet,60903,Longnamlum,B. Nangiew
609071,Lentinus polychrous,Mushroom/Funghi,1,0,1,0,20,1000,0,0,0,1,0,0,6,Louangphabang,609,Chomphet,60903,Longnamlum,B. Nangiew
609071,Astraeus hygrometricus,Mushroom/Funghi,1,0,1,0,20,1000,1,0,0,0,0,0,6,Louangphabang,609,Chomphet,60903,Longnamlum,B. Nangiew
609071,Papilionanthe teres,Orchids,1,0,0,0,2,40,1,0,0,0,0,0,6,Louangphabang,609,Chomphet,60903,Longnamlum,B. Nangiew
609071,Pittosporopsis kerrii,Shrubs,0,0,1,0,4,20,1,0,0,0,0,0,6,Louangphabang,609,Chomphet,60903,Longnamlum,B. Nangiew
609071,Baccaurea ramiflora,Tree/Shrub,0,0,1,0,1,30,1,0,0,0,0,0,6,Louangphabang,609,Chomphet,60903,Longnamlum,B. Nangiew
609071,Pseudoclitocybe cyathiformis,Mushroom/Funghi,0,0,1,0,1,50,0,0,1,0,0,0,6,Louangphabang,609,Chomphet,60903,Longnamlum,B. Nangiew
609071,Auricularia polytricha,Mushroom/Funghi,0,0,1,0,5,250,0,0,0,1,0,0,6,Louangphabang,609,Chomphet,60903,Longnamlum,B. Nangiew
609071,Russula sanguinaria,Mushroom/Funghi,0,0,1,0,2,100,1,0,0,0,0,0,6,Louangphabang,609,Chomphet,60903,Longnamlum,B. Nangiew
609071,Shorea thorelii,Trees,0,0,1,0,1,2,1,0,0,0,0,0,6,Louangphabang,609,Chomphet,60903,Longnamlum,B. Nangiew
609071,Amanita citrine,Mushroom/Funghi,1,0,1,0,15,750,1,0,0,0,0,0,6,Louangphabang,609,Chomphet,60903,Longnamlum,B. Nangiew
609071,Protium serratum,Trees,0,0,1,0,1,4,0,1,0,0,0,0,6,Louangphabang,609,Chomphet,60903,Longnamlum,B. Nangiew
609071,Syzygium cumini,Tree/Shrub,0,0,1,0,1,50,0,1,0,0,0,0,6,Louangphabang,609,Chomphet,60903,Longnamlum,B. Nangiew
609071,Schizophyllum commune,Mushroom/Funghi,0,0,1,0,1,50,0,0,0,1,0,0,6,Louangphabang,609,Chomphet,60903,Longnamlum,B. Nangiew
609071,Calamus sp.,Peas,0,0,1,0,3,150,1,0,0,0,0,0,6,Louangphabang,609,Chomphet,60903,Longnamlum,B. Nangiew
609071,Gigantochloa albociliata,Bamboo,0,0,1,0,15,750,0,0,1,0,0,0,6,Louangphabang,609,Chomphet,60903,Longnamlum,B. Nangiew
609071,Oroxylum indicum,Trees,0,0,1,0,2,100,0,0,0,1,0,0,6,Louangphabang,609,Chomphet,60903,Longnamlum,B. Nangiew
609071,Diplazium esculentum,Fern,0,0,1,0,5,250,0,0,0,1,0,0,6,Louangphabang,609,Chomphet,60903,Longnamlum,B. Nangiew
609071,Phyllanthus emblica,Tree/Shrub,0,0,1,1,2,6,1,0,0,0,0,0,6,Louangphabang,609,Chomphet,60903,Longnamlum,B. Nangiew
609071,Oroxylum indicum,Trees,0,0,1,0,1,6,0,0,0,1,0,0,6,Louangphabang,609,Chomphet,60903,Longnamlum,B. Nangiew
609071,Spondias pinnata,Trees,0,0,1,1,2,100,1,0,0,0,0,0,6,Louangphabang,609,Chomphet,60903,Longnamlum,B. Nangiew
609071,Cantharellus sp.,Mushroom/Funghi,0,0,1,0,3,150,0,1,0,0,0,0,6,Louangphabang,609,Chomphet,60903,Longnamlum,B. Nangiew
609071,Dendrobium fimbriatum,Orchids,1,0,0,0,15,750,1,0,0,0,0,0,6,Louangphabang,609,Chomphet,60903,Longnamlum,B. Nangiew
609071,Arenga westerhoutii,Palm,1,1,0,0,500,2000,1,0,0,0,0,0,6,Louangphabang,609,Chomphet,60903,Longnamlum,B. Nangiew
609071,Dendrocalamus hamiltonii,Bamboo,0,0,1,0,10,30,0,1,0,0,0,0,6,Louangphabang,609,Chomphet,60903,Longnamlum,B. Nangiew
609074,Russula sp.,Mushroom/Funghi,0,0,1,0,1,172,1,0,0,0,0,0,6,Louangphabang,609,Chomphet,60908,Xong-tai,B. Xongtai
609074,Auricularia polytricha,Mushroom/Funghi,0,0,1,0,2,344,1,0,0,0,0,0,6,Louangphabang,609,Chomphet,60908,Xong-tai,B. Xongtai
609074,Phyllanthus emblica,Tree/Shrub,0,0,1,1,1,172,1,0,0,0,0,0,6,Louangphabang,609,Chomphet,60908,Xong-tai,B. Xongtai
609074,Tiliacora triandra,Vines,0,0,1,0,1,172,0,0,0,0,0,1,6,Louangphabang,609,Chomphet,60908,Xong-tai,B. Xongtai
609074,Vespa sp.,Hornet,0,0,1,0,5,860,0,0,0,1,0,0,6,Louangphabang,609,Chomphet,60908,Xong-tai,B. Xongtai
609074,Piper interitum,Vines,1,0,1,0,5,50,1,0,0,0,0,0,6,Louangphabang,609,Chomphet,60908,Xong-tai,B. Xongtai
609074,Bombax albidum,Trees,0,0,1,0,1,172,1,0,0,0,0,0,6,Louangphabang,609,Chomphet,60908,Xong-tai,B. Xongtai
609074,Cyclea barbata,Vines,0,0,1,0,0,0,1,0,0,1,0,1,6,Louangphabang,609,Chomphet,60908,Xong-tai,B. Xongtai
609074,Spilanthes acmella,Herbs,0,0,1,0,1,172,1,1,0,0,0,0,6,Louangphabang,609,Chomphet,60908,Xong-tai,B. Xongtai
609074,Dendrobium chryseum,Orchids,1,0,0,0,10,1720,1,0,0,0,0,0,6,Louangphabang,609,Chomphet,60908,Xong-tai,B. Xongtai
609074,Lactarius flavidulus,Mushroom/Funghi,0,0,1,0,1,172,1,0,0,0,0,0,6,Louangphabang,609,Chomphet,60908,Xong-tai,B. Xongtai
609074,Astraeus hygrometricus,Mushroom/Funghi,1,0,1,0,5,860,0,0,0,1,0,0,6,Louangphabang,609,Chomphet,60908,Xong-tai,B. Xongtai
609074,Calamus sp.,Peas,0,0,1,0,1,172,1,0,0,0,0,0,6,Louangphabang,609,Chomphet,60908,Xong-tai,B. Xongtai
609074,Russula densifolia,Mushroom/Funghi,0,0,1,0,1,172,1,0,0,0,0,0,6,Louangphabang,609,Chomphet,60908,Xong-tai,B. Xongtai
609074,Acampe papillosa,Orchids,1,0,0,0,10,1720,1,0,0,0,0,0,6,Louangphabang,609,Chomphet,60908,Xong-tai,B. Xongtai
609074,Vespa sp.,Hornet,0,0,1,0,5,860,1,0,0,0,0,0,6,Louangphabang,609,Chomphet,60908,Xong-tai,B. Xongtai
609074,Melientha suavis,Trees,1,0,1,0,10,1720,1,0,0,0,0,0,6,Louangphabang,609,Chomphet,60908,Xong-tai,B. Xongtai
609074,Apis sp.,Bees,0,0,1,0,10,30,1,0,0,0,0,0,6,Louangphabang,609,Chomphet,60908,Xong-tai,B. Xongtai
609074,Dendrocalamus brandisii,Bamboo,0,0,1,0,30,5160,1,0,0,0,0,0,6,Louangphabang,609,Chomphet,60908,Xong-tai,B. Xongtai
609074,Apis sp.,Bees,0,0,1,0,5,860,0,0,0,1,0,0,6,Louangphabang,609,Chomphet,60908,Xong-tai,B. Xongtai
609074,Baccaurea ramiflora,Tree/Shrub,0,0,1,0,1,172,1,0,0,0,0,0,6,Louangphabang,609,Chomphet,60908,Xong-tai,B. Xongtai
609074,Aglaia odorata,Tree/Shrub,0,0,1,0,1,172,1,0,0,0,0,0,6,Louangphabang,609,Chomphet,60908,Xong-tai,B. Xongtai
609074,Amanita citrine,Mushroom/Funghi,0,0,1,0,5,860,1,0,0,0,0,0,6,Louangphabang,609,Chomphet,60908,Xong-tai,B. Xongtai
609074,Termitomyces indicus,Mushroom/Funghi,1,0,1,0,20,600,1,0,0,0,0,0,6,Louangphabang,609,Chomphet,60908,Xong-tai,B. Xongtai
609074,Lentinus polychrous,Mushroom/Funghi,1,0,1,0,3,516,0,0,0,1,0,0,6,Louangphabang,609,Chomphet,60908,Xong-tai,B. Xongtai
609074,Nephelium hypoleucum,Trees,0,0,1,0,5,860,1,0,0,0,0,0,6,Louangphabang,609,Chomphet,60908,Xong-tai,B. Xongtai
609074,Vespa sp.,Hornet,0,0,1,0,5,860,1,0,0,0,0,0,6,Louangphabang,609,Chomphet,60908,Xong-tai,B. Xongtai
609074,Diplazium esculentum,Fern,0,0,1,0,1,172,1,1,0,0,0,0,6,Louangphabang,609,Chomphet,60908,Xong-tai,B. Xongtai
609074,Shorea obtusa,Trees,1,1,0,0,200,8000,1,0,0,0,0,0,6,Louangphabang,609,Chomphet,60908,Xong-tai,B. Xongtai
609074,Cantharellus sp.,Mushroom/Funghi,1,0,1,0,5,860,1,0,0,0,0,0,6,Louangphabang,609,Chomphet,60908,Xong-tai,B. Xongtai
609074,Indigofera tinctoria,Shrubs,0,0,1,0,2,344,1,0,0,0,0,0,6,Louangphabang,609,Chomphet,60908,Xong-tai,B. Xongtai
609074,Tinospora sinensis,Vines,0,0,1,1,1,50,1,0,0,0,0,0,6,Louangphabang,609,Chomphet,60908,Xong-tai,B. Xongtai
609074,Vespa sp.,Hornet,0,0,1,0,5,860,0,0,0,0,0,1,6,Louangphabang,609,Chomphet,60908,Xong-tai,B. Xongtai
609074,Dendrobium sp.,Orchids,1,0,0,0,10,1720,1,0,0,0,0,0,6,Louangphabang,609,Chomphet,60908,Xong-tai,B. Xongtai
609074,Vespa sp.,Hornet,0,0,1,0,5,860,0,0,0,0,0,1,6,Louangphabang,609,Chomphet,60908,Xong-tai,B. Xongtai
609074,Dendrocalamus sciens,Bamboo,0,0,1,0,50,8600,0,1,0,1,0,0,6,Louangphabang,609,Chomphet,60908,Xong-tai,B. Xongtai
609074,NA,,0,0,1,0,1,172,0,0,0,1,0,0,6,Louangphabang,609,Chomphet,60908,Xong-tai,B. Xongtai
609074,Piper sarmentosum,Vines,0,0,1,0,0,0,1,0,0,0,0,0,6,Louangphabang,609,Chomphet,60908,Xong-tai,B. Xongtai
609074,Gigantochloa albociliata,Bamboo,0,0,1,0,5,860,0,1,0,1,0,0,6,Louangphabang,609,Chomphet,60908,Xong-tai,B. Xongtai
609074,Bauhinia variegata,Orchids,0,0,1,0,2,344,1,0,0,0,0,0,6,Louangphabang,609,Chomphet,60908,Xong-tai,B. Xongtai
609074,Vespa sp.,Hornet,0,0,1,0,5,860,0,0,0,0,0,1,6,Louangphabang,609,Chomphet,60908,Xong-tai,B. Xongtai
609074,Arenga westerhoutii,Palm,0,0,1,0,5,100,1,0,0,0,0,0,6,Louangphabang,609,Chomphet,60908,Xong-tai,B. Xongtai
609074,Lentinus squarrosulus,Mushroom/Funghi,0,0,1,0,2,344,1,0,0,0,0,0,6,Louangphabang,609,Chomphet,60908,Xong-tai,B. Xongtai
609074,Apis andreniformis,Bees,0,0,1,0,5,860,0,0,0,1,0,0,6,Louangphabang,609,Chomphet,60908,Xong-tai,B. Xongtai
609074,Caesalpinia mimosoides,Tree/Shrub,0,0,1,0,1,172,0,0,0,1,0,0,6,Louangphabang,609,Chomphet,60908,Xong-tai,B. Xongtai
609074,Mangifera sp.,Trees,0,0,1,0,1,172,0,0,0,1,0,0,6,Louangphabang,609,Chomphet,60908,Xong-tai,B. Xongtai
609074,Spondias pinnata,Trees,0,0,1,0,1,172,1,0,0,1,0,0,6,Louangphabang,609,Chomphet,60908,Xong-tai,B. Xongtai
609074,Schizophyllum commune,Mushroom/Funghi,0,0,1,0,1,172,1,0,0,0,0,0,6,Louangphabang,609,Chomphet,60908,Xong-tai,B. Xongtai
609074,Worm of spondias cytherea,Worms,0,0,1,0,2,20,1,0,0,0,0,0,6,Louangphabang,609,Chomphet,60908,Xong-tai,B. Xongtai
609074,Arenga westerhoutii,Palm,0,0,1,0,3,516,1,0,0,0,0,0,6,Louangphabang,609,Chomphet,60908,Xong-tai,B. Xongtai
609074,Cantharellus sp.,Mushroom/Funghi,1,0,1,0,5,860,1,0,0,0,0,0,6,Louangphabang,609,Chomphet,60908,Xong-tai,B. Xongtai
609074,Oroxylum indicum,Trees,0,0,1,0,1,172,0,0,0,1,0,0,6,Louangphabang,609,Chomphet,60908,Xong-tai,B. Xongtai
609074,Russula ernetic,Mushroom/Funghi,0,0,1,0,1,172,1,0,0,0,0,0,6,Louangphabang,609,Chomphet,60908,Xong-tai,B. Xongtai
609074,Momordica charantia,Herbs,0,0,1,0,1,172,1,0,0,0,0,1,6,Louangphabang,609,Chomphet,60908,Xong-tai,B. Xongtai
609074,Castanopsis sp.,Trees,0,0,1,0,1,172,1,0,0,0,0,0,6,Louangphabang,609,Chomphet,60908,Xong-tai,B. Xongtai
609074,Centella asiatica,Herbs,0,0,1,0,1,172,1,1,0,0,0,1,6,Louangphabang,609,Chomphet,60908,Xong-tai,B. Xongtai
609074,Coccinia grandis,Herbs,0,0,1,0,1,172,1,0,0,0,0,0,6,Louangphabang,609,Chomphet,60908,Xong-tai,B. Xongtai
609074,Acacia pennata,Vines,0,0,0,0,1,172,1,0,0,0,0,0,6,Louangphabang,609,Chomphet,60908,Xong-tai,B. Xongtai
609074,Markhamia stipulata,Trees,0,0,1,0,1,172,0,0,0,1,0,0,6,Louangphabang,609,Chomphet,60908,Xong-tai,B. Xongtai
609074,Apis sp.,Bees,0,0,1,0,5,860,0,0,0,1,0,0,6,Louangphabang,609,Chomphet,60908,Xong-tai,B. Xongtai
609074,Ramaria cyanocephala,Mushroom/Funghi,0,0,1,0,1,172,1,0,0,0,0,0,6,Louangphabang,609,Chomphet,60908,Xong-tai,B. Xongtai
609074,Vanda pumila,Herbs,1,0,0,0,10,1720,1,0,0,0,0,0,6,Louangphabang,609,Chomphet,60908,Xong-tai,B. Xongtai
609074,Dendrobium fimbriatum,Orchids,1,0,0,0,10,1720,1,0,0,0,0,0,6,Louangphabang,609,Chomphet,60908,Xong-tai,B. Xongtai
609074,Gmelina arborea,Tree/Shrub,0,0,1,0,1,172,0,0,0,1,0,0,6,Louangphabang,609,Chomphet,60908,Xong-tai,B. Xongtai
609074,Nasturtium indicum,Herbs,0,0,1,0,1,172,1,0,0,0,0,0,6,Louangphabang,609,Chomphet,60908,Xong-tai,B. Xongtai
609074,Schleichera oleosa,Tree/Shrub,0,0,1,0,5,860,1,0,0,0,0,0,6,Louangphabang,609,Chomphet,60908,Xong-tai,B. Xongtai
609074,Protium serratum,Trees,0,0,1,0,1,172,1,0,0,0,0,0,6,Louangphabang,609,Chomphet,60908,Xong-tai,B. Xongtai
609074,Pittosporopsis kerrii,Shrubs,0,0,1,0,1,5,1,0,0,0,0,0,6,Louangphabang,609,Chomphet,60908,Xong-tai,B. Xongtai
609074,Terminalia chebula,Trees,0,0,1,1,1,172,1,0,0,0,0,0,6,Louangphabang,609,Chomphet,60908,Xong-tai,B. Xongtai
609074,Momordica cochinchinensis,Herbs,0,0,1,0,1,172,0,0,0,1,0,0,6,Louangphabang,609,Chomphet,60908,Xong-tai,B. Xongtai
609075,Shorea obtusa,Trees,1,1,0,0,150,6000,1,0,0,0,0,0,6,Louangphabang,609,Chomphet,60908,Xong-tai,B. Houaytao
609075,Mangifera indica,Trees,0,0,1,0,3,132,0,0,0,1,0,0,6,Louangphabang,609,Chomphet,60908,Xong-tai,B. Houaytao
609075,Castanopsis sp.,Trees,1,0,1,0,1,44,1,0,0,0,0,0,6,Louangphabang,609,Chomphet,60908,Xong-tai,B. Houaytao
609075,Dendrobium primulinum,Orchids,0,0,1,0,0,0,1,0,0,1,0,0,6,Louangphabang,609,Chomphet,60908,Xong-tai,B. Houaytao
609075,Musa acuminata,Herbs,0,0,1,0,0,0,1,1,0,0,0,0,6,Louangphabang,609,Chomphet,60908,Xong-tai,B. Houaytao
609075,Ficus semicordata,Tree/Shrub,0,0,1,0,0,0,1,0,0,0,0,0,6,Louangphabang,609,Chomphet,60908,Xong-tai,B. Houaytao
609075,Clitocybe odora,Mushroom/Funghi,0,1,1,0,0,0,0,0,0,0,0,1,6,Louangphabang,609,Chomphet,60908,Xong-tai,B. Houaytao
609075,Phyllanthus emblica,Tree/Shrub,0,0,1,0,0,0,1,0,0,1,0,0,6,Louangphabang,609,Chomphet,60908,Xong-tai,B. Houaytao
609075,Lentinus squarrosulus,Mushroom/Funghi,0,0,1,0,0,0,0,0,0,1,0,0,6,Louangphabang,609,Chomphet,60908,Xong-tai,B. Houaytao
609075,Oroxylum indicum,Trees,0,0,1,0,0,0,1,0,0,1,0,0,6,Louangphabang,609,Chomphet,60908,Xong-tai,B. Houaytao
609075,Acacia pennata,Vines,0,0,1,0,0,0,1,0,0,0,0,0,6,Louangphabang,609,Chomphet,60908,Xong-tai,B. Houaytao
609075,Broussonetia papyrifera,Tree/Shrub,0,1,0,0,100,1000,0,0,0,1,0,0,6,Louangphabang,609,Chomphet,60908,Xong-tai,B. Houaytao
609075,Flacourtia indicum,Tree/Shrub,0,0,1,0,0,0,1,0,0,1,0,0,6,Louangphabang,609,Chomphet,60908,Xong-tai,B. Houaytao
609075,Lycopodium cernuum,Herbs,0,0,1,0,0,0,0,0,0,0,0,1,6,Louangphabang,609,Chomphet,60908,Xong-tai,B. Houaytao
609075,Cantharellus sp.,Mushroom/Funghi,0,0,1,0,0,0,1,0,0,0,0,0,6,Louangphabang,609,Chomphet,60908,Xong-tai,B. Houaytao
609075,Nephelium hypoleucum,Trees,0,0,1,0,2,88,1,0,0,0,0,0,6,Louangphabang,609,Chomphet,60908,Xong-tai,B. Houaytao
609075,Russula ernetic,Mushroom/Funghi,0,0,1,0,0,0,1,0,0,1,0,0,6,Louangphabang,609,Chomphet,60908,Xong-tai,B. Houaytao
609075,Baccaurea ramiflora,Tree/Shrub,0,1,1,0,2,88,0,0,0,1,0,0,6,Louangphabang,609,Chomphet,60908,Xong-tai,B. Houaytao
609075,Boletus colossus,Mushroom/Funghi,0,0,1,0,0,0,1,0,0,1,0,0,6,Louangphabang,609,Chomphet,60908,Xong-tai,B. Houaytao
609075,Dendrocalamus hamiltonii,Bamboo,0,0,1,0,0,0,1,0,0,0,0,0,6,Louangphabang,609,Chomphet,60908,Xong-tai,B. Houaytao
609075,Shorea thorelii,Trees,0,0,1,0,0,0,1,0,0,0,0,0,6,Louangphabang,609,Chomphet,60908,Xong-tai,B. Houaytao
609075,Spondias pinnata,Trees,0,0,1,0,2,88,0,1,0,0,0,0,6,Louangphabang,609,Chomphet,60908,Xong-tai,B. Houaytao
609075,Dendrobium sp.,Orchids,0,0,1,0,0,0,1,0,0,1,0,0,6,Louangphabang,609,Chomphet,60908,Xong-tai,B. Houaytao
609075,Auricularia polytricha,Mushroom/Funghi,0,0,1,0,0,0,0,0,0,0,0,1,6,Louangphabang,609,Chomphet,60908,Xong-tai,B. Houaytao
609075,Termitomyces microcarpus,Mushroom/Funghi,0,0,1,0,0,0,1,0,0,1,0,0,6,Louangphabang,609,Chomphet,60908,Xong-tai,B. Houaytao
609075,Alpinia galanga,Legume,0,0,1,0,0,0,0,0,0,1,0,0,6,Louangphabang,609,Chomphet,60908,Xong-tai,B. Houaytao
609075,Daemonorops jenkinsiana,Rattan,0,0,1,0,0,0,0,0,0,1,0,0,6,Louangphabang,609,Chomphet,60908,Xong-tai,B. Houaytao
609075,Amanita citrine,Mushroom/Funghi,0,0,1,0,0,0,1,0,0,0,0,0,6,Louangphabang,609,Chomphet,60908,Xong-tai,B. Houaytao
609075,Stemona cochinchinensis,Vines,0,0,1,0,0,0,1,0,0,0,0,0,6,Louangphabang,609,Chomphet,60908,Xong-tai,B. Houaytao
609075,Schizostachyum blumei,Bamboo,0,0,1,0,0,0,1,0,0,1,0,0,6,Louangphabang,609,Chomphet,60908,Xong-tai,B. Houaytao
609075,Vanda pumila,Herbs,0,0,1,0,0,0,1,0,0,1,0,0,6,Louangphabang,609,Chomphet,60908,Xong-tai,B. Houaytao
609075,Protium serratum,Trees,0,0,1,0,2,88,1,0,0,0,0,0,6,Louangphabang,609,Chomphet,60908,Xong-tai,B. Houaytao
609075,NA,,0,0,1,0,0,0,0,0,0,0,0,1,6,Louangphabang,609,Chomphet,60908,Xong-tai,B. Houaytao
609075,Astraeus hygrometricus,Mushroom/Funghi,0,0,1,0,50,2200,1,0,0,0,0,0,6,Louangphabang,609,Chomphet,60908,Xong-tai,B. Houaytao
609075,Melientha suavis,Trees,0,0,1,0,0,0,1,0,0,0,0,0,6,Louangphabang,609,Chomphet,60908,Xong-tai,B. Houaytao
609075,Spondias lakhonensis,Trees,0,0,1,0,1,44,0,0,0,1,0,0,6,Louangphabang,609,Chomphet,60908,Xong-tai,B. Houaytao
609075,Alpinia roxburghii,Legume,0,0,1,0,0,0,0,0,0,1,0,0,6,Louangphabang,609,Chomphet,60908,Xong-tai,B. Houaytao
609075,Thysanolaena latifolia,Grass,0,0,1,0,0,0,0,0,0,1,0,0,6,Louangphabang,609,Chomphet,60908,Xong-tai,B. Houaytao
609075,Dendrocalamus brandisii,Bamboo,0,0,1,0,0,0,1,0,0,0,0,0,6,Louangphabang,609,Chomphet,60908,Xong-tai,B. Houaytao
609075,Arenga westerhoutii,Palm,1,1,1,0,20,200,1,0,0,0,0,0,6,Louangphabang,609,Chomphet,60908,Xong-tai,B. Houaytao
609075,Cantharellus sp.,Mushroom/Funghi,0,0,1,0,5,220,1,0,0,0,0,0,6,Louangphabang,609,Chomphet,60908,Xong-tai,B. Houaytao
609075,Papilionanthe teres,Orchids,0,1,1,0,0,0,0,0,0,1,0,0,6,Louangphabang,609,Chomphet,60908,Xong-tai,B. Houaytao
609075,Amomum villosum,Cardamom,1,1,1,0,2,88,1,0,0,0,0,0,6,Louangphabang,609,Chomphet,60908,Xong-tai,B. Houaytao
609075,Gigantochloa albociliata,Bamboo,0,0,1,0,0,0,1,0,0,0,0,0,6,Louangphabang,609,Chomphet,60908,Xong-tai,B. Houaytao
609075,NA,,0,0,1,0,0,0,0,0,0,1,0,0,6,Louangphabang,609,Chomphet,60908,Xong-tai,B. Houaytao
609075,Russula sanguinaria,Mushroom/Funghi,0,0,1,0,50,2200,1,0,0,1,0,0,6,Louangphabang,609,Chomphet,60908,Xong-tai,B. Houaytao
609075,Erianthus arundinaceus,Grass,0,0,1,0,0,0,0,0,0,1,0,0,6,Louangphabang,609,Chomphet,60908,Xong-tai,B. Houaytao
609075,Lentinus polychrous,Mushroom/Funghi,0,0,1,0,0,0,0,0,0,1,0,0,6,Louangphabang,609,Chomphet,60908,Xong-tai,B. Houaytao
609075,Spilanthes acmella,Herbs,0,0,1,0,0,0,0,1,0,0,0,0,6,Louangphabang,609,Chomphet,60908,Xong-tai,B. Houaytao
609075,Schizophyllum commune,Mushroom/Funghi,0,1,1,0,0,0,0,0,0,0,0,1,6,Louangphabang,609,Chomphet,60908,Xong-tai,B. Houaytao
