Vil_Code,Scientific_Name_Cleaned,Scientific_Genus_GB,sell,use,food,medicine,Qty_p_HH,Qty,Forest,Riparian,bamboo,bush_fallow,upland_field,others,PCODE,Pname,DCODE,Dname,KCODE,Kname,Vil_Name
609010,Sterculia lanceolata,Tree/Shrub,1,0,0,1,10,300,0,1,0,0,0,0,6,Louangphabang,609,Chomphet,60902,Longnamlung,B. Na ang
609010,Vespa sp.,Hornet,1,0,1,0,3,30,1,0,0,0,0,0,6,Louangphabang,609,Chomphet,60902,Longnamlung,B. Na ang
609010,Dendrobium chrysotoxum,Orchids,1,0,0,0,10,930,1,0,0,0,0,0,6,Louangphabang,609,Chomphet,60902,Longnamlung,B. Na ang
609010,Vespa sp.,Hornet,1,0,1,0,3,30,1,0,0,0,0,0,6,Louangphabang,609,Chomphet,60902,Longnamlung,B. Na ang
609010,Vespa sp.,Hornet,1,0,1,0,3,30,1,0,0,0,0,0,6,Louangphabang,609,Chomphet,60902,Longnamlung,B. Na ang
609010,Gigantochloa albociliata,Bamboo,1,0,1,0,20,1860,1,0,0,0,0,0,6,Louangphabang,609,Chomphet,60902,Longnamlung,B. Na ang
609010,Dendrocalamus sciens,Bamboo,1,0,1,0,20,1860,1,0,0,0,0,0,6,Louangphabang,609,Chomphet,60902,Longnamlung,B. Na ang
609012,Vespa sp.,Hornet,0,0,1,0,0,0,1,0,0,0,0,0,6,Louangphabang,609,Chomphet,60902,Longnamlung,Pak houay khor
609012,Dendrocalamus sciens,Bamboo,0,0,1,0,0,0,0,0,0,1,0,0,6,Louangphabang,609,Chomphet,60902,Longnamlung,Pak houay khor
609012,Shorea obtusa,Trees,0,0,0,0,0,0,1,0,0,0,0,0,6,Louangphabang,609,Chomphet,60902,Longnamlung,Pak houay khor
609012,Dendrobium sp.,Orchids,0,0,0,0,0,0,1,0,0,0,0,0,6,Louangphabang,609,Chomphet,60902,Longnamlung,Pak houay khor
609012,Russula sp.,Mushroom/Funghi,0,0,1,0,0,0,1,0,0,0,0,0,6,Louangphabang,609,Chomphet,60902,Longnamlung,Pak houay khor
609012,Dendrobium fimbriatum,Orchids,0,0,0,0,0,0,1,0,0,0,0,0,6,Louangphabang,609,Chomphet,60902,Longnamlung,Pak houay khor
609012,Gigantochloa albociliata,Bamboo,0,0,1,0,0,0,0,0,0,1,0,0,6,Louangphabang,609,Chomphet,60902,Longnamlung,Pak houay khor
609012,Auricularia polytricha,Mushroom/Funghi,0,0,1,0,0,0,0,0,0,0,0,1,6,Louangphabang,609,Chomphet,60902,Longnamlung,Pak houay khor
609012,Astraeus hygrometricus,Mushroom/Funghi,1,0,1,0,0.3,36.9,1,0,0,0,0,0,6,Louangphabang,609,Chomphet,60902,Longnamlung,Pak houay khor
609012,Cantharellus cibarius,Mushroom/Funghi,1,0,1,0,2,246,1,0,0,0,0,0,6,Louangphabang,609,Chomphet,60902,Longnamlung,Pak houay khor
609012,Dendrobium chryseum,Orchids,0,0,0,0,0,0,1,0,0,0,0,0,6,Louangphabang,609,Chomphet,60902,Longnamlung,Pak houay khor
609012,Russula ernetic,Mushroom/Funghi,0,0,1,0,1,123,1,0,0,0,0,0,6,Louangphabang,609,Chomphet,60902,Longnamlung,Pak houay khor
609012,NA,,0,0,1,0,0,0,1,0,0,0,0,0,6,Louangphabang,609,Chomphet,60902,Longnamlung,Pak houay khor
609012,Schizophyllum commune,Mushroom/Funghi,0,0,1,0,0,0,0,0,0,0,0,1,6,Louangphabang,609,Chomphet,60902,Longnamlung,Pak houay khor
609012,Amanita citrine,Mushroom/Funghi,0,0,1,0,0,0,1,0,0,0,0,0,6,Louangphabang,609,Chomphet,60902,Longnamlung,Pak houay khor
609012,Lentinus polychrous,Mushroom/Funghi,1,0,1,0,3,369,0,0,0,1,0,0,6,Louangphabang,609,Chomphet,60902,Longnamlung,Pak houay khor
609012,Termitomyces indicus,Mushroom/Funghi,0,0,1,0,0,0,0,0,0,1,0,0,6,Louangphabang,609,Chomphet,60902,Longnamlung,Pak houay khor
609012,Dendrocalamus brandisii,Bamboo,0,0,1,0,0,0,0,0,0,0,0,1,6,Louangphabang,609,Chomphet,60902,Longnamlung,Pak houay khor
609012,Dendrobium sp.,Orchids,0,0,0,0,0,0,1,0,0,0,0,0,6,Louangphabang,609,Chomphet,60902,Longnamlung,Pak houay khor
609012,Russula densifolia,Mushroom/Funghi,0,0,1,0,0,0,1,0,0,0,0,0,6,Louangphabang,609,Chomphet,60902,Longnamlung,Pak houay khor
609012,Boletus colossus,Mushroom/Funghi,0,0,1,0,0,0,1,0,0,0,0,0,6,Louangphabang,609,Chomphet,60902,Longnamlung,Pak houay khor
609012,Vespa sp.,Hornet,0,0,1,0,0,0,1,0,0,0,0,0,6,Louangphabang,609,Chomphet,60902,Longnamlung,Pak houay khor
609012,Dendrocalamus hamiltonii,Bamboo,0,0,1,0,0,0,0,1,0,0,0,0,6,Louangphabang,609,Chomphet,60902,Longnamlung,Pak houay khor
609012,Stemona cochinchinensis,Vines,1,0,0,0,10,50,1,0,0,0,0,0,6,Louangphabang,609,Chomphet,60902,Longnamlung,Pak houay khor
609012,Dendrobium chrysotoxum,Orchids,0,0,0,0,0,0,1,0,0,0,0,0,6,Louangphabang,609,Chomphet,60902,Longnamlung,Pak houay khor
609012,Thysanolaena latifolia,Grass,0,1,0,0,0,0,1,0,0,0,0,0,6,Louangphabang,609,Chomphet,60902,Longnamlung,Pak houay khor
609012,Vespa sp.,Hornet,0,0,0,0,0,0,1,0,0,0,0,0,6,Louangphabang,609,Chomphet,60902,Longnamlung,Pak houay khor
609012,Lentinus squarrosulus,Mushroom/Funghi,0,0,1,0,0,0,0,0,0,0,0,1,6,Louangphabang,609,Chomphet,60902,Longnamlung,Pak houay khor
609012,Acampe papillosa,Orchids,0,0,0,0,0,0,1,0,0,0,0,0,6,Louangphabang,609,Chomphet,60902,Longnamlung,Pak houay khor
609012,Broussonetia papyrifera,Tree/Shrub,0,0,0,0,0,0,1,0,0,0,0,0,6,Louangphabang,609,Chomphet,60902,Longnamlung,Pak houay khor
609012,Russula sanguinaria,Mushroom/Funghi,0,0,1,0,0,0,1,0,0,0,0,0,6,Louangphabang,609,Chomphet,60902,Longnamlung,Pak houay khor
609014,Lentinus squarrosulus,Mushroom/Funghi,0,0,1,0,50,1700,0,0,0,1,0,0,6,Louangphabang,609,Chomphet,60907,Longnamchan,B. Houaytham
609014,Arenga westerhoutii,Palm,0,0,1,0,3,12,1,0,0,0,0,0,6,Louangphabang,609,Chomphet,60907,Longnamchan,B. Houaytham
609014,Russula sanguinaria,Mushroom/Funghi,0,0,1,0,3,102,1,0,0,0,0,0,6,Louangphabang,609,Chomphet,60907,Longnamchan,B. Houaytham
609014,Acacia pennata,Vines,0,0,1,0,10,340,1,0,0,0,0,0,6,Louangphabang,609,Chomphet,60907,Longnamchan,B. Houaytham
609014,Broussonetia papyrifera,Tree/Shrub,1,0,0,0,30,1020,0,0,0,1,0,0,6,Louangphabang,609,Chomphet,60907,Longnamchan,B. Houaytham
609014,Thysanolaena latifolia,Grass,1,1,0,0,10,340,0,0,0,1,0,0,6,Louangphabang,609,Chomphet,60907,Longnamchan,B. Houaytham
609014,NA,,0,0,1,0,2,68,1,0,0,0,0,0,6,Louangphabang,609,Chomphet,60907,Longnamchan,B. Houaytham
609014,Mangifera sp.,Trees,0,0,1,0,10,340,1,0,0,0,0,0,6,Louangphabang,609,Chomphet,60907,Longnamchan,B. Houaytham
609014,Gigantochloa albociliata,Bamboo,0,0,1,0,50,1700,1,0,0,0,0,0,6,Louangphabang,609,Chomphet,60907,Longnamchan,B. Houaytham
609014,Protium serratum,Trees,0,1,1,0,5,170,1,0,0,0,0,0,6,Louangphabang,609,Chomphet,60907,Longnamchan,B. Houaytham
609014,Vespa sp.,Hornet,1,0,1,0,3,30,1,0,0,0,0,0,6,Louangphabang,609,Chomphet,60907,Longnamchan,B. Houaytham
609014,Garuga pinnata,Tree/Shrub,0,0,1,1,1,5,1,1,0,0,0,0,6,Louangphabang,609,Chomphet,60907,Longnamchan,B. Houaytham
609014,Calamus sp.,Peas,0,0,1,0,5,15,1,0,0,0,0,0,6,Louangphabang,609,Chomphet,60907,Longnamchan,B. Houaytham
609014,Bauhinia variegata,Orchids,0,0,1,0,3,102,0,0,0,1,0,0,6,Louangphabang,609,Chomphet,60907,Longnamchan,B. Houaytham
609014,Spondias pinnata,Trees,0,0,1,0,10,340,1,0,0,0,0,0,6,Louangphabang,609,Chomphet,60907,Longnamchan,B. Houaytham
609014,Castanopsis sp.,Trees,0,0,1,0,2,20,1,0,0,0,0,0,6,Louangphabang,609,Chomphet,60907,Longnamchan,B. Houaytham
609014,Markhamia stipulata,Trees,0,0,1,0,2,68,0,0,0,1,0,0,6,Louangphabang,609,Chomphet,60907,Longnamchan,B. Houaytham
609014,Syzygium cumini,Tree/Shrub,0,0,1,0,5,170,1,0,0,0,0,0,6,Louangphabang,609,Chomphet,60907,Longnamchan,B. Houaytham
609014,Shorea obtusa,Trees,1,0,0,0,30,1020,1,0,0,0,0,0,6,Louangphabang,609,Chomphet,60907,Longnamchan,B. Houaytham
609014,Schizophyllum commune,Mushroom/Funghi,0,0,1,0,10,340,0,0,0,1,0,0,6,Louangphabang,609,Chomphet,60907,Longnamchan,B. Houaytham
609014,Vespa sp.,Hornet,0,0,1,0,4,12,1,0,0,0,0,0,6,Louangphabang,609,Chomphet,60907,Longnamchan,B. Houaytham
609014,Melientha suavis,Trees,0,0,1,0,10,340,1,0,0,0,0,0,6,Louangphabang,609,Chomphet,60907,Longnamchan,B. Houaytham
609014,Baccaurea ramiflora,Tree/Shrub,0,0,1,0,5,170,1,0,0,0,0,0,6,Louangphabang,609,Chomphet,60907,Longnamchan,B. Houaytham
609014,Phyllanthus emblica,Tree/Shrub,0,0,1,0,5,50,1,0,0,0,0,0,6,Louangphabang,609,Chomphet,60907,Longnamchan,B. Houaytham
609014,Menispermaceae sp.,Vines,0,0,1,0,1,5,1,0,0,0,0,0,6,Louangphabang,609,Chomphet,60907,Longnamchan,B. Houaytham
609014,Vespa sp.,Hornet,0,0,1,0,3,15,1,0,0,0,0,0,6,Louangphabang,609,Chomphet,60907,Longnamchan,B. Houaytham
609014,Cantharellus sp.,Mushroom/Funghi,0,0,1,0,3,102,1,0,0,0,0,0,6,Louangphabang,609,Chomphet,60907,Longnamchan,B. Houaytham
609014,Vespa sp.,Hornet,1,0,1,0,2,20,1,0,0,0,0,0,6,Louangphabang,609,Chomphet,60907,Longnamchan,B. Houaytham
609014,Apis cerana,Bees,0,0,1,0,4,32,0,0,0,0,0,1,6,Louangphabang,609,Chomphet,60907,Longnamchan,B. Houaytham
609014,Daemonorops jenkinsiana,Rattan,0,0,1,0,5,15,1,0,0,0,0,0,6,Louangphabang,609,Chomphet,60907,Longnamchan,B. Houaytham
609014,Cantharellus sp.,Mushroom/Funghi,0,0,1,0,20,680,1,0,0,0,0,0,6,Louangphabang,609,Chomphet,60907,Longnamchan,B. Houaytham
609014,Lentinus polychrous,Mushroom/Funghi,1,0,1,0,50,1700,0,0,0,1,0,0,6,Louangphabang,609,Chomphet,60907,Longnamchan,B. Houaytham
609014,Ramaria cyanocephala,Mushroom/Funghi,0,0,1,0,5,50,0,0,1,0,0,0,6,Louangphabang,609,Chomphet,60907,Longnamchan,B. Houaytham
609014,Worm of spondias cytherea,Worms,1,0,1,0,2,20,0,0,1,0,0,0,6,Louangphabang,609,Chomphet,60907,Longnamchan,B. Houaytham
609014,Dendrocalamus hamiltonii,Bamboo,0,0,1,0,40,1360,0,1,0,0,0,0,6,Louangphabang,609,Chomphet,60907,Longnamchan,B. Houaytham
609014,Amanita citrine,Mushroom/Funghi,0,0,1,0,2,68,1,0,0,0,0,0,6,Louangphabang,609,Chomphet,60907,Longnamchan,B. Houaytham
609014,Termitomyces indicus,Mushroom/Funghi,0,0,1,0,10,50,1,0,0,0,0,0,6,Louangphabang,609,Chomphet,60907,Longnamchan,B. Houaytham
609014,Astraeus hygrometricus,Mushroom/Funghi,0,0,0,0,5,170,1,0,0,0,0,0,6,Louangphabang,609,Chomphet,60907,Longnamchan,B. Houaytham
609014,Oroxylum indicum,Trees,0,0,1,0,3,102,0,0,0,1,0,0,6,Louangphabang,609,Chomphet,60907,Longnamchan,B. Houaytham
609014,Dendrocalamus sciens,Bamboo,0,0,1,0,50,1700,1,0,0,0,0,0,6,Louangphabang,609,Chomphet,60907,Longnamchan,B. Houaytham
609014,Musa acuminata,Herbs,0,0,1,0,5,170,0,0,0,1,0,0,6,Louangphabang,609,Chomphet,60907,Longnamchan,B. Houaytham
609014,Thunbergia grandiflora,Vines,0,0,1,0,2,68,0,0,0,1,0,0,6,Louangphabang,609,Chomphet,60907,Longnamchan,B. Houaytham
609014,Spilanthes acmella,Herbs,0,0,1,0,5,25,1,0,0,0,0,0,6,Louangphabang,609,Chomphet,60907,Longnamchan,B. Houaytham
609014,Amomum villosum,Cardamom,0,0,0,1,3,30,1,0,0,0,0,0,6,Louangphabang,609,Chomphet,60907,Longnamchan,B. Houaytham
609014,Russula sp.,Mushroom/Funghi,0,0,1,0,2,68,1,0,0,0,0,0,6,Louangphabang,609,Chomphet,60907,Longnamchan,B. Houaytham
609014,Auricularia polytricha,Mushroom/Funghi,0,0,1,0,3,102,0,0,0,1,0,0,6,Louangphabang,609,Chomphet,60907,Longnamchan,B. Houaytham
609015,Thysanolaena latifolia,Grass,1,1,0,0,20,1140,0,0,0,1,0,0,6,Louangphabang,609,Chomphet,60906,Kaengkhaen,B. Tone
609015,Ficus semicordata,Tree/Shrub,0,0,1,0,1,10,1,0,0,0,0,0,6,Louangphabang,609,Chomphet,60906,Kaengkhaen,B. Tone
609015,Mangifera sp.,Trees,0,0,0,0,0,0,1,0,0,0,0,0,6,Louangphabang,609,Chomphet,60906,Kaengkhaen,B. Tone
609015,Shorea obtusa,Trees,1,0,0,0,20,1140,1,0,0,0,0,0,6,Louangphabang,609,Chomphet,60906,Kaengkhaen,B. Tone
609015,NA,,1,0,0,0,10,300,1,0,0,0,0,0,6,Louangphabang,609,Chomphet,60906,Kaengkhaen,B. Tone
609015,Syzygium cumini,Tree/Shrub,0,0,1,0,2,20,1,0,0,0,0,0,6,Louangphabang,609,Chomphet,60906,Kaengkhaen,B. Tone
609015,Termitomyces microcarpus,Mushroom/Funghi,0,0,1,0,1,10,1,0,0,0,0,0,6,Louangphabang,609,Chomphet,60906,Kaengkhaen,B. Tone
609015,Papilionanthe teres,Orchids,0,0,0,0,0,0,1,0,0,0,0,0,6,Louangphabang,609,Chomphet,60906,Kaengkhaen,B. Tone
609015,Calamus viminalis,Peas,0,0,1,0,20,600,1,0,0,0,0,0,6,Louangphabang,609,Chomphet,60906,Kaengkhaen,B. Tone
609015,Protium serratum,Trees,0,0,1,0,1,10,1,0,0,0,0,0,6,Louangphabang,609,Chomphet,60906,Kaengkhaen,B. Tone
609015,Castanopsis sp.,Trees,0,0,1,0,0,0,1,0,0,0,0,0,6,Louangphabang,609,Chomphet,60906,Kaengkhaen,B. Tone
609015,Arenga westerhoutii,Palm,1,0,1,0,20,200,1,0,0,0,0,0,6,Louangphabang,609,Chomphet,60906,Kaengkhaen,B. Tone
609015,NA,,0,0,0,1,0.5,2.5,1,0,0,0,0,0,6,Louangphabang,609,Chomphet,60906,Kaengkhaen,B. Tone
609015,Spondias pinnata,Trees,0,0,1,0,1,20,1,0,0,0,0,0,6,Louangphabang,609,Chomphet,60906,Kaengkhaen,B. Tone
609015,Dendrobium fimbriatum,Orchids,0,0,0,0,0,0,1,0,0,0,0,0,6,Louangphabang,609,Chomphet,60906,Kaengkhaen,B. Tone
609015,Gigantochloa parviflora,Bamboo,0,0,0,0,0,0,1,0,0,0,0,0,6,Louangphabang,609,Chomphet,60906,Kaengkhaen,B. Tone
609015,Indosasa sinica,Bamboo,0,0,0,1,1,3,1,0,0,0,0,0,6,Louangphabang,609,Chomphet,60906,Kaengkhaen,B. Tone
609015,Broussonetia papyrifera,Tree/Shrub,1,0,0,0,20,1140,0,0,0,1,0,0,6,Louangphabang,609,Chomphet,60906,Kaengkhaen,B. Tone
609015,Lentinus squarrosulus,Mushroom/Funghi,0,0,1,0,5,285,0,0,0,1,0,0,6,Louangphabang,609,Chomphet,60906,Kaengkhaen,B. Tone
609015,Basella alba,Vines,0,0,1,0,1,57,0,1,0,0,0,0,6,Louangphabang,609,Chomphet,60906,Kaengkhaen,B. Tone
609015,Artocarpus Lacucha,Trees,0,0,1,0,2,10,1,0,0,0,0,0,6,Louangphabang,609,Chomphet,60906,Kaengkhaen,B. Tone
609015,Dendrobium sp.,Orchids,0,0,0,0,0,0,1,0,0,0,0,0,6,Louangphabang,609,Chomphet,60906,Kaengkhaen,B. Tone
609015,Lycopodium cernuum,Herbs,0,0,1,0,1,57,0,0,0,1,0,0,6,Louangphabang,609,Chomphet,60906,Kaengkhaen,B. Tone
609015,Piper interitum,Vines,0,0,1,0,2,114,1,0,0,0,0,0,6,Louangphabang,609,Chomphet,60906,Kaengkhaen,B. Tone
609015,Cantharellus cibarius,Mushroom/Funghi,0,0,1,0,3,171,1,0,0,0,0,0,6,Louangphabang,609,Chomphet,60906,Kaengkhaen,B. Tone
609015,Amomum villosum,Cardamom,0,0,0,1,1,5,0,0,0,1,0,0,6,Louangphabang,609,Chomphet,60906,Kaengkhaen,B. Tone
609015,Livistona saribus,Palm,0,0,1,0,10,30,1,0,0,0,0,0,6,Louangphabang,609,Chomphet,60906,Kaengkhaen,B. Tone
609015,Dendrocalamus brandisii,Bamboo,0,0,0,0,0,0,1,0,0,0,0,0,6,Louangphabang,609,Chomphet,60906,Kaengkhaen,B. Tone
609015,Schizophyllum commune,Mushroom/Funghi,0,0,1,0,1,10,0,0,0,1,0,0,6,Louangphabang,609,Chomphet,60906,Kaengkhaen,B. Tone
609015,Alpinia galanga,Legume,1,0,1,0,2,10,1,0,0,0,0,0,6,Louangphabang,609,Chomphet,60906,Kaengkhaen,B. Tone
609015,Amalocalyx microlobus,Vines,0,0,1,0,1,5,1,0,0,0,0,0,6,Louangphabang,609,Chomphet,60906,Kaengkhaen,B. Tone
609015,Urceola rosea,Liana,0,0,0,1,1,5,1,0,0,0,0,0,6,Louangphabang,609,Chomphet,60906,Kaengkhaen,B. Tone
609015,Arenga westerhoutii,Palm,0,0,1,0,5,250,1,0,0,0,0,0,6,Louangphabang,609,Chomphet,60906,Kaengkhaen,B. Tone
609015,NA,,0,0,1,0,2,10,1,0,0,0,0,0,6,Louangphabang,609,Chomphet,60906,Kaengkhaen,B. Tone
609015,Dendrocalamus hamiltonii,Bamboo,0,0,0,1,5,100,0,1,0,0,0,0,6,Louangphabang,609,Chomphet,60906,Kaengkhaen,B. Tone
609015,Daemonorops jenkinsiana,Rattan,0,0,1,0,20,400,1,0,0,0,0,0,6,Louangphabang,609,Chomphet,60906,Kaengkhaen,B. Tone
609015,Astraeus hygrometricus,Mushroom/Funghi,0,0,0,0,0,0,1,0,0,0,0,0,6,Louangphabang,609,Chomphet,60906,Kaengkhaen,B. Tone
609015,Rhus chinensis,Trees,0,0,1,0,1,10,1,0,0,0,0,0,6,Louangphabang,609,Chomphet,60906,Kaengkhaen,B. Tone
609015,Tinospora sinensis,Vines,0,1,0,0,1,1,1,0,0,0,0,0,6,Louangphabang,609,Chomphet,60906,Kaengkhaen,B. Tone
609015,Coccinia grandis,Herbs,0,0,1,0,1,57,0,1,0,0,0,0,6,Louangphabang,609,Chomphet,60906,Kaengkhaen,B. Tone
609015,Gigantochloa albociliata,Bamboo,0,0,0,1,50,2850,1,0,0,0,0,0,6,Louangphabang,609,Chomphet,60906,Kaengkhaen,B. Tone
609015,Baccaurea ramiflora,Tree/Shrub,0,0,1,0,1,30,1,0,0,0,0,0,6,Louangphabang,609,Chomphet,60906,Kaengkhaen,B. Tone
609015,Volvaria esculenta,Mushroom/Funghi,0,0,1,0,1,10,0,0,0,1,0,0,6,Louangphabang,609,Chomphet,60906,Kaengkhaen,B. Tone
609015,Acacia pennata,Vines,0,0,1,0,2,10,1,0,0,0,0,0,6,Louangphabang,609,Chomphet,60906,Kaengkhaen,B. Tone
609015,NA,,0,0,1,0,2,114,1,0,0,0,0,0,6,Louangphabang,609,Chomphet,60906,Kaengkhaen,B. Tone
609015,Sterculia lanceolata,Tree/Shrub,1,0,0,0,10,30,1,0,0,0,0,0,6,Louangphabang,609,Chomphet,60906,Kaengkhaen,B. Tone
609015,Russula ernetic,Mushroom/Funghi,0,0,1,0,2,114,1,0,0,0,0,0,6,Louangphabang,609,Chomphet,60906,Kaengkhaen,B. Tone
609015,Pseudoclitocybe cyathiformis,Mushroom/Funghi,0,0,1,0,1,10,0,0,0,1,0,0,6,Louangphabang,609,Chomphet,60906,Kaengkhaen,B. Tone
609015,Spilanthes acmella,Herbs,0,0,1,0,3,30,1,0,0,0,0,0,6,Louangphabang,609,Chomphet,60906,Kaengkhaen,B. Tone
609015,Entada sp.,Shrubs,1,0,0,0,2,20,1,0,0,0,0,0,6,Louangphabang,609,Chomphet,60906,Kaengkhaen,B. Tone
609015,Vitex sp.,Tree/Shrub,0,0,0,1,1,10,0,0,0,1,0,0,6,Louangphabang,609,Chomphet,60906,Kaengkhaen,B. Tone
609015,Auricularia polytricha,Mushroom/Funghi,0,0,1,0,2,60,0,0,0,1,0,0,6,Louangphabang,609,Chomphet,60906,Kaengkhaen,B. Tone
609015,Ramaria cyanocephala,Mushroom/Funghi,0,0,1,0,2,60,1,0,0,0,0,0,6,Louangphabang,609,Chomphet,60906,Kaengkhaen,B. Tone
609015,NA,,0,0,1,0,1,10,0,0,0,1,0,0,6,Louangphabang,609,Chomphet,60906,Kaengkhaen,B. Tone
609015,Melientha suavis,Trees,0,0,1,0,2,114,1,0,0,0,0,0,6,Louangphabang,609,Chomphet,60906,Kaengkhaen,B. Tone
609015,Worm of spondias cytherea,Worms,1,0,0,1,5,100,0,0,1,0,0,0,6,Louangphabang,609,Chomphet,60906,Kaengkhaen,B. Tone
609015,Clitocybe odora,Mushroom/Funghi,0,0,1,0,1,5,1,0,0,0,0,0,6,Louangphabang,609,Chomphet,60906,Kaengkhaen,B. Tone
609015,Termitomyces indicus,Mushroom/Funghi,0,0,1,0,2,40,1,0,0,0,0,0,6,Louangphabang,609,Chomphet,60906,Kaengkhaen,B. Tone
609015,Dendrobium chrysotoxum,Orchids,0,0,0,0,0,0,1,0,0,0,0,0,6,Louangphabang,609,Chomphet,60906,Kaengkhaen,B. Tone
609015,Dendrocalamus sciens,Bamboo,0,0,0,1,50,2850,1,0,0,0,0,0,6,Louangphabang,609,Chomphet,60906,Kaengkhaen,B. Tone
609015,Moghania macrophylla,Shrubs,1,0,0,0,10,50,0,1,0,0,0,0,6,Louangphabang,609,Chomphet,60906,Kaengkhaen,B. Tone
609015,Lentinus polychrous,Mushroom/Funghi,1,0,1,0,5,285,0,0,0,1,0,0,6,Louangphabang,609,Chomphet,60906,Kaengkhaen,B. Tone
609017,Musa acuminata,Herbs,0,0,1,0,0,0,1,1,0,0,0,0,6,Louangphabang,609,Chomphet,60906,Kaengkhaen,B. Khoklouang
609017,Broussonetia papyrifera,Tree/Shrub,1,0,0,0,0,0,0,1,0,0,0,0,6,Louangphabang,609,Chomphet,60906,Kaengkhaen,B. Khoklouang
609017,Alocasia macrorrhizos,Aroids,1,0,1,0,0,0,0,1,0,0,0,0,6,Louangphabang,609,Chomphet,60906,Kaengkhaen,B. Khoklouang
609017,NA,,0,0,1,0,10,360,0,0,0,1,0,0,6,Louangphabang,609,Chomphet,60906,Kaengkhaen,B. Khoklouang
609017,Baccaurea ramiflora,Tree/Shrub,0,0,1,0,0,0,0,1,0,0,0,0,6,Louangphabang,609,Chomphet,60906,Kaengkhaen,B. Khoklouang
609017,Russula sp.,Mushroom/Funghi,0,0,1,0,10,360,0,0,0,1,0,0,6,Louangphabang,609,Chomphet,60906,Kaengkhaen,B. Khoklouang
609017,Momordica charantia,Herbs,0,0,1,0,0,0,0,0,0,1,0,0,6,Louangphabang,609,Chomphet,60906,Kaengkhaen,B. Khoklouang
609017,NA,,0,0,1,0,20,720,1,0,0,0,0,0,6,Louangphabang,609,Chomphet,60906,Kaengkhaen,B. Khoklouang
609017,Gigantochloa parviflora,Bamboo,0,0,1,0,0,0,0,0,0,1,0,0,6,Louangphabang,609,Chomphet,60906,Kaengkhaen,B. Khoklouang
609017,Protium serratum,Trees,0,0,1,0,0,0,0,0,0,1,0,0,6,Louangphabang,609,Chomphet,60906,Kaengkhaen,B. Khoklouang
609017,Spondias pinnata,Trees,0,0,1,0,0,0,1,0,0,0,0,0,6,Louangphabang,609,Chomphet,60906,Kaengkhaen,B. Khoklouang
609017,Dendrobium sp.,Orchids,1,0,0,0,0,0,1,0,0,0,0,0,6,Louangphabang,609,Chomphet,60906,Kaengkhaen,B. Khoklouang
609017,Dioscorea sp.,Legume,0,0,1,0,0,0,1,1,0,0,0,0,6,Louangphabang,609,Chomphet,60906,Kaengkhaen,B. Khoklouang
609017,Stemona cochinchinensis,Vines,0,0,0,0,0,0,0,0,0,1,0,0,6,Louangphabang,609,Chomphet,60906,Kaengkhaen,B. Khoklouang
609017,Gigantochloa albociliata,Bamboo,0,0,1,0,50,1800,0,0,0,1,0,0,6,Louangphabang,609,Chomphet,60906,Kaengkhaen,B. Khoklouang
609017,Thysanolaena latifolia,Grass,1,1,0,0,0,0,0,0,0,1,0,0,6,Louangphabang,609,Chomphet,60906,Kaengkhaen,B. Khoklouang
609017,Dendrobium sp.,Orchids,1,0,0,0,0,0,1,0,0,0,0,0,6,Louangphabang,609,Chomphet,60906,Kaengkhaen,B. Khoklouang
609017,Lactarius rubidus,Mushroom/Funghi,0,0,1,0,10,360,1,0,0,0,0,0,6,Louangphabang,609,Chomphet,60906,Kaengkhaen,B. Khoklouang
609017,Schizophyllum commune,Mushroom/Funghi,0,0,1,0,5,180,0,0,0,1,0,0,6,Louangphabang,609,Chomphet,60906,Kaengkhaen,B. Khoklouang
609017,Cantharellus sp.,Mushroom/Funghi,0,0,1,0,10,360,1,0,0,0,0,0,6,Louangphabang,609,Chomphet,60906,Kaengkhaen,B. Khoklouang
609017,Diplazium esculentum,Fern,0,0,1,0,0,0,1,0,0,0,0,0,6,Louangphabang,609,Chomphet,60906,Kaengkhaen,B. Khoklouang
609017,Ramaria cyanocephala,Mushroom/Funghi,0,0,1,0,10,360,0,0,1,0,0,0,6,Louangphabang,609,Chomphet,60906,Kaengkhaen,B. Khoklouang
609017,Entada sp.,Shrubs,1,0,1,1,0,0,1,0,0,0,0,0,6,Louangphabang,609,Chomphet,60906,Kaengkhaen,B. Khoklouang
609017,Calamus sp.,Peas,0,0,1,0,0,0,1,1,0,0,0,0,6,Louangphabang,609,Chomphet,60906,Kaengkhaen,B. Khoklouang
609017,Nephelium hypoleucum,Trees,0,0,1,0,0,0,0,1,0,0,0,0,6,Louangphabang,609,Chomphet,60906,Kaengkhaen,B. Khoklouang
609017,Coccinia grandis,Herbs,0,0,1,0,0,0,0,0,0,1,0,0,6,Louangphabang,609,Chomphet,60906,Kaengkhaen,B. Khoklouang
609017,Russula sp.,Mushroom/Funghi,0,0,1,0,10,360,0,0,0,1,0,0,6,Louangphabang,609,Chomphet,60906,Kaengkhaen,B. Khoklouang
609017,Asteraceae sp.,Shrubs,0,0,1,0,0,0,0,0,0,1,0,0,6,Louangphabang,609,Chomphet,60906,Kaengkhaen,B. Khoklouang
609017,Piper interitum,Vines,0,0,1,0,0,0,1,0,0,0,0,0,6,Louangphabang,609,Chomphet,60906,Kaengkhaen,B. Khoklouang
