Vil_Code,Vil_Name,Taxon,all,forest,riparian,bamboo,bushfallow,uplandfield,others,Contrl,perc_forest,perc_ripar,perc_bamb,perc_bushf,perc_uplf,perc_oth
609038,B. Phonhong,Rhizomes,1.8,1,0,0,0,0,0,1,100,0,0,0,0,0
609038,B. Phonhong,Orchids,0,5,0,0,0,0,0,5,100,0,0,0,0,0
609038,B. Phonhong,Rattan,0,1,1,0,0,0,0,2,50,50,0,0,0,0
609036,Houaykhae,Palm,9700,1,0,0,0,0,0,1,100,0,0,0,0,0
609036,Houaykhae,Grass,4850,0,0,0,1,0,0,1,0,0,0,100,0,0
609036,Houaykhae,Bamboo,4542,0,2,0,3,0,0,5,0,40,0,60,0,0
609036,Houaykhae,Tree/Shrub,3979,3,0,0,1,0,0,4,75,0,0,25,0,0
609036,Houaykhae,Mushroom/Funghi,1989,5,0,0,4,0,1,10,50,0,0,40,0,10
609036,Houaykhae,Vines,1261,2,0,0,0,0,0,2,100,0,0,0,0,0
609036,Houaykhae,Herbs,1120,1,1,0,0,0,0,2,50,50,0,0,0,0
609036,Houaykhae,Trees,835,3,0,0,2,0,0,5,60,0,0,40,0,0
609036,Houaykhae,Fern,291,0,0,0,1,1,0,2,0,0,0,50,50,0
609036,Houaykhae,Peas,200,1,0,0,0,0,0,1,100,0,0,0,0,0
609036,Houaykhae,Bees,192,2,0,0,1,0,0,3,66.6666666666667,0,0,33.3333333333333,0,0
609036,Houaykhae,Worms,150,0,0,1,0,0,0,1,0,0,100,0,0,0
609036,Houaykhae,Rattan,100,1,0,0,0,0,0,1,100,0,0,0,0,0
609036,Houaykhae,Cardamom,0,1,0,0,0,0,0,1,100,0,0,0,0,0
609036,Houaykhae,Hornet,0,2,0,0,3,0,0,5,40,0,0,60,0,0
609032,B. Som,Tree/Shrub,20000,0,0,0,0,0,2,2,0,0,0,0,0,100
609032,B. Som,Mushroom/Funghi,5035,13,0,2,5,0,1,21,61.9047619047619,0,9.52380952380952,23.8095238095238,0,4.76190476190476
609032,B. Som,Orchids,3256,4,0,0,0,0,0,4,100,0,0,0,0,0
609032,B. Som,Trees,2791,3,1,0,1,0,0,5,60,20,0,20,0,0
609032,B. Som,Cardamom,2250,0,1,0,0,0,0,1,0,100,0,0,0,0
609032,B. Som,Herbs,376,2,0,0,0,0,0,2,100,0,0,0,0,0
609032,B. Som,Vines,339,1,0,0,0,0,0,1,100,0,0,0,0,0
609032,B. Som,Fern,226,1,1,0,0,0,0,2,50,50,0,0,0,0
609031,B. Houaytanh,Mushroom/Funghi,13036,18,2,1,10,0,8,39,46.1538461538462,5.12820512820513,2.56410256410256,25.6410256410256,0,20.5128205128205
609031,B. Houaytanh,Bamboo,4960,0,2,0,0,0,0,2,0,100,0,0,0,0
609031,B. Houaytanh,Worms,1240,1,0,0,0,0,0,1,100,0,0,0,0,0
609031,B. Houaytanh,Tree/Shrub,1000,0,1,0,0,0,0,1,0,100,0,0,0,0
609031,B. Houaytanh,Trees,724,1,0,0,0,0,1,2,50,0,0,0,0,50
609031,B. Houaytanh,Herbs,682,0,1,0,0,0,2,3,0,33.3333333333333,0,0,0,66.6666666666667
609031,B. Houaytanh,Vines,682,0,2,0,0,0,0,2,0,100,0,0,0,0
609031,B. Houaytanh,,651,1,0,0,1,0,2,4,25,0,0,25,0,50
609031,B. Houaytanh,Legume,372,1,1,0,0,0,0,2,50,50,0,0,0,0
609031,B. Houaytanh,Grass,225,1,0,0,0,0,0,1,100,0,0,0,0,0
609031,B. Houaytanh,Orchids,0,2,0,0,0,0,0,2,100,0,0,0,0,0
609030,B. Kangkhan,Bamboo,7855,5,2,0,0,0,0,7,71.4285714285714,28.5714285714286,0,0,0,0
609030,B. Kangkhan,Orchids,4550,3,0,0,0,0,0,3,100,0,0,0,0,0
609030,B. Kangkhan,Tree/Shrub,4100,2,2,0,0,0,0,4,50,50,0,0,0,0
609030,B. Kangkhan,Palm,3000,1,1,0,0,0,0,2,50,50,0,0,0,0
609030,B. Kangkhan,Mushroom/Funghi,2700,16,1,2,2,2,2,25,64,4,8,8,8,8
609030,B. Kangkhan,Grass,1600,0,0,0,1,0,0,1,0,0,0,100,0,0
609030,B. Kangkhan,Trees,1270,3,2,0,0,0,0,5,60,40,0,0,0,0
609030,B. Kangkhan,Cardamom,300,1,1,0,0,0,0,2,50,50,0,0,0,0
609030,B. Kangkhan,Herbs,250,1,1,0,0,0,0,2,50,50,0,0,0,0
609030,B. Kangkhan,Vines,160,3,1,0,0,0,0,4,75,25,0,0,0,0
609030,B. Kangkhan,Peas,50,1,0,0,0,0,0,1,100,0,0,0,0,0
609030,B. Kangkhan,Rattan,50,1,0,0,0,0,0,1,100,0,0,0,0,0
609030,B. Kangkhan,,30,1,0,0,0,0,0,1,100,0,0,0,0,0
609029,B. Longxieng,Bamboo,6010,0,1,0,4,0,0,5,0,20,0,80,0,0
609029,B. Longxieng,Vines,3700,2,1,0,0,0,0,3,66.6666666666667,33.3333333333333,0,0,0,0
609029,B. Longxieng,Herbs,2664,2,0,0,0,0,0,2,100,0,0,0,0,0
609029,B. Longxieng,Palm,2480,1,1,0,0,0,0,2,50,50,0,0,0,0
609029,B. Longxieng,Trees,1591,8,1,0,0,0,0,9,88.8888888888889,11.1111111111111,0,0,0,0
609029,B. Longxieng,Grass,1480,0,0,0,1,0,0,1,0,0,0,100,0,0
609029,B. Longxieng,Tree/Shrub,1386,5,1,0,1,0,0,7,71.4285714285714,14.2857142857143,0,14.2857142857143,0,0
609029,B. Longxieng,Mushroom/Funghi,633,4,0,0,1,0,0,5,80,0,0,20,0,0
609029,B. Longxieng,Bees,180,2,0,0,0,0,0,2,100,0,0,0,0,0
609029,B. Longxieng,Orchids,173,2,0,0,0,0,0,2,100,0,0,0,0,0
609029,B. Longxieng,Shrubs,74,0,1,0,0,0,0,1,0,100,0,0,0,0
609029,B. Longxieng,Fern,70,0,1,0,0,0,0,1,0,100,0,0,0,0
609029,B. Longxieng,Hornet,57,2,0,0,2,0,0,4,50,0,0,50,0,0
609029,B. Longxieng,Worms,50,0,1,0,0,0,0,1,0,100,0,0,0,0
609029,B. Longxieng,Cardamom,30,1,1,0,0,0,0,2,50,50,0,0,0,0
609029,B. Longxieng,Peas,20,1,0,0,0,0,0,1,100,0,0,0,0,0
609029,B. Longxieng,Rattan,20,1,0,0,0,0,0,1,100,0,0,0,0,0
609029,B. Longxieng,Legume,0,1,0,0,0,0,0,1,100,0,0,0,0,0
609026,B. Houaymath,Tree/Shrub,4278,2,1,0,2,0,0,5,40,20,0,40,0,0
609026,B. Houaymath,Grass,1900,0,0,0,1,0,0,1,0,0,0,100,0,0
609026,B. Houaymath,Trees,1818,4,2,1,0,0,0,7,57.1428571428571,28.5714285714286,14.2857142857143,0,0,0
609026,B. Houaymath,Bamboo,1250,0,0,2,3,0,0,5,0,0,40,60,0,0
609026,B. Houaymath,Mushroom/Funghi,743,10,0,1,6,0,1,18,55.5555555555556,0,5.55555555555556,33.3333333333333,0,5.55555555555556
609026,B. Houaymath,Orchids,668,4,0,0,3,0,0,7,57.1428571428571,0,0,42.8571428571429,0,0
609026,B. Houaymath,Vines,371,3,0,0,2,0,0,5,60,0,0,40,0,0
609026,B. Houaymath,Shrubs,338,0,1,0,1,0,0,2,0,50,0,50,0,0
609026,B. Houaymath,Herbs,304,1,0,0,5,0,0,6,16.6666666666667,0,0,83.3333333333333,0,0
609026,B. Houaymath,Hornet,108,4,0,0,4,0,0,8,50,0,0,50,0,0
609026,B. Houaymath,Palm,95,1,0,0,1,0,0,2,50,0,0,50,0,0
609026,B. Houaymath,Fern,76,0,0,0,1,0,0,1,0,0,0,100,0,0
609026,B. Houaymath,Resin,60,0,0,0,1,0,0,1,0,0,0,100,0,0
609026,B. Houaymath,Worms,60,0,0,1,0,0,0,1,0,0,100,0,0,0
609026,B. Houaymath,Bees,23.2,1,0,0,1,0,0,2,50,0,0,50,0,0
609026,B. Houaymath,Cardamom,15,0,0,0,1,0,0,1,0,0,0,100,0,0
609026,B. Houaymath,Legume,15,1,0,0,0,0,0,1,100,0,0,0,0,0
609024,B. Na,Palm,24000,2,1,0,0,0,0,3,66.6666666666667,33.3333333333333,0,0,0,0
609024,B. Na,Bamboo,13800,3,1,0,0,0,0,4,75,25,0,0,0,0
609024,B. Na,Mushroom/Funghi,6167,15,0,2,0,0,7,24,62.5,0,8.33333333333333,0,0,29.1666666666667
609024,B. Na,Tree/Shrub,1000,0,0,0,1,0,0,1,0,0,0,100,0,0
609024,B. Na,Orchids,600,0,0,0,0,0,1,1,0,0,0,0,0,100
609024,B. Na,Grass,20,0,0,0,1,0,0,1,0,0,0,100,0,0
609024,B. Na,Trees,8,1,0,0,0,0,1,2,50,0,0,0,0,50
609023,B. Xam or,Bamboo,2520,1,1,0,2,0,1,5,20,20,0,40,0,20
609023,B. Xam or,Tree/Shrub,2400,0,0,0,1,0,0,1,0,0,0,100,0,0
609023,B. Xam or,Mushroom/Funghi,2391.6,11,0,1,9,0,5,26,42.3076923076923,0,3.84615384615385,34.6153846153846,0,19.2307692307692
609023,B. Xam or,Herbs,2352,0,2,0,2,0,0,4,0,50,0,50,0,0
609023,B. Xam or,Trees,1740,2,0,0,0,0,0,2,100,0,0,0,0,0
609023,B. Xam or,Vines,480,1,0,0,0,0,0,1,100,0,0,0,0,0
609023,B. Xam or,Orchids,250,3,0,0,0,0,0,3,100,0,0,0,0,0
609023,B. Xam or,,240,1,0,0,1,0,0,2,50,0,0,50,0,0
609023,B. Xam or,Fern,240,0,0,0,0,1,0,1,0,0,0,0,100,0
609023,B. Xam or,Grass,240,0,0,0,1,0,0,1,0,0,0,100,0,0
609023,B. Xam or,Aquatic plants,96,0,0,0,0,0,1,1,0,0,0,0,0,100
609022,B. Houay orn,Tree/Shrub,46220,5,2,0,0,0,0,7,71.4285714285714,28.5714285714286,0,0,0,0
609022,B. Houay orn,Bamboo,14150,4,2,0,2,0,0,8,50,25,0,25,0,0
609022,B. Houay orn,Mushroom/Funghi,6640,16,0,1,1,0,3,21,76.1904761904762,0,4.76190476190476,4.76190476190476,0,14.2857142857143
609022,B. Houay orn,Orchids,5628,7,0,0,0,0,0,7,100,0,0,0,0,0
609022,B. Houay orn,Trees,1926,6,1,0,0,0,0,7,85.7142857142857,14.2857142857143,0,0,0,0
609022,B. Houay orn,Grass,1300,0,0,0,2,0,0,2,0,0,0,100,0,0
609022,B. Houay orn,Hornet,825,7,0,0,6,0,0,13,53.8461538461538,0,0,46.1538461538462,0,0
609022,B. Houay orn,Vines,270,2,0,0,0,0,0,2,100,0,0,0,0,0
609022,B. Houay orn,Bees,200,2,0,0,1,0,0,3,66.6666666666667,0,0,33.3333333333333,0,0
609022,B. Houay orn,Herbs,165,1,2,0,0,0,0,3,33.3333333333333,66.6666666666667,0,0,0,0
609022,B. Houay orn,Shrubs,30,1,0,0,0,0,0,1,100,0,0,0,0,0
609022,B. Houay orn,Peas,0,1,0,0,0,0,0,1,100,0,0,0,0,0
609021,B. Keuab,Bamboo,8520,2,1,2,0,0,0,5,40,20,40,0,0,0
609021,B. Keuab,Mushroom/Funghi,3099.5,17,0,1,3,0,1,22,77.2727272727273,0,4.54545454545455,13.6363636363636,0,4.54545454545455
609021,B. Keuab,Tree/Shrub,1500,0,0,0,1,0,0,1,0,0,0,100,0,0
609021,B. Keuab,Grass,1250,0,0,0,1,0,1,2,0,0,0,50,0,50
609021,B. Keuab,Herbs,806,1,2,0,1,0,0,4,25,50,0,25,0,0
609021,B. Keuab,Vines,310,0,0,1,0,0,0,1,0,0,100,0,0,0
609021,B. Keuab,Trees,300,1,0,0,1,0,0,2,50,0,0,50,0,0
609021,B. Keuab,Hornet,70,4,0,0,0,0,0,4,100,0,0,0,0,0
609021,B. Keuab,Legume,62,1,1,0,0,0,0,2,50,50,0,0,0,0
609021,B. Keuab,Liana,50,1,1,0,0,0,0,2,50,50,0,0,0,0
609021,B. Keuab,Bees,16,2,0,0,0,0,0,2,100,0,0,0,0,0
609021,B. Keuab,,5,1,0,0,0,0,0,1,100,0,0,0,0,0
609021,B. Keuab,Orchids,0,3,0,0,0,0,1,4,75,0,0,0,0,25
609021,B. Keuab,Palm,0,1,1,0,0,0,0,2,50,50,0,0,0,0
609020,B. Chok,Bamboo,14630,1,0,3,0,0,0,4,25,0,75,0,0,0
609020,B. Chok,Mushroom/Funghi,11768,22,2,1,2,0,11,38,57.8947368421053,5.26315789473684,2.63157894736842,5.26315789473684,0,28.9473684210526
609020,B. Chok,Tree/Shrub,3850,1,0,0,1,0,0,2,50,0,0,50,0,0
609020,B. Chok,Grass,1000,0,1,0,1,0,0,2,0,50,0,50,0,0
609020,B. Chok,Herbs,949,2,1,0,3,0,0,6,33.3333333333333,16.6666666666667,0,50,0,0
609020,B. Chok,,862,3,1,0,1,0,2,7,42.8571428571429,14.2857142857143,0,14.2857142857143,0,28.5714285714286
609020,B. Chok,Vines,565,2,2,0,2,0,0,6,33.3333333333333,33.3333333333333,0,33.3333333333333,0,0
609020,B. Chok,Trees,485,2,0,0,0,0,0,2,100,0,0,0,0,0
609020,B. Chok,Legume,231,1,0,0,0,0,0,1,100,0,0,0,0,0
609020,B. Chok,Orchids,75,5,0,0,0,0,0,5,100,0,0,0,0,0
609020,B. Chok,Resin,10,1,0,0,0,0,0,1,100,0,0,0,0,0
609019,B. Houaymiang,Bamboo,12750,3,0,0,0,0,0,3,100,0,0,0,0,0
609019,B. Houaymiang,Tree/Shrub,7250,2,1,0,2,0,0,5,40,20,0,40,0,0
609019,B. Houaymiang,Mushroom/Funghi,5390,12,0,0,3,0,0,15,80,0,0,20,0,0
609019,B. Houaymiang,Shrubs,5100,2,0,0,0,0,0,2,100,0,0,0,0,0
609019,B. Houaymiang,Trees,4500,4,0,0,1,0,0,5,80,0,0,20,0,0
609019,B. Houaymiang,Grass,4250,0,1,0,1,0,0,2,0,50,0,50,0,0
609019,B. Houaymiang,Herbs,2125,2,0,0,0,0,0,2,100,0,0,0,0,0
609019,B. Houaymiang,Vines,1450,1,0,0,0,0,1,2,50,0,0,0,0,50
609019,B. Houaymiang,Orchids,800,3,0,0,0,0,0,3,100,0,0,0,0,0
609019,B. Houaymiang,Palm,425,1,0,0,0,0,0,1,100,0,0,0,0,0
609019,B. Houaymiang,Bees,60,2,0,0,0,0,0,2,100,0,0,0,0,0
609019,B. Houaymiang,Cardamom,60,1,0,0,0,0,0,1,100,0,0,0,0,0
609019,B. Houaymiang,Worms,50,0,0,1,0,0,0,1,0,0,100,0,0,0
609017,B. Khoklouang,Bamboo,10440,2,3,0,4,0,0,9,22.2222222222222,33.3333333333333,0,44.4444444444444,0,0
609017,B. Khoklouang,Mushroom/Funghi,6660,13,0,1,6,0,1,21,61.9047619047619,0,4.76190476190476,28.5714285714286,0,4.76190476190476
609017,B. Khoklouang,,1440,1,0,0,1,0,1,3,33.3333333333333,0,0,33.3333333333333,0,33.3333333333333
609017,B. Khoklouang,Legume,36,3,3,0,0,0,0,6,50,50,0,0,0,0
609017,B. Khoklouang,Aroids,0,0,1,0,0,0,0,1,0,100,0,0,0,0
609017,B. Khoklouang,Cardamom,0,1,0,0,0,0,0,1,100,0,0,0,0,0
609017,B. Khoklouang,Fern,0,1,0,0,0,0,0,1,100,0,0,0,0,0
609017,B. Khoklouang,Grass,0,0,0,0,1,0,0,1,0,0,0,100,0,0
609017,B. Khoklouang,Herbs,0,1,1,0,4,0,0,6,16.6666666666667,16.6666666666667,0,66.6666666666667,0,0
609017,B. Khoklouang,Orchids,0,5,0,0,3,0,0,8,62.5,0,0,37.5,0,0
609017,B. Khoklouang,Palm,0,1,1,0,0,0,0,2,50,50,0,0,0,0
609017,B. Khoklouang,Peas,0,1,2,0,0,0,0,3,33.3333333333333,66.6666666666667,0,0,0,0
609017,B. Khoklouang,Shrubs,0,1,0,0,1,0,0,2,50,0,0,50,0,0
609017,B. Khoklouang,Tree/Shrub,0,3,4,0,2,0,0,9,33.3333333333333,44.4444444444444,0,22.2222222222222,0,0
609017,B. Khoklouang,Trees,0,4,1,0,2,0,1,8,50,12.5,0,25,0,12.5
609017,B. Khoklouang,Vines,0,2,0,0,2,0,0,4,50,0,0,50,0,0
609015,B. Tone,Bamboo,5803,5,1,0,0,0,0,6,83.3333333333333,16.6666666666667,0,0,0,0
609015,B. Tone,Trees,1304,8,0,0,0,0,0,8,100,0,0,0,0,0
609015,B. Tone,Tree/Shrub,1240,4,0,0,2,0,0,6,66.6666666666667,0,0,33.3333333333333,0,0
609015,B. Tone,Grass,1140,0,0,0,1,0,0,1,0,0,0,100,0,0
609015,B. Tone,Mushroom/Funghi,1060,7,0,0,6,0,0,13,53.8461538461538,0,0,46.1538461538462,0,0
609015,B. Tone,Peas,600,1,0,0,0,0,0,1,100,0,0,0,0,0
609015,B. Tone,Palm,480,3,0,0,0,0,0,3,100,0,0,0,0,0
609015,B. Tone,,436.5,4,0,0,1,0,0,5,80,0,0,20,0,0
609015,B. Tone,Rattan,400,1,0,0,0,0,0,1,100,0,0,0,0,0
609015,B. Tone,Vines,187,4,1,0,0,0,0,5,80,20,0,0,0,0
609015,B. Tone,Herbs,144,1,1,0,1,0,0,3,33.3333333333333,33.3333333333333,0,33.3333333333333,0,0
609015,B. Tone,Worms,100,0,0,1,0,0,0,1,0,0,100,0,0,0
609015,B. Tone,Shrubs,70,1,1,0,0,0,0,2,50,50,0,0,0,0
609015,B. Tone,Legume,10,1,0,0,0,0,0,1,100,0,0,0,0,0
609015,B. Tone,Cardamom,5,0,0,0,1,0,0,1,0,0,0,100,0,0
609015,B. Tone,Liana,5,1,0,0,0,0,0,1,100,0,0,0,0,0
609015,B. Tone,Orchids,0,4,0,0,0,0,0,4,100,0,0,0,0,0
609014,B. Houaytham,Mushroom/Funghi,5132,7,0,1,4,0,0,12,58.3333333333333,0,8.33333333333333,33.3333333333333,0,0
609014,B. Houaytham,Bamboo,4760,2,1,0,0,0,0,3,66.6666666666667,33.3333333333333,0,0,0,0
609014,B. Houaytham,Trees,2400,6,0,0,2,0,0,8,75,0,0,25,0,0
609014,B. Houaytham,Tree/Shrub,1415,4,1,0,1,0,0,6,66.6666666666667,16.6666666666667,0,16.6666666666667,0,0
609014,B. Houaytham,Vines,413,2,0,0,1,0,0,3,66.6666666666667,0,0,33.3333333333333,0,0
609014,B. Houaytham,Grass,340,0,0,0,1,0,0,1,0,0,0,100,0,0
609014,B. Houaytham,Herbs,195,1,0,0,1,0,0,2,50,0,0,50,0,0
609014,B. Houaytham,Orchids,102,0,0,0,1,0,0,1,0,0,0,100,0,0
609014,B. Houaytham,Hornet,77,4,0,0,0,0,0,4,100,0,0,0,0,0
609014,B. Houaytham,,68,1,0,0,0,0,0,1,100,0,0,0,0,0
609014,B. Houaytham,Bees,32,0,0,0,0,0,1,1,0,0,0,0,0,100
609014,B. Houaytham,Cardamom,30,1,0,0,0,0,0,1,100,0,0,0,0,0
609014,B. Houaytham,Worms,20,0,0,1,0,0,0,1,0,0,100,0,0,0
609014,B. Houaytham,Peas,15,1,0,0,0,0,0,1,100,0,0,0,0,0
609014,B. Houaytham,Rattan,15,1,0,0,0,0,0,1,100,0,0,0,0,0
609014,B. Houaytham,Palm,12,1,0,0,0,0,0,1,100,0,0,0,0,0
609012,Pak houay khor,Mushroom/Funghi,774.9,8,0,0,2,0,3,13,61.5384615384615,0,0,15.3846153846154,0,23.0769230769231
609012,Pak houay khor,Vines,50,1,0,0,0,0,0,1,100,0,0,0,0,0
609012,Pak houay khor,,0,1,0,0,0,0,0,1,100,0,0,0,0,0
609012,Pak houay khor,Bamboo,0,0,1,0,2,0,1,4,0,25,0,50,0,25
609012,Pak houay khor,Grass,0,1,0,0,0,0,0,1,100,0,0,0,0,0
609012,Pak houay khor,Hornet,0,3,0,0,0,0,0,3,100,0,0,0,0,0
609012,Pak houay khor,Orchids,0,6,0,0,0,0,0,6,100,0,0,0,0,0
609012,Pak houay khor,Tree/Shrub,0,1,0,0,0,0,0,1,100,0,0,0,0,0
609012,Pak houay khor,Trees,0,1,0,0,0,0,0,1,100,0,0,0,0,0
609010,B. Na ang,Trees,9869,6,1,0,3,0,0,10,60,10,0,30,0,0
609010,B. Na ang,Mushroom/Funghi,9334,6,1,1,3,0,0,11,54.5454545454545,9.09090909090909,9.09090909090909,27.2727272727273,0,0
609010,B. Na ang,Tree/Shrub,8415,1,2,0,2,0,0,5,20,40,0,40,0,0
609010,B. Na ang,Bamboo,7540,6,0,0,0,0,0,6,100,0,0,0,0,0
609010,B. Na ang,Legume,4650,1,0,0,0,0,0,1,100,0,0,0,0,0
609010,B. Na ang,Herbs,4188,2,1,0,1,0,0,4,50,25,0,25,0,0
609010,B. Na ang,Orchids,4007,3,0,0,1,0,0,4,75,0,0,25,0,0
609010,B. Na ang,Vines,3906,2,2,0,0,0,0,4,50,50,0,0,0,0
609010,B. Na ang,Grass,3000,0,0,0,1,0,0,1,0,0,0,100,0,0
609010,B. Na ang,,2790,1,0,0,0,0,0,1,100,0,0,0,0,0
609010,B. Na ang,Fern,1860,0,1,0,0,0,0,1,0,100,0,0,0,0
609010,B. Na ang,Palm,1200,1,0,0,0,0,0,1,100,0,0,0,0,0
609010,B. Na ang,Peas,930,1,0,0,0,0,0,1,100,0,0,0,0,0
609010,B. Na ang,Rattan,930,1,0,0,0,0,0,1,100,0,0,0,0,0
609010,B. Na ang,Shrubs,400,2,0,0,0,0,0,2,100,0,0,0,0,0
609010,B. Na ang,Hornet,150,5,0,0,0,0,0,5,100,0,0,0,0,0
609010,B. Na ang,Bees,50,2,0,0,1,0,0,3,66.6666666666667,0,0,33.3333333333333,0,0
609009,B. Lae,Mushroom/Funghi,2418,5,1,0,2,0,0,8,62.5,12.5,0,25,0,0
609009,B. Lae,Tree/Shrub,1515,0,0,0,2,0,0,2,0,0,0,100,0,0
609009,B. Lae,Bamboo,1280,0,0,3,0,0,0,3,0,0,100,0,0,0
609009,B. Lae,Herbs,1068,0,1,0,2,0,0,3,0,33.3333333333333,0,66.6666666666667,0,0
609009,B. Lae,Grass,740,0,0,0,2,0,0,2,0,0,0,100,0,0
609009,B. Lae,Trees,692,2,0,0,3,0,0,5,40,0,0,60,0,0
609009,B. Lae,Vines,242,1,0,0,2,0,0,3,33.3333333333333,0,0,66.6666666666667,0,0
609009,B. Lae,Peas,100,1,0,0,0,0,0,1,100,0,0,0,0,0
609009,B. Lae,Rattan,100,1,0,0,0,0,0,1,100,0,0,0,0,0
609009,B. Lae,Palm,50,2,0,0,0,0,0,2,100,0,0,0,0,0
609009,B. Lae,Hornet,40,0,0,0,3,0,0,3,0,0,0,100,0,0
609009,B. Lae,Worms,5,0,0,1,0,0,0,1,0,0,100,0,0,0
609009,B. Lae,Bees,4,2,0,0,0,0,0,2,100,0,0,0,0,0
609009,B. Lae,Liana,3,1,0,0,0,0,0,1,100,0,0,0,0,0
609009,B. Lae,Orchids,0,3,0,0,0,0,0,3,100,0,0,0,0,0
609007,B. Nangkang,,0,1,0,0,0,0,0,1,100,0,0,0,0,0
609007,B. Nangkang,Bamboo,0,2,2,0,0,0,0,4,50,50,0,0,0,0
609007,B. Nangkang,Cardamom,0,1,1,0,0,0,0,2,50,50,0,0,0,0
609007,B. Nangkang,Grass,0,0,0,0,0,0,1,1,0,0,0,0,0,100
609007,B. Nangkang,Herbs,0,2,1,0,2,0,0,5,40,20,0,40,0,0
609007,B. Nangkang,Hornet,0,1,0,0,0,0,0,1,100,0,0,0,0,0
609007,B. Nangkang,Legume,0,0,1,0,0,0,0,1,0,100,0,0,0,0
609007,B. Nangkang,Mushroom/Funghi,0,13,0,0,0,0,2,15,86.6666666666667,0,0,0,0,13.3333333333333
609007,B. Nangkang,Orchids,0,4,1,0,3,0,0,8,50,12.5,0,37.5,0,0
609007,B. Nangkang,Palm,0,2,0,0,0,0,0,2,100,0,0,0,0,0
609007,B. Nangkang,Peas,0,0,1,0,0,0,0,1,0,100,0,0,0,0
609007,B. Nangkang,Rattan,0,0,1,0,0,0,0,1,0,100,0,0,0,0
609007,B. Nangkang,Shrubs,0,3,0,0,0,0,0,3,100,0,0,0,0,0
609007,B. Nangkang,Tree/Shrub,0,4,2,0,0,0,0,6,66.6666666666667,33.3333333333333,0,0,0,0
609007,B. Nangkang,Trees,0,12,0,0,0,0,0,12,100,0,0,0,0,0
609007,B. Nangkang,Vines,0,4,4,0,0,0,0,8,50,50,0,0,0,0
609006,B. Houayhak,Bamboo,16562,1,1,1,3,0,0,6,16.6666666666667,16.6666666666667,16.6666666666667,50,0,0
609006,B. Houayhak,Grass,6720,0,0,0,1,0,0,1,0,0,0,100,0,0
609006,B. Houayhak,Mushroom/Funghi,4450,7,0,1,6,0,1,15,46.6666666666667,0,6.66666666666667,40,0,6.66666666666667
609006,B. Houayhak,Tree/Shrub,3102,1,1,0,2,0,0,4,25,25,0,50,0,0
609006,B. Houayhak,Herbs,2970,0,2,0,1,0,0,3,0,66.6666666666667,0,33.3333333333333,0,0
609006,B. Houayhak,Orchids,2400,2,0,0,0,0,0,2,100,0,0,0,0,0
609006,B. Houayhak,Trees,1880,2,1,0,2,0,0,5,40,20,0,40,0,0
609006,B. Houayhak,Palm,1060,2,1,0,1,0,0,4,50,25,0,25,0,0
609006,B. Houayhak,Rattan,480,0,0,0,1,0,0,1,0,0,0,100,0,0
609006,B. Houayhak,Worms,480,0,0,1,0,0,0,1,0,0,100,0,0,0
609006,B. Houayhak,Cardamom,400,1,0,0,0,0,0,1,100,0,0,0,0,0
609006,B. Houayhak,Vines,288,1,2,0,1,0,0,4,25,50,0,25,0,0
609006,B. Houayhak,Legume,192,0,0,0,1,0,0,1,0,0,0,100,0,0
609006,B. Houayhak,Peas,60,1,0,0,0,0,0,1,100,0,0,0,0,0
609006,B. Houayhak,,20,1,0,0,1,0,0,2,50,0,0,50,0,0
609006,B. Houayhak,Bees,10,1,0,0,0,0,0,1,100,0,0,0,0,0
609001,B. Kaenghang,Palm,13550,1,2,0,0,0,0,3,33.3333333333333,66.6666666666667,0,0,0,0
609001,B. Kaenghang,Tree/Shrub,11000,0,1,0,1,0,0,2,0,50,0,50,0,0
609001,B. Kaenghang,Mushroom/Funghi,8000,11,1,0,3,0,2,17,64.7058823529412,5.88235294117647,0,17.6470588235294,0,11.7647058823529
609001,B. Kaenghang,Bamboo,7355,4,2,0,2,0,0,8,50,25,0,25,0,0
609001,B. Kaenghang,Trees,3850,3,0,0,0,0,0,3,100,0,0,0,0,0
609001,B. Kaenghang,Orchids,3250,2,0,0,0,0,0,2,100,0,0,0,0,0
609001,B. Kaenghang,Grass,2750,0,0,0,1,0,0,1,0,0,0,100,0,0
609001,B. Kaenghang,,825,1,0,0,0,1,0,2,50,0,0,0,50,0
609001,B. Kaenghang,Vines,800,3,1,0,0,0,0,4,75,25,0,0,0,0
609001,B. Kaenghang,Peas,650,2,1,0,0,0,0,3,66.6666666666667,33.3333333333333,0,0,0,0
609001,B. Kaenghang,Herbs,550,1,0,0,0,0,0,1,100,0,0,0,0,0
609001,B. Kaenghang,Legume,275,1,0,0,0,0,0,1,100,0,0,0,0,0
609001,B. Kaenghang,Cardamom,125,0,1,0,0,0,0,1,0,100,0,0,0,0
609001,B. Kaenghang,Shrubs,50,0,1,0,0,0,0,1,0,100,0,0,0,0
608105,B. Tardthong,Bamboo,5441.4,8,1,2,0,0,0,11,72.7272727272727,9.09090909090909,18.1818181818182,0,0,0
608105,B. Tardthong,Tree/Shrub,4900,0,1,0,2,0,0,3,0,33.3333333333333,0,66.6666666666667,0,0
608105,B. Tardthong,Mushroom/Funghi,4263,6,0,0,0,1,0,7,85.7142857142857,0,0,0,14.2857142857143,0
608105,B. Tardthong,Grass,3500,0,0,0,1,0,0,1,0,0,0,100,0,0
