Vil_Code,Vil_Name,Taxon,all,forest,riparian,bamboo,bushfallow,uplandfield,others,Contrl,perc_forest,perc_ripar,perc_bamb,perc_bushf,perc_uplf,perc_oth
608105,B. Tardthong,Herbs,1675,1,4,0,1,1,0,7,14.2857142857143,57.1428571428571,0,14.2857142857143,14.2857142857143,0
608105,B. Tardthong,Vines,1410,1,0,0,2,0,0,3,33.3333333333333,0,0,66.6666666666667,0,0
608105,B. Tardthong,Peas,500,1,0,0,0,0,0,1,100,0,0,0,0,0
608105,B. Tardthong,Fern,365,0,1,0,0,0,0,1,0,100,0,0,0,0
608105,B. Tardthong,Worms,350,1,0,1,0,0,0,2,50,0,50,0,0,0
608105,B. Tardthong,Bees,280,0,0,1,0,0,0,1,0,0,100,0,0,0
608105,B. Tardthong,Aquatic plants,225,0,0,0,0,0,1,1,0,0,0,0,0,100
608105,B. Tardthong,Palm,225,1,0,0,0,0,0,1,100,0,0,0,0,0
608105,B. Tardthong,Trees,146,1,1,0,0,0,0,2,50,50,0,0,0,0
608105,B. Tardthong,,144,1,0,0,0,0,0,1,100,0,0,0,0,0
608105,B. Tardthong,Cardamom,20,1,1,0,0,0,0,2,50,50,0,0,0,0
608100,B. Kalongkong,Vines,10400,1,0,0,1,0,0,2,50,0,0,50,0,0
608100,B. Kalongkong,Bamboo,5200,1,0,0,0,0,0,1,100,0,0,0,0,0
608100,B. Kalongkong,Tree/Shrub,3432,1,0,0,2,0,1,4,25,0,0,50,0,25
608100,B. Kalongkong,Grass,1040,0,0,0,1,0,0,1,0,0,0,100,0,0
608100,B. Kalongkong,Worms,260,0,0,1,0,0,0,1,0,0,100,0,0,0
608094,B. Pakvang,Bamboo,8361,6,1,0,1,0,0,8,75,12.5,0,12.5,0,0
608094,B. Pakvang,Peas,3885,4,0,0,1,0,0,5,80,0,0,20,0,0
608094,B. Pakvang,Tree/Shrub,2084.6,7,2,0,2,0,1,12,58.3333333333333,16.6666666666667,0,16.6666666666667,0,8.33333333333333
608094,B. Pakvang,Mushroom/Funghi,1673,5,1,1,2,0,1,10,50,10,10,20,0,10
608094,B. Pakvang,Vines,1198,3,1,0,0,0,0,4,75,25,0,0,0,0
608094,B. Pakvang,Trees,1074,5,0,0,1,0,1,7,71.4285714285714,0,0,14.2857142857143,0,14.2857142857143
608094,B. Pakvang,Orchids,963,2,1,0,0,0,0,3,66.6666666666667,33.3333333333333,0,0,0,0
608094,B. Pakvang,,598,6,0,0,0,0,1,7,85.7142857142857,0,0,0,0,14.2857142857143
608094,B. Pakvang,Grass,568,0,1,0,1,0,1,3,0,33.3333333333333,0,33.3333333333333,0,33.3333333333333
608094,B. Pakvang,Herbs,568,2,0,0,0,0,1,3,66.6666666666667,0,0,0,0,33.3333333333333
608094,B. Pakvang,Fern,497,0,1,0,0,0,0,1,0,100,0,0,0,0
608094,B. Pakvang,Legume,425,3,0,0,0,0,0,3,100,0,0,0,0,0
608094,B. Pakvang,Liana,154.88,1,0,0,0,0,0,1,100,0,0,0,0,0
608094,B. Pakvang,Shrubs,72,1,0,0,0,0,0,1,100,0,0,0,0,0
608094,B. Pakvang,Cardamom,70,1,0,0,0,0,0,1,100,0,0,0,0,0
608094,B. Pakvang,Palm,60,1,0,0,0,0,0,1,100,0,0,0,0,0
608092,B. Donxai,Tree/Shrub,11060,0,0,0,2,0,0,2,0,0,0,100,0,0
608092,B. Donxai,Grass,5850,0,0,0,1,0,0,1,0,0,0,100,0,0
608092,B. Donxai,Worms,300,0,0,1,0,0,0,1,0,0,100,0,0,0
608091,B. Heuadoeui,Vines,10000,0,3,0,0,0,0,3,0,100,0,0,0,0
608091,B. Heuadoeui,Bamboo,6500,3,2,0,4,0,0,9,33.3333333333333,22.2222222222222,0,44.4444444444444,0,0
608091,B. Heuadoeui,Grass,2000,0,0,0,1,0,0,1,0,0,0,100,0,0
608091,B. Heuadoeui,Tree/Shrub,1900,2,3,0,3,0,0,8,25,37.5,0,37.5,0,0
608091,B. Heuadoeui,Mushroom/Funghi,1500,8,2,0,8,0,0,18,44.4444444444444,11.1111111111111,0,44.4444444444444,0,0
608091,B. Heuadoeui,Trees,1400,6,6,0,3,0,0,15,40,40,0,20,0,0
608091,B. Heuadoeui,,700,1,1,0,2,0,0,4,25,25,0,50,0,0
608091,B. Heuadoeui,Herbs,500,0,2,0,1,0,0,3,0,66.6666666666667,0,33.3333333333333,0,0
608091,B. Heuadoeui,Shrubs,400,0,2,0,2,0,0,4,0,50,0,50,0,0
608091,B. Heuadoeui,Palm,100,2,2,0,0,0,0,4,50,50,0,0,0,0
608091,B. Heuadoeui,Aquatic plants,0,0,2,0,0,0,0,2,0,100,0,0,0,0
608091,B. Heuadoeui,Bees,0,1,0,0,1,0,0,2,50,0,0,50,0,0
608091,B. Heuadoeui,Cardamom,0,1,1,0,0,0,0,2,50,50,0,0,0,0
608091,B. Heuadoeui,Ginger,0,1,0,0,0,0,0,1,100,0,0,0,0,0
608091,B. Heuadoeui,Hornet,0,2,0,0,2,0,0,4,50,0,0,50,0,0
608091,B. Heuadoeui,Orchids,0,3,0,0,0,0,0,3,100,0,0,0,0,0
608091,B. Heuadoeui,Peas,0,0,1,0,0,0,0,1,0,100,0,0,0,0
608091,B. Heuadoeui,Rhizomes,0,0,1,0,0,0,0,1,0,100,0,0,0,0
608091,B. Heuadoeui,Worms,0,0,0,1,0,0,0,1,0,0,100,0,0,0
608075,B. Houameung,Bamboo,7948,7,1,0,0,0,0,8,87.5,12.5,0,0,0,0
608075,B. Houameung,Tree/Shrub,5460,1,0,0,2,0,0,3,33.3333333333333,0,0,66.6666666666667,0,0
608075,B. Houameung,Herbs,4261,2,0,0,1,1,1,5,40,0,0,20,20,20
608075,B. Houameung,Grass,2340,0,0,0,1,0,0,1,0,0,0,100,0,0
608075,B. Houameung,Fern,790,0,1,0,0,1,0,2,0,50,0,0,50,0
608075,B. Houameung,Vines,784,3,0,0,1,0,0,4,75,0,0,25,0,0
608075,B. Houameung,Trees,632,3,0,0,1,0,0,4,75,0,0,25,0,0
608075,B. Houameung,Mushroom/Funghi,571.4,2,0,0,1,2,0,5,40,0,0,20,40,0
608075,B. Houameung,Worms,390,1,0,0,0,0,0,1,100,0,0,0,0,0
608075,B. Houameung,Legume,234,1,0,0,0,0,0,1,100,0,0,0,0,0
608075,B. Houameung,,78,0,0,0,0,0,1,1,0,0,0,0,0,100
608075,B. Houameung,Bees,40,0,0,0,1,0,0,1,0,0,0,100,0,0
608075,B. Houameung,Cardamom,23.4,1,0,0,0,0,0,1,100,0,0,0,0,0
608074,B. Sobchia,Mushroom/Funghi,1480,0,0,0,1,0,0,1,0,0,0,100,0,0
608074,B. Sobchia,Grass,1000,0,0,0,1,0,0,1,0,0,0,100,0,0
608074,B. Sobchia,Tree/Shrub,800,0,1,0,2,0,0,3,0,33.3333333333333,0,66.6666666666667,0,0
608074,B. Sobchia,Herbs,725,2,0,0,3,0,0,5,40,0,0,60,0,0
608074,B. Sobchia,Vines,674,2,2,0,0,0,0,4,50,50,0,0,0,0
608074,B. Sobchia,Fern,370,0,0,0,1,0,0,1,0,0,0,100,0,0
608074,B. Sobchia,Trees,268,1,0,0,1,0,0,2,50,0,0,50,0,0
608074,B. Sobchia,Aquatic plants,148,0,0,0,1,0,0,1,0,0,0,100,0,0
608074,B. Sobchia,Legume,74,0,0,0,1,0,0,1,0,0,0,100,0,0
608074,B. Sobchia,Cardamom,6,0,1,0,0,0,0,1,0,100,0,0,0,0
608064,B. Houaysiboua,Bamboo,5742,5,0,0,2,0,0,7,71.4285714285714,0,0,28.5714285714286,0,0
608064,B. Houaysiboua,Tree/Shrub,3915,0,2,0,1,0,0,3,0,66.6666666666667,0,33.3333333333333,0,0
608064,B. Houaysiboua,Grass,3480,0,0,0,1,0,0,1,0,0,0,100,0,0
608064,B. Houaysiboua,Herbs,3249,2,1,0,0,0,0,3,66.6666666666667,33.3333333333333,0,0,0,0
608064,B. Houaysiboua,Palm,1305,1,1,0,0,0,0,2,50,50,0,0,0,0
608064,B. Houaysiboua,Mushroom/Funghi,1131,6,0,0,0,0,0,6,100,0,0,0,0,0
608064,B. Houaysiboua,Fern,870,0,1,0,0,0,0,1,0,100,0,0,0,0
608064,B. Houaysiboua,Worms,870,0,0,1,0,0,0,1,0,0,100,0,0,0
608064,B. Houaysiboua,,696,1,0,0,0,1,0,2,50,0,0,0,50,0
608064,B. Houaysiboua,Vines,696,2,0,0,1,0,0,3,66.6666666666667,0,0,33.3333333333333,0,0
608064,B. Houaysiboua,Trees,348,1,0,0,0,0,0,1,100,0,0,0,0,0
608064,B. Houaysiboua,Peas,324,2,1,0,0,0,0,3,66.6666666666667,33.3333333333333,0,0,0,0
608064,B. Houaysiboua,Aquatic plants,174,0,1,0,0,0,0,1,0,100,0,0,0,0
608063,B. Houayloungsoung,Bamboo,2250,2,2,0,4,0,0,8,25,25,0,50,0,0
608063,B. Houayloungsoung,Vines,2050,3,0,0,1,0,0,4,75,0,0,25,0,0
608063,B. Houayloungsoung,Tree/Shrub,1100,5,2,0,1,0,0,8,62.5,25,0,12.5,0,0
608063,B. Houayloungsoung,Grass,1000,1,0,0,0,0,0,1,100,0,0,0,0,0
608063,B. Houayloungsoung,Trees,1000,5,1,0,3,0,0,9,55.5555555555556,11.1111111111111,0,33.3333333333333,0,0
608063,B. Houayloungsoung,Mushroom/Funghi,750,3,0,0,4,0,3,10,30,0,0,40,0,30
608063,B. Houayloungsoung,Herbs,500,4,3,0,1,0,1,9,44.4444444444444,33.3333333333333,0,11.1111111111111,0,11.1111111111111
608063,B. Houayloungsoung,,400,0,0,0,1,0,1,2,0,0,0,50,0,50
608063,B. Houayloungsoung,Palm,125,0,1,0,1,0,0,2,0,50,0,50,0,0
608063,B. Houayloungsoung,Cardamom,100,1,0,0,0,0,0,1,100,0,0,0,0,0
608063,B. Houayloungsoung,Fern,50,0,0,0,1,0,0,1,0,0,0,100,0,0
608063,B. Houayloungsoung,Shrubs,50,0,0,0,1,0,0,1,0,0,0,100,0,0
608063,B. Houayloungsoung,Legume,0,1,0,0,0,0,0,1,100,0,0,0,0,0
608063,B. Houayloungsoung,Orchids,0,1,0,0,0,0,0,1,100,0,0,0,0,0
608061,B. Houaychia,Bamboo,3623,6,0,0,0,0,0,6,100,0,0,0,0,0
608061,B. Houaychia,Grass,2450,1,0,0,1,0,0,2,50,0,0,50,0,0
608061,B. Houaychia,Vines,2043,3,0,0,2,0,0,5,60,0,0,40,0,0
608061,B. Houaychia,Mushroom/Funghi,2003.5,11,0,0,1,0,1,13,84.6153846153846,0,0,7.69230769230769,0,7.69230769230769
608061,B. Houaychia,Tree/Shrub,1470,0,0,0,2,0,0,2,0,0,0,100,0,0
608061,B. Houaychia,Herbs,1467.5,3,7,0,0,0,0,10,30,70,0,0,0,0
608061,B. Houaychia,Peas,786,2,1,0,1,0,0,4,50,25,0,25,0,0
608061,B. Houaychia,Palm,730,2,0,0,0,0,0,2,100,0,0,0,0,0
608061,B. Houaychia,,514.5,4,0,0,0,0,0,4,100,0,0,0,0,0
608061,B. Houaychia,Shrubs,450,0,1,0,0,0,0,1,0,100,0,0,0,0
608061,B. Houaychia,Worms,405,1,0,1,0,0,1,3,33.3333333333333,0,33.3333333333333,0,0,33.3333333333333
608061,B. Houaychia,Fern,343,0,2,0,0,0,0,2,0,100,0,0,0,0
608061,B. Houaychia,Liana,245,1,0,0,0,0,0,1,100,0,0,0,0,0
608061,B. Houaychia,Trees,184,2,2,0,0,0,0,4,50,50,0,0,0,0
608061,B. Houaychia,Rattan,147,1,1,0,0,0,0,2,50,50,0,0,0,0
608061,B. Houaychia,Orchids,50,1,0,0,0,0,0,1,100,0,0,0,0,0
608061,B. Houaychia,Cardamom,44.5,2,2,0,0,0,0,4,50,50,0,0,0,0
608053,B. Houaykhing,Vines,105000,1,0,0,0,0,0,1,100,0,0,0,0,0
608053,B. Houaykhing,Mushroom/Funghi,21500,0,0,0,2,0,0,2,0,0,0,100,0,0
608053,B. Houaykhing,Tree/Shrub,12000,0,1,0,1,0,0,2,0,50,0,50,0,0
608053,B. Houaykhing,Grass,10500,1,0,0,0,0,0,1,100,0,0,0,0,0
608053,B. Houaykhing,Orchids,3060,3,0,0,0,0,0,3,100,0,0,0,0,0
608053,B. Houaykhing,Herbs,2000,1,0,0,0,0,0,1,100,0,0,0,0,0
608053,B. Houaykhing,Worms,1350,0,1,0,0,0,0,1,0,100,0,0,0,0
608053,B. Houaykhing,Rhizomes,250,1,1,0,0,0,0,2,50,50,0,0,0,0
608045,B. Viengjaleun,Bamboo,2220,0,1,1,0,0,0,2,0,50,50,0,0,0
608045,B. Viengjaleun,Herbs,666,1,0,0,0,0,0,1,100,0,0,0,0,0
608045,B. Viengjaleun,Tree/Shrub,600,0,0,0,1,0,0,1,0,0,0,100,0,0
608045,B. Viengjaleun,Worms,444,0,1,1,0,0,0,2,0,50,50,0,0,0
608045,B. Viengjaleun,Trees,333,1,0,0,0,0,0,1,100,0,0,0,0,0
608045,B. Viengjaleun,Vines,300,2,0,0,0,0,0,2,100,0,0,0,0,0
608045,B. Viengjaleun,Mushroom/Funghi,222,1,0,0,0,0,0,1,100,0,0,0,0,0
608045,B. Viengjaleun,Grass,120,0,0,0,1,0,0,1,0,0,0,100,0,0
608045,B. Viengjaleun,Ginger,80,1,0,0,0,0,0,1,100,0,0,0,0,0
608040,B. Donekham,Tree/Shrub,14280,8,1,0,0,0,1,10,80,10,0,0,0,10
608040,B. Donekham,Mushroom/Funghi,11970,6,1,0,3,1,4,15,40,6.66666666666667,0,20,6.66666666666667,26.6666666666667
608040,B. Donekham,Orchids,11700,9,0,0,0,0,0,9,100,0,0,0,0,0
608040,B. Donekham,Rattan,10000,1,0,0,0,0,0,1,100,0,0,0,0,0
608040,B. Donekham,Bamboo,9580,6,1,0,0,0,0,7,85.7142857142857,14.2857142857143,0,0,0,0
608040,B. Donekham,Herbs,4700,6,3,0,0,0,0,9,66.6666666666667,33.3333333333333,0,0,0,0
608040,B. Donekham,Legume,4365,4,0,0,0,0,0,4,100,0,0,0,0,0
608040,B. Donekham,Vines,3622,4,1,0,0,0,1,6,66.6666666666667,16.6666666666667,0,0,0,16.6666666666667
608040,B. Donekham,Trees,3585,9,0,0,0,0,0,9,100,0,0,0,0,0
608040,B. Donekham,,2660,0,0,0,1,0,2,3,0,0,0,33.3333333333333,0,66.6666666666667
608040,B. Donekham,Peas,2550,1,0,0,1,0,0,2,50,0,0,50,0,0
608040,B. Donekham,Aquatic plants,1600,0,1,0,0,0,1,2,0,50,0,0,0,50
608040,B. Donekham,Grass,1200,0,0,0,1,0,0,1,0,0,0,100,0,0
608040,B. Donekham,Fern,320,0,0,0,1,0,0,1,0,0,0,100,0,0
608040,B. Donekham,Cardamom,300,1,0,0,0,0,0,1,100,0,0,0,0,0
608040,B. Donekham,Shrubs,270,2,1,0,0,0,0,3,66.6666666666667,33.3333333333333,0,0,0,0
608040,B. Donekham,Palm,268,3,0,0,0,0,1,4,75,0,0,0,0,25
608040,B. Donekham,Resin,60,1,0,0,0,0,0,1,100,0,0,0,0,0
608039,B. Sobhout,Bamboo,29420,4,0,0,0,0,0,4,100,0,0,0,0,0
608039,B. Sobhout,Trees,6508,8,0,0,1,0,0,9,88.8888888888889,0,0,11.1111111111111,0,0
608039,B. Sobhout,Orchids,4880,8,0,0,0,0,0,8,100,0,0,0,0,0
608039,B. Sobhout,Tree/Shrub,2249,4,2,0,0,0,1,7,57.1428571428571,28.5714285714286,0,0,0,14.2857142857143
608039,B. Sobhout,Mushroom/Funghi,2136,6,0,0,2,0,1,9,66.6666666666667,0,0,22.2222222222222,0,11.1111111111111
608039,B. Sobhout,Vines,1756,5,0,0,3,0,1,9,55.5555555555556,0,0,33.3333333333333,0,11.1111111111111
608039,B. Sobhout,Herbs,1538,2,2,0,1,0,0,5,40,40,0,20,0,0
608039,B. Sobhout,Peas,1068,2,0,0,0,0,0,2,100,0,0,0,0,0
608039,B. Sobhout,Palm,558,3,2,0,0,0,1,6,50,33.3333333333333,0,0,0,16.6666666666667
608039,B. Sobhout,Shrubs,415,1,1,0,0,0,0,2,50,50,0,0,0,0
608039,B. Sobhout,,210,3,0,0,2,0,2,7,42.8571428571429,0,0,28.5714285714286,0,28.5714285714286
608039,B. Sobhout,Grass,180,0,0,0,1,0,0,1,0,0,0,100,0,0
608039,B. Sobhout,Legume,119,1,1,0,0,0,0,2,50,50,0,0,0,0
608039,B. Sobhout,Aquatic plants,100,0,1,0,0,0,0,1,0,100,0,0,0,0
608039,B. Sobhout,Cardamom,18,1,0,0,0,0,0,1,100,0,0,0,0,0
608039,B. Sobhout,Liana,10,1,0,0,0,0,0,1,100,0,0,0,0,0
608038,B. Houaypha,Bamboo,14260,8,2,4,2,1,0,17,47.0588235294118,11.7647058823529,23.5294117647059,11.7647058823529,5.88235294117647,0
608038,B. Houaypha,Herbs,8598,4,1,0,3,0,0,8,50,12.5,0,37.5,0,0
608038,B. Houaypha,Orchids,8318,7,0,0,0,0,0,7,100,0,0,0,0,0
608038,B. Houaypha,Vines,5345,4,0,0,1,0,0,5,80,0,0,20,0,0
608038,B. Houaypha,Peas,4160,2,0,0,1,0,0,3,66.6666666666667,0,0,33.3333333333333,0,0
608038,B. Houaypha,Palm,3300,2,0,0,0,0,0,2,100,0,0,0,0,0
608038,B. Houaypha,Rattan,2430,1,0,0,0,0,0,1,100,0,0,0,0,0
608038,B. Houaypha,Trees,2311,8,1,0,1,0,0,10,80,10,0,10,0,0
608038,B. Houaypha,Tree/Shrub,1446,6,0,0,2,0,0,8,75,0,0,25,0,0
608038,B. Houaypha,Mushroom/Funghi,1055,4,0,1,1,0,1,7,57.1428571428571,0,14.2857142857143,14.2857142857143,0,14.2857142857143
608038,B. Houaypha,Grass,810,0,0,0,1,0,0,1,0,0,0,100,0,0
608038,B. Houaypha,Fern,405,0,0,0,1,0,0,1,0,0,0,100,0,0
608038,B. Houaypha,Worms,405,1,0,1,0,0,0,2,50,0,50,0,0,0
608038,B. Houaypha,Cardamom,189,1,0,0,0,0,0,1,100,0,0,0,0,0
608038,B. Houaypha,Legume,176,2,1,1,1,0,0,5,40,20,20,20,0,0
608038,B. Houaypha,,150,1,0,0,0,0,0,1,100,0,0,0,0,0
608038,B. Houaypha,Liana,10,1,0,0,0,0,0,1,100,0,0,0,0,0
608037,B. Hadchong,Trees,6496,8,0,0,1,0,1,10,80,0,0,10,0,10
608037,B. Hadchong,Bamboo,5760,4,1,0,0,0,0,5,80,20,0,0,0,0
608037,B. Hadchong,Tree/Shrub,5603.2,3,1,0,2,0,2,8,37.5,12.5,0,25,0,25
608037,B. Hadchong,Herbs,3712,4,0,0,0,0,0,4,100,0,0,0,0,0
608037,B. Hadchong,Orchids,2554,4,0,0,0,0,1,5,80,0,0,0,0,20
608037,B. Hadchong,Vines,1366,4,0,0,1,0,0,5,80,0,0,20,0,0
608037,B. Hadchong,Mushroom/Funghi,896,2,1,0,2,0,0,5,40,20,0,40,0,0
608037,B. Hadchong,Peas,640,1,0,0,0,0,0,1,100,0,0,0,0,0
608037,B. Hadchong,Shrubs,600,0,0,1,1,1,0,3,0,0,33.3333333333333,33.3333333333333,33.3333333333333,0
608037,B. Hadchong,Palm,360,1,0,0,0,0,0,1,100,0,0,0,0,0
608037,B. Hadchong,Fern,320,0,0,0,0,0,1,1,0,0,0,0,0,100
608037,B. Hadchong,Grass,320,0,0,0,0,0,1,1,0,0,0,0,0,100
608037,B. Hadchong,Legume,320,1,0,0,0,0,0,1,100,0,0,0,0,0
608037,B. Hadchong,,64,0,0,0,1,0,0,1,0,0,0,100,0,0
608037,B. Hadchong,Rhizomes,64,1,0,0,0,0,0,1,100,0,0,0,0,0
608037,B. Hadchong,Cardamom,30,1,0,0,0,0,1,2,50,0,0,0,0,50
608037,B. Hadchong,Liana,0.5,0,0,0,0,0,1,1,0,0,0,0,0,100
608035,Done ngeun,Orchids,27010,10,0,0,0,0,1,11,90.9090909090909,0,0,0,0,9.09090909090909
608035,Done ngeun,Tree/Shrub,15585,5,0,0,1,0,1,7,71.4285714285714,0,0,14.2857142857143,0,14.2857142857143
608035,Done ngeun,Bamboo,6016,6,0,0,0,0,1,7,85.7142857142857,0,0,0,0,14.2857142857143
608035,Done ngeun,Herbs,3380,5,1,0,0,0,5,11,45.4545454545455,9.09090909090909,0,0,0,45.4545454545455
608035,Done ngeun,Mushroom/Funghi,2828,2,0,0,0,0,5,7,28.5714285714286,0,0,0,0,71.4285714285714
608035,Done ngeun,Peas,2101,1,0,0,0,0,1,2,50,0,0,0,0,50
608035,Done ngeun,Rhizomes,2020,1,0,0,0,0,0,1,100,0,0,0,0,0
608035,Done ngeun,Trees,1866,8,0,1,0,0,0,9,88.8888888888889,0,11.1111111111111,0,0,0
608035,Done ngeun,Palm,1540,2,0,0,0,0,0,2,100,0,0,0,0,0
608035,Done ngeun,Vines,1515,4,1,1,1,0,0,7,57.1428571428571,14.2857142857143,14.2857142857143,14.2857142857143,0,0
608035,Done ngeun,Grass,1500,0,0,0,0,0,1,1,0,0,0,0,0,100
608035,Done ngeun,,808,2,0,1,0,0,0,3,66.6666666666667,0,33.3333333333333,0,0,0
608035,Done ngeun,Cardamom,505,1,0,0,0,0,0,1,100,0,0,0,0,0
608035,Done ngeun,Aquatic plants,404,0,0,0,0,0,2,2,0,0,0,0,0,100
608035,Done ngeun,Shrubs,404,2,0,0,0,0,1,3,66.6666666666667,0,0,0,0,33.3333333333333
608035,Done ngeun,Fern,202,0,1,0,0,0,0,1,0,100,0,0,0,0
608035,Done ngeun,Legume,202,1,0,0,0,0,0,1,100,0,0,0,0,0
608035,Done ngeun,Liana,101,1,0,0,0,0,0,1,100,0,0,0,0,0
608035,Done ngeun,Rattan,101,1,0,0,0,0,0,1,100,0,0,0,0,0
608013,B. Chomchieng,Bamboo,62930,1,4,1,1,0,0,7,14.2857142857143,57.1428571428571,14.2857142857143,14.2857142857143,0,0
608013,B. Chomchieng,Palm,52330,3,0,0,0,0,0,3,100,0,0,0,0,0
608013,B. Chomchieng,Tree/Shrub,16875,2,2,0,7,0,0,11,18.1818181818182,18.1818181818182,0,63.6363636363636,0,0
608013,B. Chomchieng,Mushroom/Funghi,14205,2,0,0,1,0,8,11,18.1818181818182,0,0,9.09090909090909,0,72.7272727272727
608013,B. Chomchieng,Vines,12508,3,1,0,4,0,0,8,37.5,12.5,0,50,0,0
608013,B. Chomchieng,Herbs,8329,3,1,0,4,0,0,8,37.5,12.5,0,50,0,0
608013,B. Chomchieng,Trees,7144,9,1,0,5,0,0,15,60,6.66666666666667,0,33.3333333333333,0,0
608013,B. Chomchieng,Peas,4340,1,0,0,0,0,0,1,100,0,0,0,0,0
608013,B. Chomchieng,Orchids,4100,4,0,0,0,0,0,4,100,0,0,0,0,0
608013,B. Chomchieng,Grass,3755,1,0,0,1,0,0,2,50,0,0,50,0,0
608013,B. Chomchieng,,2654,0,0,1,1,0,1,3,0,0,33.3333333333333,33.3333333333333,0,33.3333333333333
608013,B. Chomchieng,Cardamom,2170,1,0,0,0,0,0,1,100,0,0,0,0,0
608013,B. Chomchieng,Shrubs,1736,1,0,0,1,0,0,2,50,0,0,50,0,0
608013,B. Chomchieng,Worms,1085,1,0,1,0,0,0,2,50,0,50,0,0,0
608013,B. Chomchieng,Hornet,600,2,0,0,2,0,0,4,50,0,0,50,0,0
608013,B. Chomchieng,Legume,437,1,0,0,1,0,0,2,50,0,0,50,0,0
608013,B. Chomchieng,Rattan,250,1,0,0,0,0,0,1,100,0,0,0,0,0
608013,B. Chomchieng,Bees,150,2,0,0,0,0,0,2,100,0,0,0,0,0
608012,B. Houaydong,Grass,4300,0,0,0,1,0,0,1,0,0,0,100,0,0
608012,B. Houaydong,Bamboo,3268,7,0,0,0,0,0,7,100,0,0,0,0,0
608012,B. Houaydong,Vines,2236,1,0,0,3,0,0,4,25,0,0,75,0,0
608012,B. Houaydong,Herbs,1720,1,5,0,1,0,0,7,14.2857142857143,71.4285714285714,0,14.2857142857143,0,0
608012,B. Houaydong,Mushroom/Funghi,1462,6,0,0,1,0,0,7,85.7142857142857,0,0,14.2857142857143,0,0
608012,B. Houaydong,Tree/Shrub,1290,0,0,0,2,0,0,2,0,0,0,100,0,0
608012,B. Houaydong,Peas,708,2,0,0,1,0,0,3,66.6666666666667,0,0,33.3333333333333,0,0
608012,B. Houaydong,Worms,688,1,0,1,0,0,0,2,50,0,50,0,0,0
608012,B. Houaydong,Palm,440,2,0,0,0,0,0,2,100,0,0,0,0,0
608012,B. Houaydong,,430,1,0,0,1,0,0,2,50,0,0,50,0,0
608012,B. Houaydong,Fern,430,0,1,0,0,0,0,1,0,100,0,0,0,0
608012,B. Houaydong,Trees,258,1,1,0,0,0,0,2,50,50,0,0,0,0
608012,B. Houaydong,Cardamom,10,1,0,0,0,0,0,1,100,0,0,0,0,0
608011,B. Naphieng,Herbs,15113,4,1,0,1,1,1,8,50,12.5,0,12.5,12.5,12.5
608011,B. Naphieng,Orchids,7360,6,0,0,0,0,1,7,85.7142857142857,0,0,0,0,14.2857142857143
608011,B. Naphieng,Peas,6852,2,0,0,0,0,1,3,66.6666666666667,0,0,0,0,33.3333333333333
608011,B. Naphieng,Bamboo,6820,3,0,1,2,0,1,7,42.8571428571429,0,14.2857142857143,28.5714285714286,0,14.2857142857143
608011,B. Naphieng,Trees,4494,8,0,0,0,0,3,11,72.7272727272727,0,0,0,0,27.2727272727273
608011,B. Naphieng,Vines,4066,2,2,0,0,0,1,5,40,40,0,0,0,20
608011,B. Naphieng,Mushroom/Funghi,2566,3,0,1,4,2,1,11,27.2727272727273,0,9.09090909090909,36.3636363636364,18.1818181818182,9.09090909090909
608011,B. Naphieng,Worms,2130,0,0,1,0,0,0,1,0,0,100,0,0,0
608011,B. Naphieng,Palm,1746,1,0,0,0,0,3,4,25,0,0,0,0,75
608011,B. Naphieng,Tree/Shrub,1658,3,1,1,1,0,1,7,42.8571428571429,14.2857142857143,14.2857142857143,14.2857142857143,0,14.2857142857143
608011,B. Naphieng,,920,1,0,0,1,1,1,4,25,0,0,25,25,25
608011,B. Naphieng,Grass,700,1,0,0,1,0,0,2,50,0,0,50,0,0
608011,B. Naphieng,Legume,355,0,0,0,0,0,1,1,0,0,0,0,0,100
608011,B. Naphieng,Hornet,300,0,0,0,0,0,1,1,0,0,0,0,0,100
608011,B. Naphieng,Rattan,300,1,0,0,0,0,0,1,100,0,0,0,0,0
608011,B. Naphieng,Shrubs,213,1,0,0,0,0,0,1,100,0,0,0,0,0
608011,B. Naphieng,Cardamom,100,1,0,0,0,0,0,1,100,0,0,0,0,0
608011,B. Naphieng,Liana,90,1,0,0,1,0,0,2,50,0,0,50,0,0
608011,B. Naphieng,Bees,60,1,0,0,0,0,0,1,100,0,0,0,0,0
608011,B. Naphieng,Rhizomes,30,1,0,0,0,0,0,1,100,0,0,0,0,0
608011,B. Naphieng,Aquatic plants,24,1,0,0,0,0,0,1,100,0,0,0,0,0
605165,Lak 50,Bamboo,12180,2,1,0,0,0,0,3,66.6666666666667,33.3333333333333,0,0,0,0
605165,Lak 50,Cardamom,6036,1,1,0,0,0,0,2,50,50,0,0,0,0
605165,Lak 50,Tree/Shrub,3600,0,2,0,0,0,1,3,0,66.6666666666667,0,0,0,33.3333333333333
605165,Lak 50,Rattan,3000,0,1,0,0,0,0,1,0,100,0,0,0,0
605165,Lak 50,Rhizomes,900,0,0,0,0,0,1,1,0,0,0,0,0,100
605165,Lak 50,Mushroom/Funghi,780,2,0,0,4,0,1,7,28.5714285714286,0,0,57.1428571428571,0,14.2857142857143
605165,Lak 50,,600,0,0,0,1,0,1,2,0,0,0,50,0,50
