"","Vil_Code","PCODE","Pname","DCODE","Dname","KCODE","Kname","Vil_Name","SciName","Taxonomy","sell","use","food","medicine","CHECK","Qty_sell","Qty_use","Qty_food","Qty_med","Inc_sell","Inc_use","Inc_food","Inc_medicine","No_HH","Qty_p_HH","Qty","PPU_LAK","PPU_USD","Income_USD","Time_Travel","Status_en","Status_rel","Status_abs","Reason_en","Forest","Riparian","bamboo","bush_fallow","upland_field","others","CHECK_2","Qty_For","Qty_Rip","Qty_Bam","Qty_Bfa","Qty_UpF","Qty_Oth","Inc_For","Inc_Rip","Inc_Bam","Inc_Bfa","Inc_UpF","Inc_Oth","For_sell_inc","For_use_inc","For_food_inc","For_med_inc","Rip_sell_inc","Rip_use_inc","Rip_food_inc","Rip_med_inc","bam_sell_inc","Bam_use_inc","Bam_food_inc","Bam_med_inc","Bfa_sell_inc","Bfa_use_inc","Bfa_food_inc","Bfa_med_inc","UpF_sell_inc","UpF_use_inc","UpF_food_inc","UpF_med_inc","Oth_sell_inc","Oth_use_inc","Oth_food_inc","Oth_med_inc"
"867",605046,6,"Louangphabang",605,"Nambak",60502,"Nagnang","B. Vienghinsung","Calamus tetradactylus","Pea",0,0,1,0,1,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,"120",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"868",605046,6,"Louangphabang",605,"Nambak",60502,"Nagnang","B. Vienghinsung","Thysanolaena latifolia","Grass",1,1,0,0,2,6600,6600,0,0,6600,6600,0,0,132,100,13200,8000,1,13200,"60",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"869",605046,6,"Louangphabang",605,"Nambak",60502,"Nagnang","B. Vienghinsung",NA,"",1,0,0,0,1,20,0,0,0,750,0,0,0,20,1,20,300000,37.5,750,"120",NA,80,80,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"870",605046,6,"Louangphabang",605,"Nambak",60502,"Nagnang","B. Vienghinsung","Arenga westerhoutii","Palm",0,0,1,0,1,0,0,10,0,0,0,0,0,10,1,10,0,0,0,"60",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"871",605046,6,"Louangphabang",605,"Nambak",60502,"Nagnang","B. Vienghinsung","Omphisa fuscidentalis","Worm",0,0,1,0,1,0,0,660,0,0,0,8250,0,132,5,660,100000,12.5,8250,"120",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"872",605046,6,"Louangphabang",605,"Nambak",60502,"Nagnang","B. Vienghinsung","Bambusa sp.","Bamboo",0,0,1,0,1,0,0,3960,0,0,0,0,0,132,30,3960,0,0,0,"60",NA,80,80,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"873",605046,6,"Louangphabang",605,"Nambak",60502,"Nagnang","B. Vienghinsung","Artocarpus Lacucha","Tree",0,0,1,0,1,0,0,20,0,0,0,0,0,10,2,20,0,0,0,"120",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"874",605046,6,"Louangphabang",605,"Nambak",60502,"Nagnang","B. Vienghinsung","Dendrobium chrysotoxum","Orchid",1,0,0,0,1,20,0,0,0,15,0,0,0,10,2,20,6000,0.75,15,"120",NA,70,70,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"875",605046,6,"Louangphabang",605,"Nambak",60502,"Nagnang","B. Vienghinsung","Broussonetia papyrifera","Tree/Shrub",0,0,1,0,1,0,0,132,0,0,0,0,0,132,1,132,0,0,0,"90",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"876",605046,6,"Louangphabang",605,"Nambak",60502,"Nagnang","B. Vienghinsung",NA,"",1,0,0,1,2,1500,0,0,1500,1125,0,0,1125,60,50,3000,6000,0.75,2250,"60",NA,50,50,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"877",605046,6,"Louangphabang",605,"Nambak",60502,"Nagnang","B. Vienghinsung",NA,"",0,0,1,0,1,0,0,750,0,0,0,468.75,0,50,15,750,5000,0.625,468.75,"10",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"878",605046,6,"Louangphabang",605,"Nambak",60502,"Nagnang","B. Vienghinsung",NA,"",1,0,1,0,2,64,0,64,0,56,0,56,0,32,4,128,7000,0.875,112,"20",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"879",605046,6,"Louangphabang",605,"Nambak",60502,"Nagnang","B. Vienghinsung","Spondias axillaris","Tree",0,0,1,0,1,0,0,10,0,0,0,0,0,10,1,10,0,0,0,"60",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"880",605046,6,"Louangphabang",605,"Nambak",60502,"Nagnang","B. Vienghinsung",NA,"",0,0,1,0,1,0,0,40,0,0,0,0,0,40,1,40,0,0,0,"20",NA,20,20,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"881",605046,6,"Louangphabang",605,"Nambak",60502,"Nagnang","B. Vienghinsung",NA,"",0,0,1,0,1,0,0,40,0,0,0,0,0,40,1,40,0,0,0,"60",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"882",605046,6,"Louangphabang",605,"Nambak",60502,"Nagnang","B. Vienghinsung","Schizophyllum commune","Mushroom/Funghi",0,0,1,0,1,0,0,396,0,0,0,0,0,132,3,396,0,0,0,"60",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"883",605046,6,"Louangphabang",605,"Nambak",60502,"Nagnang","B. Vienghinsung",NA,"",0,0,1,0,1,0,0,500,0,0,0,312.5,0,50,10,500,5000,0.625,312.5,"30",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"884",605046,6,"Louangphabang",605,"Nambak",60502,"Nagnang","B. Vienghinsung","Smilax glabra","Climbing vine",1,0,0,0,1,6000,0,0,0,2250,0,0,0,30,200,6000,3000,0.375,2250,"60",NA,30,30,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"885",605046,6,"Louangphabang",605,"Nambak",60502,"Nagnang","B. Vienghinsung",NA,"",1,1,0,0,2,3960,3960,0,0,3960,3960,0,0,132,60,7920,8000,1,7920,"90",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"886",605046,6,"Louangphabang",605,"Nambak",60502,"Nagnang","B. Vienghinsung","Gigantochloa parviflora","Bamboo",0,0,1,0,1,0,0,1980,0,0,0,0,0,132,15,1980,0,0,0,"60",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"887",605046,6,"Louangphabang",605,"Nambak",60502,"Nagnang","B. Vienghinsung",NA,"",0,0,1,0,1,0,0,132,0,0,0,0,0,132,1,132,0,0,0,"60",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"888",605046,6,"Louangphabang",605,"Nambak",60502,"Nagnang","B. Vienghinsung",NA,"",0,0,1,0,1,0,0,132,0,0,0,0,0,132,1,132,0,0,0,"60",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"889",605046,6,"Louangphabang",605,"Nambak",60502,"Nagnang","B. Vienghinsung",NA,"",1,0,0,1,2,50,0,0,50,1625,0,0,1625,20,5,100,260000,32.5,3250,"300",NA,50,50,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"890",605046,6,"Louangphabang",605,"Nambak",60502,"Nagnang","B. Vienghinsung","Amaranthus sp.","Herb",0,0,1,0,1,0,0,264,0,0,0,0,0,132,2,264,0,0,0,"30",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"891",605046,6,"Louangphabang",605,"Nambak",60502,"Nagnang","B. Vienghinsung","Calamus sp.","Pea",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,"120",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"892",605046,6,"Louangphabang",605,"Nambak",60502,"Nagnang","B. Vienghinsung","Dendrocalamus hamiltonii","Bamboo",0,0,1,0,1,0,0,3960,0,0,0,0,0,132,30,3960,0,0,0,"120",NA,50,50,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"893",605046,6,"Louangphabang",605,"Nambak",60502,"Nagnang","B. Vienghinsung","Erythropalum scandens","Liana",0,0,1,0,1,0,0,132,0,0,0,0,0,132,1,132,0,0,0,"60",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"894",605046,6,"Louangphabang",605,"Nambak",60502,"Nagnang","B. Vienghinsung","Daemonorops jenkinsiana","Rattan",0,0,1,0,1,0,0,60,0,0,0,0,0,30,2,60,0,0,0,"120",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"895",605046,6,"Louangphabang",605,"Nambak",60502,"Nagnang","B. Vienghinsung","Amomum villosum","Cardamom",1,0,0,1,2,660,0,0,660,6600,0,0,6600,132,10,1320,80000,10,13200,"120",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"896",605046,6,"Louangphabang",605,"Nambak",60502,"Nagnang","B. Vienghinsung","Russula densifolia","Mushroom/Funghi",1,0,1,0,2,990,0,990,0,866.25,0,866.25,0,132,15,1980,7000,0.875,1732.5,"20",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"897",605046,6,"Louangphabang",605,"Nambak",60502,"Nagnang","B. Vienghinsung","Musa acuminata","Herb",0,0,1,0,1,0,0,1320,0,0,0,0,0,132,10,1320,0,0,0,"60",NA,30,30,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"898",605046,6,"Louangphabang",605,"Nambak",60502,"Nagnang","B. Vienghinsung","Croton sp.","Tree/Shrub",0,0,1,0,1,0,0,15000,0,0,0,1875,0,30,500,15000,1000,0.125,1875,"120",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"899",605046,6,"Louangphabang",605,"Nambak",60502,"Nagnang","B. Vienghinsung","Artocarpus Lacucha","Tree",0,0,1,0,1,0,0,132,0,0,0,0,0,132,1,132,0,0,0,"30",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"900",605046,6,"Louangphabang",605,"Nambak",60502,"Nagnang","B. Vienghinsung","Schizostachyum blumei","Bamboo",0,0,1,0,1,0,0,1320,0,0,0,0,0,132,10,1320,0,0,0,"60",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"901",605046,6,"Louangphabang",605,"Nambak",60502,"Nagnang","B. Vienghinsung","Broussonetia papyrifera","Tree/Shrub",1,1,0,0,2,6600,6600,0,0,4125,4125,0,0,132,100,13200,5000,0.625,8250,"120",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"902",605046,6,"Louangphabang",605,"Nambak",60502,"Nagnang","B. Vienghinsung","Termitomyces indicus","Mushroom/Funghi",0,0,1,0,1,0,0,132,0,0,0,0,0,132,1,132,0,0,0,"10",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"903",605046,6,"Louangphabang",605,"Nambak",60502,"Nagnang","B. Vienghinsung","Centella asiatica","Herb",0,0,1,0,1,0,0,660,0,0,0,0,0,132,5,660,0,0,0,"60",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"904",605046,6,"Louangphabang",605,"Nambak",60502,"Nagnang","B. Vienghinsung","Nephelium hypoleucum","Tree",0,0,1,0,1,0,0,30,0,0,0,0,0,30,1,30,0,0,0,"60",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"905",605046,6,"Louangphabang",605,"Nambak",60502,"Nagnang","B. Vienghinsung","Chrysophylum sp.","Tree/Shrub",0,0,1,0,1,0,0,20,0,0,0,0,0,20,1,20,0,0,0,"90",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"906",605046,6,"Louangphabang",605,"Nambak",60502,"Nagnang","B. Vienghinsung","Phyllostachys sp.","Bamboo",0,0,1,0,1,0,0,1320,0,0,0,0,0,132,10,1320,0,0,0,"30",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"907",605046,6,"Louangphabang",605,"Nambak",60502,"Nagnang","B. Vienghinsung",NA,"",1,0,0,0,1,39600,0,0,0,4950,0,0,0,132,300,39600,1000,0.125,4950,"60",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"908",605046,6,"Louangphabang",605,"Nambak",60502,"Nagnang","B. Vienghinsung","Castanopsis sp.","Tree",0,0,1,0,1,0,0,500,0,0,0,0,0,50,10,500,0,0,0,"60",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"909",605046,6,"Louangphabang",605,"Nambak",60502,"Nagnang","B. Vienghinsung","Markhamia stipulata","Tree",0,0,1,0,1,0,0,40,0,0,0,0,0,40,1,40,0,0,0,"20",NA,20,20,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"910",605046,6,"Louangphabang",605,"Nambak",60502,"Nagnang","B. Vienghinsung","Russula virescens","Mushroom/Funghi",0,0,1,0,1,0,0,1320,0,0,0,0,0,132,10,1320,0,0,0,"60",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"911",605046,6,"Louangphabang",605,"Nambak",60502,"Nagnang","B. Vienghinsung","Auricularia polytricha","Mushroom/Funghi",0,0,1,0,1,0,0,396,0,0,0,0,0,132,3,396,0,0,0,"60",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"912",605046,6,"Louangphabang",605,"Nambak",60502,"Nagnang","B. Vienghinsung","Sinarundinaria microphylla","Bamboo",0,0,1,0,1,0,0,660,0,0,0,0,0,132,5,660,0,0,0,"30",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"913",605046,6,"Louangphabang",605,"Nambak",60502,"Nagnang","B. Vienghinsung","Dendrocalamus brandisii","Bamboo",0,0,1,0,1,0,0,160,0,0,0,0,0,32,5,160,0,0,0,"60",NA,40,40,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"914",605046,6,"Louangphabang",605,"Nambak",60502,"Nagnang","B. Vienghinsung","Melientha suavis","Tree",0,0,1,0,1,0,0,132,0,0,0,0,0,132,1,132,0,0,0,"60",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"915",605046,6,"Louangphabang",605,"Nambak",60502,"Nagnang","B. Vienghinsung","Russula rosacea","Mushroom/Funghi",1,0,1,0,2,660,0,660,0,4125,0,4125,0,132,10,1320,50000,6.25,8250,"60",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"916",605046,6,"Louangphabang",605,"Nambak",60502,"Nagnang","B. Vienghinsung","Calamus sp.","Pea",1,0,1,0,2,750,0,750,0,5625,0,5625,0,30,50,1500,60000,7.5,11250,"180",NA,50,50,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"917",605046,6,"Louangphabang",605,"Nambak",60502,"Nagnang","B. Vienghinsung","Camellia sinensis","Shrub",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,"120",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"918",605046,6,"Louangphabang",605,"Nambak",60502,"Nagnang","B. Vienghinsung","Protium serratum","Tree",0,0,1,0,1,0,0,20,0,0,0,0,0,20,1,20,0,0,0,"60",NA,50,50,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"919",605046,6,"Louangphabang",605,"Nambak",60502,"Nagnang","B. Vienghinsung","Dendrobium chryseum","Orchid",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,"120",NA,70,70,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"920",605046,6,"Louangphabang",605,"Nambak",60502,"Nagnang","B. Vienghinsung","Elaeagnus latifolia","Shrub",0,0,1,0,1,0,0,25,0,0,0,0,0,25,1,25,0,0,0,"120",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"921",605046,6,"Louangphabang",605,"Nambak",60502,"Nagnang","B. Vienghinsung","Phyllanthus emblica","Tree/Shrub",0,0,1,0,1,0,0,132,0,0,0,0,0,132,1,132,0,0,0,"30",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"922",605046,6,"Louangphabang",605,"Nambak",60502,"Nagnang","B. Vienghinsung","Lepisanthes rubiginosa","Tree/Shrub",0,0,1,0,1,0,0,15,0,0,0,0,0,30,0.5,15,0,0,0,"60",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"923",605046,6,"Louangphabang",605,"Nambak",60502,"Nagnang","B. Vienghinsung","Nephelium hypoleucum","Tree",0,0,1,0,1,0,0,30,0,0,0,0,0,30,1,30,0,0,0,"60",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"924",605046,6,"Louangphabang",605,"Nambak",60502,"Nagnang","B. Vienghinsung","Lentinus squarrosulus","Mushroom/Funghi",0,0,1,0,1,0,0,660,0,0,0,0,0,132,5,660,0,0,0,"20",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"925",605046,6,"Louangphabang",605,"Nambak",60502,"Nagnang","B. Vienghinsung","Indosasa sinica","Bamboo",0,0,1,0,1,0,0,5280,0,0,0,0,0,132,40,5280,0,0,0,"120",NA,10,10,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"926",605046,6,"Louangphabang",605,"Nambak",60502,"Nagnang","B. Vienghinsung","Ormosia laosensis","Tree/Shrub",0,0,1,0,1,0,0,264,0,0,0,0,0,132,2,264,0,0,0,"120",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"927",605046,6,"Louangphabang",605,"Nambak",60502,"Nagnang","B. Vienghinsung","Flacourtia indicum","Tree/Shrub",0,0,1,0,1,0,0,10,0,0,0,0,0,10,1,10,0,0,0,"120",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"928",605046,6,"Louangphabang",605,"Nambak",60502,"Nagnang","B. Vienghinsung",NA,"",0,0,1,0,1,0,0,132,0,0,0,0,0,132,1,132,0,0,0,"60",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"929",605046,6,"Louangphabang",605,"Nambak",60502,"Nagnang","B. Vienghinsung","Amorphophallus corrugatus","Herbaceous plant",1,0,1,0,2,3300,0,3300,0,7425,0,7425,0,132,50,6600,18000,2.25,14850,"60",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"930",605046,6,"Louangphabang",605,"Nambak",60502,"Nagnang","B. Vienghinsung","Baccaurea ramiflora","Tree/Shrub",0,0,1,0,1,0,0,1320,0,0,0,0,0,132,10,1320,0,0,0,"120",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"931",605046,6,"Louangphabang",605,"Nambak",60502,"Nagnang","B. Vienghinsung","Livistona saribus","Palm",0,0,1,0,1,0,0,60,0,0,0,0,0,30,2,60,0,0,0,"90",NA,30,30,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"932",605046,6,"Louangphabang",605,"Nambak",60502,"Nagnang","B. Vienghinsung","Lentinus squarrosulus","Mushroom/Funghi",0,0,1,0,1,0,0,132,0,0,0,0,0,132,1,132,0,0,0,"30",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"933",605046,6,"Louangphabang",605,"Nambak",60502,"Nagnang","B. Vienghinsung","Acacia pennata","Climber Vine",0,0,1,0,1,0,0,132,0,0,0,0,0,132,1,132,0,0,0,"60",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
