Vil_Code,PCODE,Pname,DCODE,Dname,Vil_Name,Scientific_Name_Cleaned,Qty_All
608035,6,Louangphabang,608,Phonxai,Done ngeun,Denbrobium puchellum,4040
608035,6,Louangphabang,608,Phonxai,Done ngeun,Dendrobium dixanthum,4040
608035,6,Louangphabang,608,Phonxai,Done ngeun,Dendrocalamus membranaceus,3030
608035,6,Louangphabang,608,Phonxai,Done ngeun,Gigantochloa albociliata,2020
608035,6,Louangphabang,608,Phonxai,Done ngeun,Alpinia sp.,2020
608035,6,Louangphabang,608,Phonxai,Done ngeun,Calamus sp.,2000
608037,6,Louangphabang,608,Phonxai,B. Hadchong,Musa acuminata,3200
608037,6,Louangphabang,608,Phonxai,B. Hadchong,Dimocarpus sp.,3200
608037,6,Louangphabang,608,Phonxai,B. Hadchong,Broussonetia papyrifera,3200
608037,6,Louangphabang,608,Phonxai,B. Hadchong,Mangifera lagenifera,2560
608037,6,Louangphabang,608,Phonxai,B. Hadchong,Dendrocalamus membranaceus,2560
608037,6,Louangphabang,608,Phonxai,B. Hadchong,Boehmeria sp,2000
608037,6,Louangphabang,608,Phonxai,B. Hadchong,Schizostachyum blumei,1500
608037,6,Louangphabang,608,Phonxai,B. Hadchong,Bambusa yulda,1280
608037,6,Louangphabang,608,Phonxai,B. Hadchong,Orchid sp,1240
608037,6,Louangphabang,608,Phonxai,B. Hadchong,Acacia pennata,960
608038,6,Louangphabang,608,Phonxai,B. Houaypha,Calamus viminalis,4050
608038,6,Louangphabang,608,Phonxai,B. Houaypha,Amorphophallus sp,4050
608038,6,Louangphabang,608,Phonxai,B. Houaypha,Gigantochloa albociliata,4050
608038,6,Louangphabang,608,Phonxai,B. Houaypha,Dendrocalamus membranaceus,3500
608038,6,Louangphabang,608,Phonxai,B. Houaypha,Amorphophallus kerrii,3200
608038,6,Louangphabang,608,Phonxai,B. Houaypha,Dendrocalamus membranaceus,2430
608038,6,Louangphabang,608,Phonxai,B. Houaypha,Dendrobium fimbriatum,2430
608038,6,Louangphabang,608,Phonxai,B. Houaypha,Dendrobium chryseum,2430
608038,6,Louangphabang,608,Phonxai,B. Houaypha,Daemonorops jenkinsiana,2430
608038,6,Louangphabang,608,Phonxai,B. Houaypha,Arenga westerhoutii,1650
608039,6,Louangphabang,608,Phonxai,B. Sobhout,Bambusa yulda,17800
608039,6,Louangphabang,608,Phonxai,B. Sobhout,Dendrocalamus membranaceus,8900
608039,6,Louangphabang,608,Phonxai,B. Sobhout,Dendrobium fimbriatum,2800
608039,6,Louangphabang,608,Phonxai,B. Sobhout,Gigantochloa albociliata,2670
608039,6,Louangphabang,608,Phonxai,B. Sobhout,Dimocarpus sp.,2400
608039,6,Louangphabang,608,Phonxai,B. Sobhout,Melientha suavis,1780
608039,6,Louangphabang,608,Phonxai,B. Sobhout,Boehmeria sp,1400
608039,6,Louangphabang,608,Phonxai,B. Sobhout,Amorphophallus kerrii,1000
608039,6,Louangphabang,608,Phonxai,B. Sobhout,Calamus sp.,890
608039,6,Louangphabang,608,Phonxai,B. Sobhout,Musa acuminata,890
608040,6,Louangphabang,608,Phonxai,B. Donekham,Daemonorops jenkinsiana,10000
608040,6,Louangphabang,608,Phonxai,B. Donekham,Broussonetia papyrifera,9900
608040,6,Louangphabang,608,Phonxai,B. Donekham,Bambusa yulda,3300
608040,6,Louangphabang,608,Phonxai,B. Donekham,Gigantochloa albociliata,3300
608040,6,Louangphabang,608,Phonxai,B. Donekham,Calamus tetradactylus,2500
608040,6,Louangphabang,608,Phonxai,B. Donekham,,2000
608040,6,Louangphabang,608,Phonxai,B. Donekham,Termitomyces sp.,2000
608040,6,Louangphabang,608,Phonxai,B. Donekham,Termitomyces schimperi,2000
608040,6,Louangphabang,608,Phonxai,B. Donekham,Russula densifolia,1800
608040,6,Louangphabang,608,Phonxai,B. Donekham,Boehmeria sp,1650
608045,6,Louangphabang,608,Phonxai,B. Viengjaleun,Bambusa sp.,2220
608045,6,Louangphabang,608,Phonxai,B. Viengjaleun,Spilanthes acmella,666
608045,6,Louangphabang,608,Phonxai,B. Viengjaleun,Boehmeria sp,600
608045,6,Louangphabang,608,Phonxai,B. Viengjaleun,Worm of Spondias cytherea,444
608045,6,Louangphabang,608,Phonxai,B. Viengjaleun,Melientha suavis,333
608045,6,Louangphabang,608,Phonxai,B. Viengjaleun,Amorphophallus kerrii,300
608045,6,Louangphabang,608,Phonxai,B. Viengjaleun,Russula sp.,222
608045,6,Louangphabang,608,Phonxai,B. Viengjaleun,Thysanolaena maxima,120
608045,6,Louangphabang,608,Phonxai,B. Viengjaleun,Keampferia parviflorum,80
608045,6,Louangphabang,608,Phonxai,B. Viengjaleun,Piper interitum,0
608053,6,Louangphabang,608,Phonxai,B. Houaykhing,Amorphophallus kerrii,105000
608053,6,Louangphabang,608,Phonxai,B. Houaykhing,Russula sp.,21000
608053,6,Louangphabang,608,Phonxai,B. Houaykhing,Broussonetia papyrifera,10500
608053,6,Louangphabang,608,Phonxai,B. Houaykhing,Thysanolaena maxima,10500
608053,6,Louangphabang,608,Phonxai,B. Houaykhing,Gastrochilus bellinus,2000
608053,6,Louangphabang,608,Phonxai,B. Houaykhing,Dendrobium dixanthum,2000
608053,6,Louangphabang,608,Phonxai,B. Houaykhing,Boehmeria sp,1500
608053,6,Louangphabang,608,Phonxai,B. Houaykhing,Worm of Spondias cytherea,1350
608053,6,Louangphabang,608,Phonxai,B. Houaykhing,Dendrobium chryseum,1000
608053,6,Louangphabang,608,Phonxai,B. Houaykhing,Boletus sp.,500
608061,6,Louangphabang,608,Phonxai,B. Houaychia,Boehmeria sp,1470
608061,6,Louangphabang,608,Phonxai,B. Houaychia,Thysanolaena maxima,1470
608061,6,Louangphabang,608,Phonxai,B. Houaychia,Saccharum arundinaceum L.,980
608061,6,Louangphabang,608,Phonxai,B. Houaychia,Dendrocalamus hamiltonii,860
608061,6,Louangphabang,608,Phonxai,B. Houaychia,Amorphophallus kerrii,860
608061,6,Louangphabang,608,Phonxai,B. Houaychia,Sinarundinaria microphylla,850
608061,6,Louangphabang,608,Phonxai,B. Houaychia,Piper interitum,735
608061,6,Louangphabang,608,Phonxai,B. Houaychia,Gigantochloa albociliata,688
608061,6,Louangphabang,608,Phonxai,B. Houaychia,Calamus sp.,688
608061,6,Louangphabang,608,Phonxai,B. Houaychia,Dendrocalamus membranaceus,490
608063,6,Louangphabang,608,Phonxai,B. Houayloungsoung,Amorphophallus kerrii,1500
608063,6,Louangphabang,608,Phonxai,B. Houayloungsoung,Thysanolaena maxima,1000
608063,6,Louangphabang,608,Phonxai,B. Houayloungsoung,Boehmeria sp,750
608063,6,Louangphabang,608,Phonxai,B. Houayloungsoung,Gigantochloa albociliata,500
608063,6,Louangphabang,608,Phonxai,B. Houayloungsoung,Oroxylum indicum,500
608063,6,Louangphabang,608,Phonxai,B. Houayloungsoung,Dendrocalamus membranaceus,500
608063,6,Louangphabang,608,Phonxai,B. Houayloungsoung,Acacia concinna,350
608063,6,Louangphabang,608,Phonxai,B. Houayloungsoung,Oxytenanthera parvifolia,250
608063,6,Louangphabang,608,Phonxai,B. Houayloungsoung,Phyllostachys sp.,250
608063,6,Louangphabang,608,Phonxai,B. Houayloungsoung,,250
608064,6,Louangphabang,608,Phonxai,B. Houaysiboua,Thysanolaena maxima,3480
608064,6,Louangphabang,608,Phonxai,B. Houaysiboua,,2640
608064,6,Louangphabang,608,Phonxai,B. Houaysiboua,Boehmeria sp,2610
608064,6,Louangphabang,608,Phonxai,B. Houaysiboua,Dendrocalamus hamiltonii,1740
608064,6,Louangphabang,608,Phonxai,B. Houaysiboua,Gigantochloa albociliata,1740
608064,6,Louangphabang,608,Phonxai,B. Houaysiboua,Broussonetia papyrifera,1305
608064,6,Louangphabang,608,Phonxai,B. Houaysiboua,Arenga westerhoutii,1305
608064,6,Louangphabang,608,Phonxai,B. Houaysiboua,Dendrocalamus membranaceus,870
608064,6,Louangphabang,608,Phonxai,B. Houaysiboua,Worm of Spondias cytherea,870
608064,6,Louangphabang,608,Phonxai,B. Houaysiboua,Sinarundinaria microphylla,870
608074,6,Louangphabang,608,Phonxai,B. Sobchia,Shoots,1480
608074,6,Louangphabang,608,Phonxai,B. Sobchia,Mushrooms sp.,1480
608074,6,Louangphabang,608,Phonxai,B. Sobchia,Thysanolaena maxima,1000
608074,6,Louangphabang,608,Phonxai,B. Sobchia,Broussonetia papyrifera,740
608074,6,Louangphabang,608,Phonxai,B. Sobchia,Acacia pennata,600
608074,6,Louangphabang,608,Phonxai,B. Sobchia,Musa acuminata,370
608074,6,Louangphabang,608,Phonxai,B. Sobchia,Diplazium esculentum,370
608074,6,Louangphabang,608,Phonxai,B. Sobchia,Marsilea quadrifolia,148
608074,6,Louangphabang,608,Phonxai,B. Sobchia,Melientha suavis,148
608074,6,Louangphabang,608,Phonxai,B. Sobchia,Colocasia esculenta,148
608075,6,Louangphabang,608,Phonxai,B. Houameung,Bambusa sp.,3950
608075,6,Louangphabang,608,Phonxai,B. Houameung,Broussonetia papyrifera,3900
608075,6,Louangphabang,608,Phonxai,B. Houameung,Centella asiatica,2686
608075,6,Louangphabang,608,Phonxai,B. Houameung,Thysanolaena maxima,2340
608075,6,Louangphabang,608,Phonxai,B. Houameung,Boehmeria sp,1560
608075,6,Louangphabang,608,Phonxai,B. Houameung,Musa acuminata,790
608075,6,Louangphabang,608,Phonxai,B. Houameung,Dendrocalamus membranaceus,790
608075,6,Louangphabang,608,Phonxai,B. Houameung,Diplazium esculentum,790
608075,6,Louangphabang,608,Phonxai,B. Houameung,Dendrocalamus hamiltonii,790
608075,6,Louangphabang,608,Phonxai,B. Houameung,Dendrocalamus membranaceus,780
608091,6,Louangphabang,608,Phonxai,B. Heuadoeui,Amorphophallus kerrii,10000
608091,6,Louangphabang,608,Phonxai,B. Heuadoeui,Sinarundinaria microphylla,3000
608091,6,Louangphabang,608,Phonxai,B. Heuadoeui,Dendrocalamus hamiltonii,2000
608091,6,Louangphabang,608,Phonxai,B. Heuadoeui,Thysanolaena maxima,2000
608091,6,Louangphabang,608,Phonxai,B. Heuadoeui,Boehmeria sp,1000
608091,6,Louangphabang,608,Phonxai,B. Heuadoeui,Musa acuminata,500
608091,6,Louangphabang,608,Phonxai,B. Heuadoeui,Phyllostachys sp.,500
608091,6,Louangphabang,608,Phonxai,B. Heuadoeui,,500
608091,6,Louangphabang,608,Phonxai,B. Heuadoeui,Passiflora edulis,500
608091,6,Louangphabang,608,Phonxai,B. Heuadoeui,Dendrocalamus membranaceus,400
608092,6,Louangphabang,608,Phonxai,B. Donxai,Broussonetia papyrifera,7110
608092,6,Louangphabang,608,Phonxai,B. Donxai,Thysanolaena maxima,5850
608092,6,Louangphabang,608,Phonxai,B. Donxai,Boehmeria sp,3950
608092,6,Louangphabang,608,Phonxai,B. Donxai,Worm of Spondias cytherea,300
608094,6,Louangphabang,608,Phonxai,B. Pakvang,Cephalostachyum pergracile,4260
608094,6,Louangphabang,608,Phonxai,B. Pakvang,Calamus sp.,3195
608094,6,Louangphabang,608,Phonxai,B. Pakvang,Gigantochloa albociliata,2130
608094,6,Louangphabang,608,Phonxai,B. Pakvang,Dendrocalamus membranaceus,1420
608094,6,Louangphabang,608,Phonxai,B. Pakvang,Dendrobium lindleyi,750
608094,6,Louangphabang,608,Phonxai,B. Pakvang,Eugenia fluviatilis,650
608094,6,Louangphabang,608,Phonxai,B. Pakvang,Broussonetia papyrifera,640
608094,6,Louangphabang,608,Phonxai,B. Pakvang,Tinospora crispa,630
608094,6,Louangphabang,608,Phonxai,B. Pakvang,Diplazium esculentum,497
608094,6,Louangphabang,608,Phonxai,B. Pakvang,Melientha suavis,497
608100,6,Louangphabang,608,Phonxai,B. Kalongkong,Amorphophallus kerrii,10400
608100,6,Louangphabang,608,Phonxai,B. Kalongkong,Bambusa sp.,5200
608100,6,Louangphabang,608,Phonxai,B. Kalongkong,Draceana sp.,1352
608100,6,Louangphabang,608,Phonxai,B. Kalongkong,Thysanolaena maxima,1040
608100,6,Louangphabang,608,Phonxai,B. Kalongkong,Broussonetia papyrifera,1040
608100,6,Louangphabang,608,Phonxai,B. Kalongkong,Boehmeria sp,1040
608100,6,Louangphabang,608,Phonxai,B. Kalongkong,Worm of Spondias cytherea,260
608105,6,Louangphabang,608,Phonxai,B. Tardthong,Russula densifolia,3744
608105,6,Louangphabang,608,Phonxai,B. Tardthong,Thysanolaena maxima,3500
608105,6,Louangphabang,608,Phonxai,B. Tardthong,Boehmeria sp,2100
608105,6,Louangphabang,608,Phonxai,B. Tardthong,Gigantochloa albociliata,1440
608105,6,Louangphabang,608,Phonxai,B. Tardthong,Boehmeria sp,1400
608105,6,Louangphabang,608,Phonxai,B. Tardthong,Dendrocalamus hamiltonii,1400
608105,6,Louangphabang,608,Phonxai,B. Tardthong,Broussonetia papyrifera,1400
608105,6,Louangphabang,608,Phonxai,B. Tardthong,Bambusa sp.,720
608105,6,Louangphabang,608,Phonxai,B. Tardthong,Musa acuminata,720
608105,6,Louangphabang,608,Phonxai,B. Tardthong,Dendrocalamus membranaceus,720
609001,6,Louangphabang,609,Chomphet,B. Kaenghang,Arenga westerhoutii,13500
609001,6,Louangphabang,609,Chomphet,B. Kaenghang,Boehmeria sp,5500
609001,6,Louangphabang,609,Chomphet,B. Kaenghang,Broussonetia papyrifera,5500
609001,6,Louangphabang,609,Chomphet,B. Kaenghang,Shorea obtusa,2750
609001,6,Louangphabang,609,Chomphet,B. Kaenghang,Gigantochloa albociliata,2750
609001,6,Louangphabang,609,Chomphet,B. Kaenghang,Bambusa yulda,2750
609001,6,Louangphabang,609,Chomphet,B. Kaenghang,Dendrobium fimbriatum,2750
609001,6,Louangphabang,609,Chomphet,B. Kaenghang,Thysanolaena maxima,2750
609001,6,Louangphabang,609,Chomphet,B. Kaenghang,Boletus sp.,1100
609001,6,Louangphabang,609,Chomphet,B. Kaenghang,Lentinus polychrous,1100
609006,6,Louangphabang,609,Chomphet,B. Houayhak,Dendrocalamus hamiltonii,6720
609006,6,Louangphabang,609,Chomphet,B. Houayhak,Thysanolaena maxima,6720
609006,6,Louangphabang,609,Chomphet,B. Houayhak,Bambusa yulda,4800
609006,6,Louangphabang,609,Chomphet,B. Houayhak,Gigantochloa albociliata,4800
609006,6,Louangphabang,609,Chomphet,B. Houayhak,Musa acuminata,2880
609006,6,Louangphabang,609,Chomphet,B. Houayhak,Broussonetia papyrifera,2400
609006,6,Louangphabang,609,Chomphet,B. Houayhak,Amanita citrine,1720
609006,6,Louangphabang,609,Chomphet,B. Houayhak,Dendrobium chrysotoxum,1500
609006,6,Louangphabang,609,Chomphet,B. Houayhak,Castanopsis sp.,1000
609006,6,Louangphabang,609,Chomphet,B. Houayhak,Lentinus squarrosulus,960
609009,6,Louangphabang,609,Chomphet,B. Lae,Broussonetia papyrifera,1500
609009,6,Louangphabang,609,Chomphet,B. Lae,Musa acuminata,1000
609009,6,Louangphabang,609,Chomphet,B. Lae,Gigantochloa albociliata,640
609009,6,Louangphabang,609,Chomphet,B. Lae,Russula sp.,640
609009,6,Louangphabang,609,Chomphet,B. Lae,Bambusa yulda,640
609009,6,Louangphabang,609,Chomphet,B. Lae,Erianthus arundinaceus,640
609009,6,Louangphabang,609,Chomphet,B. Lae,Amanita citrine,640
609009,6,Louangphabang,609,Chomphet,B. Lae,Shorea obtusa,480
609009,6,Louangphabang,609,Chomphet,B. Lae,Lentinus squarrosulus,320
609009,6,Louangphabang,609,Chomphet,B. Lae,Lentinus polychrous,320
609010,6,Louangphabang,609,Chomphet,B. Na ang,Shorea obtusa,8000
609010,6,Louangphabang,609,Chomphet,B. Na ang,Alpinia sp.,4650
609010,6,Louangphabang,609,Chomphet,B. Na ang,Baccaurea ramiflora,4650
609010,6,Louangphabang,609,Chomphet,B. Na ang,Broussonetia papyrifera,3000
609010,6,Louangphabang,609,Chomphet,B. Na ang,Thysanolaena maxima,3000
609010,6,Louangphabang,609,Chomphet,B. Na ang,,2790
609010,6,Louangphabang,609,Chomphet,B. Na ang,Musa acuminata,2790
609010,6,Louangphabang,609,Chomphet,B. Na ang,Dendrobium lindleyi,2790
609010,6,Louangphabang,609,Chomphet,B. Na ang,Acacia pennata,2790
609010,6,Louangphabang,609,Chomphet,B. Na ang,Lentinus polychrous,1860
609012,6,Louangphabang,609,Chomphet,Pak houay khor,Lentinus polychrous,369
609012,6,Louangphabang,609,Chomphet,Pak houay khor,Cantharellus cibarius,246
609012,6,Louangphabang,609,Chomphet,Pak houay khor,Russula sp.,123
609012,6,Louangphabang,609,Chomphet,Pak houay khor,Amorphophallus kerrii,50
609012,6,Louangphabang,609,Chomphet,Pak houay khor,Geastrum saccatum,36.9
609012,6,Louangphabang,609,Chomphet,Pak houay khor,wasp genus/species unknown,0
609012,6,Louangphabang,609,Chomphet,Pak houay khor,Acampe papillosa,0
609012,6,Louangphabang,609,Chomphet,Pak houay khor,Dendrocalamus hamiltonii,0
609012,6,Louangphabang,609,Chomphet,Pak houay khor,Russula sp.,0
609012,6,Louangphabang,609,Chomphet,Pak houay khor,Boletus sp.,0
609014,6,Louangphabang,609,Chomphet,B. Houaytham,Lentinus squarrosulus,1700
609014,6,Louangphabang,609,Chomphet,B. Houaytham,Gigantochloa albociliata,1700
609014,6,Louangphabang,609,Chomphet,B. Houaytham,Lentinus polychrous,1700
609014,6,Louangphabang,609,Chomphet,B. Houaytham,Bambusa yulda,1700
609014,6,Louangphabang,609,Chomphet,B. Houaytham,Dendrocalamus hamiltonii,1360
609014,6,Louangphabang,609,Chomphet,B. Houaytham,Shorea obtusa,1020
609014,6,Louangphabang,609,Chomphet,B. Houaytham,Broussonetia papyrifera,1020
609014,6,Louangphabang,609,Chomphet,B. Houaytham,Cantharellus sp.,680
609014,6,Louangphabang,609,Chomphet,B. Houaytham,Acacia pennata,340
609014,6,Louangphabang,609,Chomphet,B. Houaytham,Schizophyllum commune,340
609015,6,Louangphabang,609,Chomphet,B. Tone,Bambusa yulda,2850
609015,6,Louangphabang,609,Chomphet,B. Tone,Gigantochloa albociliata,2850
609015,6,Louangphabang,609,Chomphet,B. Tone,Broussonetia papyrifera,1140
609015,6,Louangphabang,609,Chomphet,B. Tone,Thysanolaena maxima,1140
609015,6,Louangphabang,609,Chomphet,B. Tone,Shorea obtusa,1140
609015,6,Louangphabang,609,Chomphet,B. Tone,Calamus viminalis,600
609015,6,Louangphabang,609,Chomphet,B. Tone,Daemonorops jenkinsiana,400
609015,6,Louangphabang,609,Chomphet,B. Tone,,300
609015,6,Louangphabang,609,Chomphet,B. Tone,Lentinus squarrosulus,285
609015,6,Louangphabang,609,Chomphet,B. Tone,Lentinus polychrous,285
609017,6,Louangphabang,609,Chomphet,B. Khoklouang,Gigantochloa albociliata,1800
609017,6,Louangphabang,609,Chomphet,B. Khoklouang,Phyllostachys sp.,1800
609017,6,Louangphabang,609,Chomphet,B. Khoklouang,Dendrocalamus hamiltonii,1800
609017,6,Louangphabang,609,Chomphet,B. Khoklouang,Bambusa yulda,1800
609017,6,Louangphabang,609,Chomphet,B. Khoklouang,Dendrocalamus membranaceus,1800
609017,6,Louangphabang,609,Chomphet,B. Khoklouang,Schizostachyum blumei,1080
609017,6,Louangphabang,609,Chomphet,B. Khoklouang,,720
609017,6,Louangphabang,609,Chomphet,B. Khoklouang,Boletus sp.,540
609017,6,Louangphabang,609,Chomphet,B. Khoklouang,Lentinus polychrous,540
609017,6,Louangphabang,609,Chomphet,B. Khoklouang,Lentinus squarrosulus,540
609019,6,Louangphabang,609,Chomphet,B. Houaymiang,Gigantochloa albociliata,4250
609019,6,Louangphabang,609,Chomphet,B. Houaymiang,Thysanolaena maxima,4250
609019,6,Louangphabang,609,Chomphet,B. Houaymiang,Dendrocalamus hamiltonii,4250
609019,6,Louangphabang,609,Chomphet,B. Houaymiang,Bambusa yulda,4250
609019,6,Louangphabang,609,Chomphet,B. Houaymiang,Broussonetia papyrifera,4250
609019,6,Louangphabang,609,Chomphet,B. Houaymiang,Kibatalia macrophylla,2550
609019,6,Louangphabang,609,Chomphet,B. Houaymiang,Prunus arborea,2550
609019,6,Louangphabang,609,Chomphet,B. Houaymiang,Polyalthia suberosa,2550
609019,6,Louangphabang,609,Chomphet,B. Houaymiang,Microcos paniculata,2550
609019,6,Louangphabang,609,Chomphet,B. Houaymiang,Lentinus polychrous,1700
609020,6,Louangphabang,609,Chomphet,B. Chok,Dendrocalamus hamiltonii,3850
609020,6,Louangphabang,609,Chomphet,B. Chok,Gigantochloa albociliata,3850
609020,6,Louangphabang,609,Chomphet,B. Chok,Bambusa yulda,3850
609020,6,Louangphabang,609,Chomphet,B. Chok,Broussonetia papyrifera,3850
609020,6,Louangphabang,609,Chomphet,B. Chok,Dendrocalamus membranaceus,3080
609020,6,Louangphabang,609,Chomphet,B. Chok,Lentinus polychrous,1540
609020,6,Louangphabang,609,Chomphet,B. Chok,Lentinus squarrosulus,1540
609020,6,Louangphabang,609,Chomphet,B. Chok,Thysanolaena maxima,1000
609020,6,Louangphabang,609,Chomphet,B. Chok,Amanita citrine,770
609020,6,Louangphabang,609,Chomphet,B. Chok,Amanita hemibapha,770
609021,6,Louangphabang,609,Chomphet,B. Keuab,Bambusa yulda,3720
609021,6,Louangphabang,609,Chomphet,B. Keuab,Gigantochloa albociliata,3100
609021,6,Louangphabang,609,Chomphet,B. Keuab,Broussonetia papyrifera,1500
609021,6,Louangphabang,609,Chomphet,B. Keuab,Dendrocalamus membranaceus,1500
609021,6,Louangphabang,609,Chomphet,B. Keuab,Thysanolaena maxima,1250
609021,6,Louangphabang,609,Chomphet,B. Keuab,Cantharellus sp.,620
609021,6,Louangphabang,609,Chomphet,B. Keuab,Peperomia pellucida,620
609021,6,Louangphabang,609,Chomphet,B. Keuab,Lentinus polychrous,620
609021,6,Louangphabang,609,Chomphet,B. Keuab,Cantharellus sp.,620
609021,6,Louangphabang,609,Chomphet,B. Keuab,Acacia pennata,310
609022,6,Louangphabang,609,Chomphet,B. Houay orn,Broussonetia papyrifera,45000
609022,6,Louangphabang,609,Chomphet,B. Houay orn,Gigantochloa albociliata,5640
609022,6,Louangphabang,609,Chomphet,B. Houay orn,Bambusa yulda,5640
609022,6,Louangphabang,609,Chomphet,B. Houay orn,Lentinus polychrous,2820
609022,6,Louangphabang,609,Chomphet,B. Houay orn,Dendrocalamus membranaceus,2820
609022,6,Louangphabang,609,Chomphet,B. Houay orn,Dendrobium sp.,1500
609022,6,Louangphabang,609,Chomphet,B. Houay orn,Dendrobium chrysotoxum,1500
609022,6,Louangphabang,609,Chomphet,B. Houay orn,Dendrobium fimbriatum,1500
609022,6,Louangphabang,609,Chomphet,B. Houay orn,Thysanolaena maxima,1000
609022,6,Louangphabang,609,Chomphet,B. Houay orn,Protium serratum,940
609023,6,Louangphabang,609,Chomphet,B. Xam or,Broussonetia papyrifera,2400
609023,6,Louangphabang,609,Chomphet,B. Xam or,Shorea obtusa,1500
609023,6,Louangphabang,609,Chomphet,B. Xam or,Spilanthes acmella,1440
609023,6,Louangphabang,609,Chomphet,B. Xam or,Gigantochloa albociliata,1440
609023,6,Louangphabang,609,Chomphet,B. Xam or,Bambusa yulda,960
609023,6,Louangphabang,609,Chomphet,B. Xam or,Crassocephalum crepidioides,720
609023,6,Louangphabang,609,Chomphet,B. Xam or,Russula densifolia,480
609023,6,Louangphabang,609,Chomphet,B. Xam or,Acacia pennata,480
609023,6,Louangphabang,609,Chomphet,B. Xam or,Amanita citrine,480
609023,6,Louangphabang,609,Chomphet,B. Xam or,,240
609024,6,Louangphabang,609,Chomphet,B. Na,Livistona saribus,22500
609024,6,Louangphabang,609,Chomphet,B. Na,Bambusa yulda,9200
609024,6,Louangphabang,609,Chomphet,B. Na,Gigantochloa albociliata,4600
609024,6,Louangphabang,609,Chomphet,B. Na,Arenga westerhoutii,1500
609024,6,Louangphabang,609,Chomphet,B. Na,Broussonetia papyrifera,1000
609024,6,Louangphabang,609,Chomphet,B. Na,Russula alboareolata,920
609024,6,Louangphabang,609,Chomphet,B. Na,Amanita sp.,920
609024,6,Louangphabang,609,Chomphet,B. Na,Russula sp.,920
609024,6,Louangphabang,609,Chomphet,B. Na,Amanita citrine,920
609024,6,Louangphabang,609,Chomphet,B. Na,Dendrobium fimbriatum,600
609026,6,Louangphabang,609,Chomphet,B. Houaymath,Broussonetia papyrifera,3800
609026,6,Louangphabang,609,Chomphet,B. Houaymath,Thysanolaena maxima,1900
609026,6,Louangphabang,609,Chomphet,B. Houaymath,Shorea obtusa,750
609026,6,Louangphabang,609,Chomphet,B. Houaymath,Bambusa yulda,570
609026,6,Louangphabang,609,Chomphet,B. Houaymath,Dendrobium chryseum,520
609026,6,Louangphabang,609,Chomphet,B. Houaymath,Melientha suavis,380
609026,6,Louangphabang,609,Chomphet,B. Houaymath,Gigantochloa albociliata,380
609026,6,Louangphabang,609,Chomphet,B. Houaymath,Spondias pinnata,380
609026,6,Louangphabang,609,Chomphet,B. Houaymath,Entada sp.,300
609026,6,Louangphabang,609,Chomphet,B. Houaymath,Amorphophallus kerrii,200
609029,6,Louangphabang,609,Chomphet,B. Longxieng,Amorphophallus kerrii,2960
609029,6,Louangphabang,609,Chomphet,B. Longxieng,Gigantochloa albociliata,2220
609029,6,Louangphabang,609,Chomphet,B. Longxieng,Bambusa yulda,2220
609029,6,Louangphabang,609,Chomphet,B. Longxieng,Musa acuminata,2220
609029,6,Louangphabang,609,Chomphet,B. Longxieng,Thysanolaena maxima,1480
609029,6,Louangphabang,609,Chomphet,B. Longxieng,Dendrocalamus hamiltonii,1480
609029,6,Louangphabang,609,Chomphet,B. Longxieng,Livistona saribus,1480
609029,6,Louangphabang,609,Chomphet,B. Longxieng,Arenga westerhoutii,1000
609029,6,Louangphabang,609,Chomphet,B. Longxieng,Broussonetia papyrifera,800
609029,6,Louangphabang,609,Chomphet,B. Longxieng,Shorea obtusa,500
609030,6,Louangphabang,609,Chomphet,B. Kangkhan,Gigantochloa albociliata,3510
609030,6,Louangphabang,609,Chomphet,B. Kangkhan,Arenga westerhoutii,3000
609030,6,Louangphabang,609,Chomphet,B. Kangkhan,Bambusa yulda,2340
609030,6,Louangphabang,609,Chomphet,B. Kangkhan,Dendrobium draconis,2100
609030,6,Louangphabang,609,Chomphet,B. Kangkhan,Broussonetia papyrifera,2100
609030,6,Louangphabang,609,Chomphet,B. Kangkhan,Boehmeria sp,2000
609030,6,Louangphabang,609,Chomphet,B. Kangkhan,Thysanolaena maxima,1600
609030,6,Louangphabang,609,Chomphet,B. Kangkhan,Dendrobium chrysotoxum,1400
609030,6,Louangphabang,609,Chomphet,B. Kangkhan,Dendrocalamus hamiltonii,1400
609030,6,Louangphabang,609,Chomphet,B. Kangkhan,Dendrobium fimbriatum,1050
609031,6,Louangphabang,609,Chomphet,B. Houaytanh,Amanita princes,3100
609031,6,Louangphabang,609,Chomphet,B. Houaytanh,Bambusa yulda,3100
609031,6,Louangphabang,609,Chomphet,B. Houaytanh,Gigantochloa albociliata,1860
609031,6,Louangphabang,609,Chomphet,B. Houaytanh,Boletus sp.,1550
609031,6,Louangphabang,609,Chomphet,B. Houaytanh,Russula sanguinea,1240
609031,6,Louangphabang,609,Chomphet,B. Houaytanh,Worm of Shorea siamensis,1240
609031,6,Louangphabang,609,Chomphet,B. Houaytanh,Broussonetia papyrifera,1000
609031,6,Louangphabang,609,Chomphet,B. Houaytanh,Cantharellus sp.,920
609031,6,Louangphabang,609,Chomphet,B. Houaytanh,Russula silvicola,806
609031,6,Louangphabang,609,Chomphet,B. Houaytanh,Russula densifolia,620
609032,6,Louangphabang,609,Chomphet,B. Som,Broussonetia papyrifera,20000
609032,6,Louangphabang,609,Chomphet,B. Som,Amomum sp.,2250
