ID,Scientific_Name_Cleaned,Scientific_Genus,Scientific_Genus_GB,Vil_Code,sell,use,food,medicine,CHECK,Qty_sell,Qty_use,Qty_food,Qty_med,Inc_sell,Inc_use,Inc_food,Inc_medicine,No_HH,Unit,Qty_p_HH,Qty,PPU_LAK,PPU_USD,Income_USD,Time_Travel,Status_en,Status_rel,Status_abs,Reason_en,Forest,Riparian,bamboo,bush_fallow,upland_field,others,CHECK_2,Qty_For,Qty_Rip,Qty_Bam,Qty_Bfa,Qty_UpF,Qty_Oth,Inc_For,Inc_Rip,Inc_Bam,Inc_Bfa,Inc_UpF,Inc_Oth,For_sell_inc,For_use_inc,For_food_inc,For_med_inc,Rip_sell_inc,Rip_use_inc,Rip_food_inc,Rip_med_inc,bam_sell_inc,Bam_use_inc,Bam_food_inc,Bam_med_inc,Bfa_sell_inc,Bfa_use_inc,Bfa_food_inc,Bfa_med_inc,UpF_sell_inc,UpF_use_inc,UpF_food_inc,UpF_med_inc,Oth_sell_inc,Oth_use_inc,Oth_food_inc,Oth_med_inc
5410,Dendrobium capillipes,Dendrobium,Orchids,906030,1,0,0,1,2,1500,0,0,1500,562.5,0,0,562.5,50,????,60,3000,3000,0.375,1125,0,Decrease,70,-70,NA,1,0,0,0,0,0,1,3000,0,0,0,0,0,1125,0,0,0,0,0,562.5,0,0,562.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5419,Dendrobium capillipes,Dendrobium,Orchids,906033,1,0,1,1,3,1216.7,0,1216.7,1216.7,456.2625,0,456.2625,456.2625,146,????,25,3650,3000,0.375,1368.75,0,Decrease,, ,NA,1,0,0,0,0,0,1,3650,0,0,0,0,0,1368.8,0,0,0,0,0,456.2666667,0,456.2666667,456.2666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5534,Dendrobium capillipes,Dendrobium,Orchids,906038,1,0,0,1,2,630,0,0,630,118.125,0,0,118.125,63,????,20,1260,1500,0.1875,236.25,60,Decrease,90,-90,Clearance,1,0,0,0,0,0,1,1260,0,0,0,0,0,236.3,0,0,0,0,0,118.15,0,0,118.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6243,Dendrobium capillipes,Dendrobium,Orchids,612031,1,0,0,0,1,116,0,0,0,435,0,0,0,58,????,2,116,30000,3.75,435,1,Decrease,80,-80,eat too much,0,1,0,0,0,0,1,0,116,0,0,0,0,0,435,0,0,0,0,0,0,0,0,435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6611,Dendrobium capillipes,Dendrobium,Orchids,704002,0,0,0,0,0,0,0,0,0,0,0,0,0,,NA,0,0,0,0,0,40,Decrease,40,-40,NA,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7242,Dendrobium capillipes,Dendrobium,Orchids,906039,1,0,0,0,1,150,0,0,0,750,0,0,0,30,????,5,150,40000,5,750,200,Decrease,80,-80,NA,1,0,0,0,0,0,1,150,0,0,0,0,0,750,0,0,0,0,0,750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7243,Dendrobium capillipes,Dendrobium,Orchids,906039,1,0,0,0,1,60,0,0,0,1500,0,0,0,30,????,2,60,200000,25,1500,200,Decrease,90,-90,NA,1,0,0,0,0,0,1,60,0,0,0,0,0,1500,0,0,0,0,0,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7275,Dendrobium capillipes,Dendrobium,Orchids,906017,1,0,0,0,1,150,0,0,0,750,0,0,0,30,????,5,150,40000,5,750,200,Decrease,70,-70,NA,1,0,0,0,0,0,1,150,0,0,0,0,0,750,0,0,0,0,0,750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7359,Dendrobium capillipes,Dendrobium,Orchids,906019,1,0,0,1,2,600,0,0,600,375,0,0,375,60,????????,20,1200,5000,0.625,750,200,Decrease,70,-70,NA,1,0,0,0,0,0,1,1200,0,0,0,0,0,750,0,0,0,0,0,375,0,0,375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7396,Dendrobium capillipes,Dendrobium,Orchids,901001,1,0,0,0,1,150,0,0,0,1875,0,0,0,30,????,5,150,100000,12.5,1875,30,Decrease,80,-80,NA,1,0,0,0,0,0,1,150,0,0,0,0,0,1875,0,0,0,0,0,1875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7453,Dendrobium capillipes,Dendrobium,Orchids,901100,1,0,1,0,2,500,0,500,0,2187.5,0,2187.5,0,20,????,50,1000,35000,4.375,4375,20,Decrease,90,-90,NA,0,0,0,0,0,1,1,0,0,0,0,0,1000,0,0,0,0,0,4375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2187.5,0,2187.5,0
7572,Dendrobium capillipes,Dendrobium,Orchids,906032,1,0,0,0,1,150,0,0,0,750,0,0,0,30,????,5,150,40000,5,750,120,Decrease,70,-70,NA,1,0,0,0,0,0,1,150,0,0,0,0,0,750,0,0,0,0,0,750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7612,Dendrobium capillipes,Dendrobium,Orchids,906016,1,0,0,0,1,150,0,0,0,750,0,0,0,30,????,5,150,40000,5,750,100,Decrease,80,-80,NA,1,0,0,0,0,0,1,150,0,0,0,0,0,750,0,0,0,0,0,750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7613,Dendrobium capillipes,Dendrobium,Orchids,906016,1,0,0,0,1,60,0,0,0,1500,0,0,0,30,????,2,60,200000,25,1500,100,Decrease,90,-90,NA,1,0,0,0,0,0,1,60,0,0,0,0,0,1500,0,0,0,0,0,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7802,Dendrobium capillipes,Dendrobium,Orchids,1105160,0,0,0,0,0,0,0,0,0,0,0,0,0,57,????,0.3,17.1,50000,6.25,106.875,150,Decrease,35,-35,NA,1,0,0,0,0,0,1,17.1,0,0,0,0,0,106.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7870,Dendrobium capillipes,Dendrobium,Orchids,1105077,0,0,0,0,0,0,0,0,0,0,0,0,0,159,????,20,3180,6000,0.75,2385,300,Decrease,20,-20,NA,1,0,0,0,0,0,1,3180,0,0,0,0,0,2385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7898,Dendrobium capillipes,Dendrobium,Orchids,1105119,0,0,0,0,0,0,0,0,0,0,0,0,0,391,????,0.3,117.3,50000,6.25,733.125,60,Decrease,35,-35,NA,1,0,0,0,0,0,1,117.3,0,0,0,0,0,733.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7976,Dendrobium capillipes,Dendrobium,Orchids,907052,1,0,0,0,1,900,0,0,0,450,0,0,0,60,kg,15,900,4000,0.5,450,120,NA,90,90,NA,1,1,0,0,0,0,2,450,450,0,0,0,0,225,225,0,0,0,0,225,0,0,0,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8090,Dendrobium capillipes,Dendrobium,Orchids,904040,1,0,0,0,1,3,0,0,0,5.625,0,0,0,3,kg,1,3,15000,1.875,5.625,30,NA,90,90,NA,1,0,0,0,0,0,1,3,0,0,0,0,0,5.6,0,0,0,0,0,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8123,Dendrobium capillipes,Dendrobium,Orchids,904042,1,0,1,0,2,18,0,18,0,33.75,0,33.75,0,36,kg,1,36,15000,1.875,67.5,120,NA,90,90,NA,1,0,0,0,0,0,1,36,0,0,0,0,0,67.5,0,0,0,0,0,33.75,0,33.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9028,Dendrobium capillipes,Dendrobium,Orchids,902070,1,0,0,0,1,144,0,0,0,360,0,0,0,72,????,2,144,20000,2.5,360,120,NA,80,80,NA,1,0,0,0,0,0,1,144,0,0,0,0,0,360,0,0,0,0,0,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9108,Dendrobium capillipes,Dendrobium,Orchids,207002,1,0,0,1,2,25,0,0,25,531.25,0,0,531.25,10,kg,5,50,170000,21.25,1062.5,60,NA,90,90,NA,1,0,0,0,0,0,1,50,0,0,0,0,0,1062.5,0,0,0,0,0,531.25,0,0,531.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9137,Dendrobium capillipes,Dendrobium,Orchids,207025,0,1,0,0,1,0,15,0,0,0,0,0,0,15,kg,1,15,0,0,0,20,NA,70,70,NA,1,0,0,0,0,0,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9269,Dendrobium capillipes,Dendrobium,Orchids,207001,1,0,0,1,2,25,0,0,25,531.25,0,0,531.25,10,kg,5,50,170000,21.25,1062.5,180,NA,90,90,NA,1,0,0,0,0,1,2,25,0,0,0,0,25,531.3,0,0,0,0,531.3,265.65,0,0,265.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265.65,0,0,265.65
2649,Dendrobium aphyllum,Dendrobium,Orchids,609055,0,0,0,0,0,0,0,0,0,0,0,0,0,,NA,0,0,0,0,0,0,Decrease,70,-70,sale a lot,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4080,Dendrobium aphyllum,Dendrobium,Orchids,609095,1,0,1,0,2,6200,0,6200,0,1550,0,1550,0,62,????,200,12400,2000,0.25,3100,30,Decrease,60,-60,sale a lot,1,0,0,0,0,0,1,12400,0,0,0,0,0,3100,0,0,0,0,0,1550,0,1550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,Dendrobium anosmum,Dendrobium,Orchids,608011,1,0,0,0,1,1000,0,0,0,1250,0,0,0,50,????,20,1000,10000,1.25,1250,0,Decrease,50,-50,NA,1,0,0,0,0,0,1,1000,0,0,0,0,0,1250,0,0,0,0,0,1250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240,Dendrobium anosmum,Dendrobium,Orchids,608035,1,0,0,1,2,750,0,0,750,937.5,0,0,937.5,50,????,30,1500,10000,1.25,1875,0,Decrease,60,-60,too much excavation,1,0,0,0,0,0,1,1500,0,0,0,0,0,1875,0,0,0,0,0,937.5,0,0,937.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
363,Dendrobium anosmum,Dendrobium,Orchids,608038,1,0,0,0,1,440,0,0,0,1375,0,0,0,55,????,8,440,25000,3.125,1375,0,Decrease,, ,NA,1,0,0,0,0,0,1,440,0,0,0,0,0,1375,0,0,0,0,0,1375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
416,Dendrobium anosmum,Dendrobium,Orchids,608039,1,0,0,0,1,800,0,0,0,600,0,0,0,40,????,20,800,6000,0.75,600,0,Decrease,90,-90,too much excavation,1,0,0,0,0,0,1,800,0,0,0,0,0,600,0,0,0,0,0,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
492,Dendrobium anosmum,Dendrobium,Orchids,608040,1,0,0,0,1,1600,0,0,0,1000,0,0,0,80,????,20,1600,5000,0.625,1000,0,Decrease,40,-40,too much excavation,1,0,0,0,0,0,1,1600,0,0,0,0,0,1000,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5977,Dendrobium anosmum,Dendrobium,Orchids,611058,1,0,0,0,1,900,0,0,0,675,0,0,0,30,????,30,900,6000,0.75,675,60,Decrease,50,-50,NA,1,0,0,0,0,0,1,900,0,0,0,0,0,675,0,0,0,0,0,675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
253,Denbrobium puchellum,Denbrobium,Orchids,608035,1,0,0,1,2,2020,0,0,2020,252.5,0,0,252.5,101,????,40,4040,1000,0.125,505,0,Decrease,60,-60,too much excavation,1,0,0,0,0,0,1,4040,0,0,0,0,0,505,0,0,0,0,0,252.5,0,0,252.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1813,Denbrobium puchellum,Denbrobium,Orchids,609032,1,1,0,0,2,300,300,0,0,45,45,0,0,10,????,60,600,1200,0.15,90,30,Increase,80,80,NA,1,0,0,0,0,0,1,600,0,0,0,0,0,90,0,0,0,0,0,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3411,Denbrobium puchellum,Denbrobium,Orchids,609076,0,0,0,0,0,0,0,0,0,0,0,0,0,,NA,0,0,0,0,0,30,Decrease,50,-50,NA,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4317,Denbrobium puchellum,Denbrobium,Orchids,609099,1,0,0,1,2,300,0,0,300,562.5,0,0,562.5,20,????,30,600,15000,1.875,1125,60,Decrease,50,-50,NA,1,0,0,0,0,0,1,600,0,0,0,0,0,1125,0,0,0,0,0,562.5,0,0,562.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1520,Cymbidium sp.,Cymbidium,Orchids,609022,1,0,0,0,1,50,0,0,0,218.75,0,0,0,5,????,10,50,35000,4.375,218.75,90,Decrease,80,-80,too much excavation,1,0,0,0,0,0,1,50,0,0,0,0,0,218.8,0,0,0,0,0,218.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2471,Cymbidium sp.,Cymbidium,Orchids,609050,0,1,1,0,2,0,5,5,0,0,0,0,0,10,????,1,10,0,0,0,60,Stable,0,0,not change,1,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5779,Cymbidium sp.,Cymbidium,Orchids,605054,1,0,0,0,1,300,0,0,0,3000,0,0,0,15,????,20,300,80000,10,3000,30,Decrease,80,-80,incorrect excavation,1,0,0,0,0,0,1,300,0,0,0,0,0,3000,0,0,0,0,0,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6282,Cymbidium sp.,Cymbidium,Orchids,612999,1,0,0,0,1,450,0,0,0,843.75,0,0,0,30,????,15,450,15000,1.875,843.75,60,Decrease,80,-80,sale a lot,1,0,0,0,0,0,1,450,0,0,0,0,0,843.8,0,0,0,0,0,843.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6333,Cymbidium sp.,Cymbidium,Orchids,612003,1,0,1,0,2,81,0,81,0,151.875,0,151.875,0,27,????,6,162,15000,1.875,303.75,60,Decrease,90,-90,sale a lot,1,0,0,0,0,0,1,162,0,0,0,0,0,303.8,0,0,0,0,0,151.9,0,151.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
758,Cleisostoma fuerstenbergianum,Cleisostoma,Orchids,608091,0,0,0,0,0,0,0,0,0,0,0,0,0,,NA,0,0,0,0,0,150,Stable,0,0,NA,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5374,Calanthe crimita,Calanthe,Orchids,906030,0,0,0,1,1,0,0,0,15,0,0,0,0,3,????,5,15,0,0,0,0,Stable,0,0,NA,1,0,0,0,0,0,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5319,Brachycorythis helferi,Brachycorythis,Orchids,906013,1,0,0,0,1,1.5,0,0,0,18.75,0,0,0,5,????,0.3,1.5,100000,12.5,18.75,0,Decrease,90,-90,sale a lot,1,0,0,0,0,1,2,0.8,0,0,0,0,0.8,9.4,0,0,0,0,9.4,9.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.4,0,0,0
2312,Bauhinia viridescens,Bauhinia,Orchids,609046,0,0,0,1,1,0,0,0,1240,0,0,0,0,62,????,20,1240,0,0,0,20,Stable,0,0,NA,0,0,0,1,0,0,1,0,0,0,1240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2550,Bauhinia viridescens,Bauhinia,Orchids,609051,0,0,0,1,1,0,0,0,450,0,0,0,0,30,????,15,450,0,0,0,60,Stable,0,0,NA,1,0,0,0,0,0,1,450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,Bauhinia variegata,Bauhinia,Orchids,608011,0,0,1,0,1,0,0,10,0,0,0,0,0,10,????,1,10,0,0,0,0,Decrease,80,-80,incorrect excavation,0,0,0,0,0,1,1,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270,Bauhinia variegata,Bauhinia,Orchids,608037,0,0,1,0,1,0,0,64,0,0,0,0,0,64,????,1,64,0,0,0,0,Stable,0,0,NA,1,0,0,0,0,0,1,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
342,Bauhinia variegata,Bauhinia,Orchids,608038,1,0,1,0,2,39,0,39,0,2.4375,0,2.4375,0,78,????,1,78,500,0.0625,4.875,0,Stable,0,0,NA,1,0,0,0,0,0,1,78,0,0,0,0,0,4.9,0,0,0,0,0,2.45,0,2.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
393,Bauhinia variegata,Bauhinia,Orchids,608039,1,0,1,0,2,35,0,35,0,13.125,0,13.125,0,70,????,1,70,3000,0.375,26.25,0,Stable,0,0,NA,1,0,0,0,0,0,1,70,0,0,0,0,0,26.3,0,0,0,0,0,13.15,0,13.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
810,Bauhinia variegata,Bauhinia,Orchids,608094,1,0,1,0,2,106.5,0,106.5,0,39.9375,0,39.9375,0,71,????,3,213,3000,0.375,79.875,0,Decrease,5,-5,NA,1,0,0,0,0,0,1,213,0,0,0,0,0,79.9,0,0,0,0,0,39.95,0,39.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1086,Bauhinia variegata,Bauhinia,Orchids,609010,1,0,1,1,3,93,0,93,93,0,0,0,0,93,????,3,279,0,0,0,60,Stable,0,0,NA,0,0,0,1,0,0,1,0,0,0,279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1170,Bauhinia variegata,Bauhinia,Orchids,609014,0,0,1,0,1,0,0,102,0,0,0,0,0,34,????,3,102,0,0,0,60,Decrease,20,-20,NA,0,0,0,1,0,0,1,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1509,Bauhinia variegata,Bauhinia,Orchids,609022,1,1,0,0,2,14,14,0,0,5.25,5.25,0,0,14,????,2,28,3000,0.375,10.5,120,Stable,0,0,not change,1,0,0,0,0,0,1,28,0,0,0,0,0,10.5,0,0,0,0,0,5.25,5.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1634,Bauhinia variegata,Bauhinia,Orchids,609026,0,0,1,0,1,0,0,38,0,0,0,0,0,38,????,1,38,0,0,0,120,Stable,0,0,NA,0,0,0,1,0,0,1,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1681,Bauhinia variegata,Bauhinia,Orchids,609029,0,0,1,0,1,0,0,148,0,0,0,0,0,74,????,2,148,0,0,0,30,Stable,0,0,NA,1,0,0,0,0,0,1,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2290,Bauhinia variegata,Bauhinia,Orchids,609044,0,0,1,0,1,0,0,62,0,0,0,0,0,62,????,1,62,0,0,0,60,Stable,0,0,NA,1,0,0,0,0,0,1,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2302,Bauhinia variegata,Bauhinia,Orchids,609046,0,0,1,0,1,0,0,310,0,0,0,0,0,62,????,5,310,0,0,0,30,Stable,0,0,NA,0,0,0,0,0,1,1,0,0,0,0,0,310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2949,Bauhinia variegata,Bauhinia,Orchids,609064,0,0,1,0,1,0,0,20,0,0,0,0,0,10,????,2,20,0,0,0,60,Stable,0,0,NA,0,0,0,1,0,0,1,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3021,Bauhinia variegata,Bauhinia,Orchids,609066,0,0,1,0,1,0,0,330,0,0,0,0,0,66,????,5,330,0,0,0,30,Stable,0,0,not change,0,0,0,1,0,0,1,0,0,0,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3252,Bauhinia variegata,Bauhinia,Orchids,609071,0,0,1,0,1,0,0,60,0,0,0,0,0,30,????,2,60,0,0,0,30,Stable,0,0,NA,0,1,0,0,0,0,1,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3334,Bauhinia variegata,Bauhinia,Orchids,609074,0,0,1,0,1,0,0,344,0,0,0,0,0,172,????,2,344,0,0,0,60,Stable,0,0,NA,1,0,0,0,0,0,1,344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3472,Bauhinia variegata,Bauhinia,Orchids,609077,0,0,1,0,1,0,0,15,0,0,0,0,0,5,????,3,15,0,0,0,15,Decrease,10,-10,NA,1,0,0,0,0,0,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3709,Bauhinia variegata,Bauhinia,Orchids,609083,0,0,0,1,1,0,0,0,168,0,0,0,0,84,????,2,168,0,0,0,60,Stable,0,0,NA,1,0,0,0,0,0,1,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3784,Bauhinia variegata,Bauhinia,Orchids,609085,0,0,1,0,1,0,0,206,0,0,0,0,0,103,????,2,206,0,0,0,120,Stable,0,0,NA,1,0,0,0,0,0,1,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3920,Bauhinia variegata,Bauhinia,Orchids,609092,0,0,1,0,1,0,0,154,0,0,0,0,0,77,????,2,154,0,0,0,15,Stable,0,0,NA,1,0,0,0,0,0,1,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4196,Bauhinia variegata,Bauhinia,Orchids,609098,0,0,1,0,1,0,0,15,0,0,0,0,0,3,????,5,15,0,0,0,90,Stable,0,0,NA,1,0,0,0,0,0,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4282,Bauhinia variegata,Bauhinia,Orchids,609099,0,0,1,0,1,0,0,50,0,0,0,0,0,25,????,2,50,0,0,0,60,Stable,0,0,NA,1,0,0,0,0,0,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4417,Bauhinia variegata,Bauhinia,Orchids,906001,0,0,1,0,1,0,0,340,0,0,0,0,0,170,????,2,340,0,0,0,20,Decrease,50,-50,NA,0,0,0,1,0,0,1,0,0,0,340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4537,Bauhinia variegata,Bauhinia,Orchids,906002,1,0,1,1,3,173,0,173,173,64.875,0,64.875,64.875,173,????,3,519,3000,0.375,194.625,20,Increase,,NA,not destroyed,0,0,0,0,0,1,1,0,0,0,0,0,519,0,0,0,0,0,194.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.86666667,0,64.86666667,64.86666667
4547,Bauhinia variegata,Bauhinia,Orchids,906002,0,0,1,1,2,0,0,129.8,129.8,0,0,0,0,173,????,1.5,259.5,0,0,0,15,Stable,0,0,NA,1,0,0,0,0,0,1,259.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4603,Bauhinia variegata,Bauhinia,Orchids,906003,0,0,1,0,1,0,0,286,0,0,0,0,0,143,????,3,286,0,0,0,60,Decrease,40,-40,Clearance,0,0,0,1,0,0,1,0,0,0,286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4711,Bauhinia variegata,Bauhinia,Orchids,906004,0,0,1,0,1,0,0,0,0,0,0,0,0,,????,1,0,0,0,0,30,Decrease,30,-30,NA,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4865,Bauhinia variegata,Bauhinia,Orchids,906006,0,0,1,0,1,0,0,435,0,0,0,0,0,90,????,5,435,0,0,0,40,Stable,0,0,NA,0,0,0,1,0,0,1,0,0,0,435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5108,Bauhinia variegata,Bauhinia,Orchids,906009,0,0,1,0,1,0,0,180,0,0,0,0,0,90,????,2,180,0,0,0,30,Stable,0,0,NA,1,0,0,0,0,0,1,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5528,Bauhinia variegata,Bauhinia,Orchids,906038,0,0,1,0,1,0,0,135,0,0,0,0,0,63,????,3,135,0,0,0,20,Decrease,20,-20,NA,0,0,0,1,0,0,1,0,0,0,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
